,Year,Region,Suburb,Median
9808,2016,Inner Eastern Melbourne,mulgrave,460.0
9808,2016,Inner Eastern Melbourne,glen waverley,460.0
9806,2016,Inner Eastern Melbourne,donvale,460.0
9806,2016,Inner Eastern Melbourne,doncaster east,460.0
9804,2016,Inner Eastern Melbourne,oakleigh,420.0
9804,2016,Inner Eastern Melbourne,chadstone,420.0
9803,2016,Inner Eastern Melbourne,mont albert,450.0
9803,2016,Inner Eastern Melbourne,surrey hills,450.0
9803,2016,Inner Eastern Melbourne,canterbury,450.0
9802,2016,Inner Eastern Melbourne,glen iris,450.0
9802,2016,Inner Eastern Melbourne,camberwell,450.0
9801,2016,Inner Eastern Melbourne,ashburton,425.0
9801,2016,Inner Eastern Melbourne,burwood,425.0
9800,2016,Inner Eastern Melbourne,doncaster,450.0
9800,2016,Inner Eastern Melbourne,templestowe,450.0
9800,2016,Inner Eastern Melbourne,bulleen,450.0
9791,2016,Inner Melbourne,burnley,490.0
9791,2016,Inner Melbourne,richmond,490.0
9790,2016,Inner Melbourne,windsor,400.0
9790,2016,Inner Melbourne,prahran,400.0
9788,2016,Inner Melbourne,west melbourne,410.0
9788,2016,Inner Melbourne,north melbourne,410.0
9787,2016,Inner Melbourne,kensington,400.0
9787,2016,Inner Melbourne,flemington,400.0
9786,2016,Inner Melbourne,clifton hill,510.0
9786,2016,Inner Melbourne,fitzroy north,510.0
9780,2016,Inner Melbourne,abbotsford,450.0
9780,2016,Inner Melbourne,collingwood,450.0
9778,2016,Inner Melbourne,parkville,380.0
9778,2016,Inner Melbourne,carlton,380.0
9775,2016,Inner Melbourne,st kilda west,520.0
9775,2016,Inner Melbourne,middle park,520.0
9775,2016,Inner Melbourne,albert park,520.0
9327,2015,Other Regional Centres,maffra,280.0
9327,2015,Other Regional Centres,sale,280.0
9325,2015,Other Regional Centres,barwon heads,360.0
9325,2015,Other Regional Centres,ocean grove,360.0
9323,2015,Other Regional Centres,newborough,200.0
9323,2015,Other Regional Centres,moe,200.0
9314,2015,Bendigo,kangaroo flat,280.0
9314,2015,Bendigo,golden square,280.0
9313,2015,Bendigo,bendigo,275.0
9313,2015,Bendigo,flora hill,275.0
9311,2015,Ballarat,alfredton,285.0
9311,2015,Ballarat,wendouree,285.0
9310,2015,Ballarat,delacombe,255.0
9310,2015,Ballarat,sebastopol,255.0
9309,2015,Ballarat,buninyong,300.0
9309,2015,Ballarat,mount clear,300.0
9304,2015,Geelong,geelong west,290.0
9304,2015,Geelong,herne hill,290.0
9303,2015,Geelong,newcomb,300.0
9303,2015,Geelong,geelong,300.0
9301,2015,Geelong,grovedale,330.0
9301,2015,Geelong,belmont,330.0
9300,2015,Mornington Peninsula,carrum downs,330.0
9300,2015,Mornington Peninsula,seaford,330.0
9299,2015,Mornington Peninsula,mount martha,420.0
9299,2015,Mornington Peninsula,mornington,420.0
9299,2015,Mornington Peninsula,mount eliza,420.0
9298,2015,Mornington Peninsula,flinders,325.0
9298,2015,Mornington Peninsula,hastings,325.0
9296,2015,Mornington Peninsula,portsea,330.0
9296,2015,Mornington Peninsula,dromana,330.0
9292,2015,South Eastern Melbourne,hampton park,345.0
9292,2015,South Eastern Melbourne,narre warren,345.0
9291,2015,South Eastern Melbourne,endeavour hills,325.0
9291,2015,South Eastern Melbourne,dandenong north,325.0
9286,2015,Outer Eastern Melbourne,scoresby,400.0
9286,2015,Outer Eastern Melbourne,wantirna,400.0
9282,2015,Outer Eastern Melbourne,lilydale,365.0
9282,2015,Outer Eastern Melbourne,croydon,365.0
9277,2015,North Eastern Melbourne,lalor,320.0
9277,2015,North Eastern Melbourne,thomastown,320.0
9273,2015,North Eastern Melbourne,epping,340.0
9273,2015,North Eastern Melbourne,mill park,340.0
9272,2015,North Eastern Melbourne,ivanhoe east,425.0
9272,2015,North Eastern Melbourne,ivanhoe,425.0
9271,2015,North Eastern Melbourne,heidelberg west,360.0
9271,2015,North Eastern Melbourne,heidelberg,360.0
9270,2015,North Eastern Melbourne,alphington,345.0
9270,2015,North Eastern Melbourne,fairfield,345.0
9269,2015,North Eastern Melbourne,montmorency,400.0
9269,2015,North Eastern Melbourne,research,400.0
9269,2015,North Eastern Melbourne,eltham,400.0
9268,2015,North Eastern Melbourne,hurstbridge,360.0
9268,2015,North Eastern Melbourne,greensborough,360.0
9268,2015,North Eastern Melbourne,bundoora,360.0
9265,2015,North Western Melbourne,coburg north,360.0
9265,2015,North Western Melbourne,pascoe vale,360.0
9264,2015,North Western Melbourne,fawkner,350.0
9264,2015,North Western Melbourne,glenroy,350.0
9264,2015,North Western Melbourne,oak park,350.0
9263,2015,North Western Melbourne,ascot vale,400.0
9263,2015,North Western Melbourne,moonee ponds,400.0
9261,2015,North Western Melbourne,tullamarine,340.0
9261,2015,North Western Melbourne,gladstone park,340.0
9257,2015,North Western Melbourne,pascoe vale south,400.0
9257,2015,North Western Melbourne,coburg,400.0
9255,2015,North Western Melbourne,roxburgh park,330.0
9255,2015,North Western Melbourne,broadmeadows,330.0
9254,2015,Outer Western Melbourne,seddon,420.0
9254,2015,Outer Western Melbourne,yarraville,420.0
9251,2015,Outer Western Melbourne,hoppers crossing,315.0
9251,2015,Outer Western Melbourne,werribee,315.0
9248,2015,Outer Western Melbourne,deer park,310.0
9248,2015,Outer Western Melbourne,st albans,310.0
9247,2015,Outer Western Melbourne,spotswood,440.0
9247,2015,Outer Western Melbourne,newport,440.0
9245,2015,Outer Western Melbourne,avondale heights,380.0
9245,2015,Outer Western Melbourne,keilor east,380.0
9242,2015,Southern Melbourne,hughesdale,390.0
9242,2015,Southern Melbourne,murrumbeena,390.0
9241,2015,Southern Melbourne,mordialloc,380.0
9241,2015,Southern Melbourne,parkdale,380.0
9241,2015,Southern Melbourne,mentone,380.0
9238,2015,Southern Melbourne,beaumaris,495.0
9238,2015,Southern Melbourne,hampton,495.0
9230,2015,Southern Melbourne,carrum,380.0
9230,2015,Southern Melbourne,chelsea,380.0
9230,2015,Southern Melbourne,aspendale,380.0
9229,2015,Inner Eastern Melbourne,burwood east,410.0
9229,2015,Inner Eastern Melbourne,forest hill,410.0
9229,2015,Inner Eastern Melbourne,vermont,410.0
9228,2015,Inner Eastern Melbourne,mitcham,375.0
9228,2015,Inner Eastern Melbourne,nunawading,375.0
9224,2015,Inner Eastern Melbourne,mulgrave,445.0
9224,2015,Inner Eastern Melbourne,glen waverley,445.0
9222,2015,Inner Eastern Melbourne,donvale,450.0
9222,2015,Inner Eastern Melbourne,doncaster east,450.0
9220,2015,Inner Eastern Melbourne,oakleigh,400.0
9220,2015,Inner Eastern Melbourne,chadstone,400.0
9219,2015,Inner Eastern Melbourne,mont albert,450.0
9219,2015,Inner Eastern Melbourne,surrey hills,450.0
9219,2015,Inner Eastern Melbourne,canterbury,450.0
9218,2015,Inner Eastern Melbourne,glen iris,430.0
9218,2015,Inner Eastern Melbourne,camberwell,430.0
9217,2015,Inner Eastern Melbourne,ashburton,410.0
9217,2015,Inner Eastern Melbourne,burwood,410.0
9216,2015,Inner Eastern Melbourne,doncaster,450.0
9216,2015,Inner Eastern Melbourne,templestowe,450.0
9216,2015,Inner Eastern Melbourne,bulleen,450.0
9207,2015,Inner Melbourne,burnley,480.0
9207,2015,Inner Melbourne,richmond,480.0
9206,2015,Inner Melbourne,windsor,400.0
9206,2015,Inner Melbourne,prahran,400.0
9204,2015,Inner Melbourne,west melbourne,395.0
9204,2015,Inner Melbourne,north melbourne,395.0
9203,2015,Inner Melbourne,kensington,400.0
9203,2015,Inner Melbourne,flemington,400.0
9202,2015,Inner Melbourne,clifton hill,500.0
9202,2015,Inner Melbourne,fitzroy north,500.0
9196,2015,Inner Melbourne,abbotsford,440.0
9196,2015,Inner Melbourne,collingwood,440.0
9194,2015,Inner Melbourne,parkville,370.0
9194,2015,Inner Melbourne,carlton,370.0
9191,2015,Inner Melbourne,st kilda west,500.0
9191,2015,Inner Melbourne,middle park,500.0
9191,2015,Inner Melbourne,albert park,500.0
8743,2014,Other Regional Centres,maffra,260.0
8743,2014,Other Regional Centres,sale,260.0
8741,2014,Other Regional Centres,barwon heads,350.0
8741,2014,Other Regional Centres,ocean grove,350.0
8739,2014,Other Regional Centres,newborough,195.0
8739,2014,Other Regional Centres,moe,195.0
8730,2014,Bendigo,kangaroo flat,280.0
8730,2014,Bendigo,golden square,280.0
8729,2014,Bendigo,bendigo,275.0
8729,2014,Bendigo,flora hill,275.0
8727,2014,Ballarat,alfredton,280.0
8727,2014,Ballarat,wendouree,280.0
8726,2014,Ballarat,delacombe,260.0
8726,2014,Ballarat,sebastopol,260.0
8725,2014,Ballarat,buninyong,300.0
8725,2014,Ballarat,mount clear,300.0
8720,2014,Geelong,geelong west,295.0
8720,2014,Geelong,herne hill,295.0
8719,2014,Geelong,newcomb,300.0
8719,2014,Geelong,geelong,300.0
8717,2014,Geelong,grovedale,330.0
8717,2014,Geelong,belmont,330.0
8716,2014,Mornington Peninsula,carrum downs,320.0
8716,2014,Mornington Peninsula,seaford,320.0
8715,2014,Mornington Peninsula,mount martha,400.0
8715,2014,Mornington Peninsula,mornington,400.0
8715,2014,Mornington Peninsula,mount eliza,400.0
8714,2014,Mornington Peninsula,flinders,320.0
8714,2014,Mornington Peninsula,hastings,320.0
8712,2014,Mornington Peninsula,portsea,320.0
8712,2014,Mornington Peninsula,dromana,320.0
8708,2014,South Eastern Melbourne,hampton park,340.0
8708,2014,South Eastern Melbourne,narre warren,340.0
8707,2014,South Eastern Melbourne,endeavour hills,320.0
8707,2014,South Eastern Melbourne,dandenong north,320.0
8702,2014,Outer Eastern Melbourne,scoresby,380.0
8702,2014,Outer Eastern Melbourne,wantirna,380.0
8698,2014,Outer Eastern Melbourne,lilydale,352.0
8698,2014,Outer Eastern Melbourne,croydon,352.0
8693,2014,North Eastern Melbourne,lalor,320.0
8693,2014,North Eastern Melbourne,thomastown,320.0
8689,2014,North Eastern Melbourne,epping,330.0
8689,2014,North Eastern Melbourne,mill park,330.0
8688,2014,North Eastern Melbourne,ivanhoe east,400.0
8688,2014,North Eastern Melbourne,ivanhoe,400.0
8687,2014,North Eastern Melbourne,heidelberg west,360.0
8687,2014,North Eastern Melbourne,heidelberg,360.0
8686,2014,North Eastern Melbourne,alphington,350.0
8686,2014,North Eastern Melbourne,fairfield,350.0
8685,2014,North Eastern Melbourne,montmorency,390.0
8685,2014,North Eastern Melbourne,research,390.0
8685,2014,North Eastern Melbourne,eltham,390.0
8684,2014,North Eastern Melbourne,hurstbridge,350.0
8684,2014,North Eastern Melbourne,greensborough,350.0
8684,2014,North Eastern Melbourne,bundoora,350.0
8681,2014,North Western Melbourne,coburg north,350.0
8681,2014,North Western Melbourne,pascoe vale,350.0
8680,2014,North Western Melbourne,fawkner,340.0
8680,2014,North Western Melbourne,glenroy,340.0
8680,2014,North Western Melbourne,oak park,340.0
8679,2014,North Western Melbourne,ascot vale,390.0
8679,2014,North Western Melbourne,moonee ponds,390.0
8677,2014,North Western Melbourne,tullamarine,330.0
8677,2014,North Western Melbourne,gladstone park,330.0
8673,2014,North Western Melbourne,pascoe vale south,385.0
8673,2014,North Western Melbourne,coburg,385.0
8671,2014,North Western Melbourne,roxburgh park,320.0
8671,2014,North Western Melbourne,broadmeadows,320.0
8670,2014,Outer Western Melbourne,seddon,400.0
8670,2014,Outer Western Melbourne,yarraville,400.0
8667,2014,Outer Western Melbourne,hoppers crossing,300.0
8667,2014,Outer Western Melbourne,werribee,300.0
8664,2014,Outer Western Melbourne,deer park,310.0
8664,2014,Outer Western Melbourne,st albans,310.0
8663,2014,Outer Western Melbourne,spotswood,420.0
8663,2014,Outer Western Melbourne,newport,420.0
8661,2014,Outer Western Melbourne,avondale heights,370.0
8661,2014,Outer Western Melbourne,keilor east,370.0
8658,2014,Southern Melbourne,hughesdale,370.0
8658,2014,Southern Melbourne,murrumbeena,370.0
8657,2014,Southern Melbourne,mordialloc,370.0
8657,2014,Southern Melbourne,parkdale,370.0
8657,2014,Southern Melbourne,mentone,370.0
8654,2014,Southern Melbourne,beaumaris,520.0
8654,2014,Southern Melbourne,hampton,520.0
8646,2014,Southern Melbourne,carrum,370.0
8646,2014,Southern Melbourne,chelsea,370.0
8646,2014,Southern Melbourne,aspendale,370.0
8645,2014,Inner Eastern Melbourne,burwood east,400.0
8645,2014,Inner Eastern Melbourne,forest hill,400.0
8645,2014,Inner Eastern Melbourne,vermont,400.0
8644,2014,Inner Eastern Melbourne,mitcham,370.0
8644,2014,Inner Eastern Melbourne,nunawading,370.0
8640,2014,Inner Eastern Melbourne,mulgrave,430.0
8640,2014,Inner Eastern Melbourne,glen waverley,430.0
8638,2014,Inner Eastern Melbourne,donvale,430.0
8638,2014,Inner Eastern Melbourne,doncaster east,430.0
8636,2014,Inner Eastern Melbourne,oakleigh,395.0
8636,2014,Inner Eastern Melbourne,chadstone,395.0
8635,2014,Inner Eastern Melbourne,mont albert,450.0
8635,2014,Inner Eastern Melbourne,surrey hills,450.0
8635,2014,Inner Eastern Melbourne,canterbury,450.0
8634,2014,Inner Eastern Melbourne,glen iris,430.0
8634,2014,Inner Eastern Melbourne,camberwell,430.0
8633,2014,Inner Eastern Melbourne,ashburton,400.0
8633,2014,Inner Eastern Melbourne,burwood,400.0
8632,2014,Inner Eastern Melbourne,doncaster,430.0
8632,2014,Inner Eastern Melbourne,templestowe,430.0
8632,2014,Inner Eastern Melbourne,bulleen,430.0
8623,2014,Inner Melbourne,burnley,480.0
8623,2014,Inner Melbourne,richmond,480.0
8622,2014,Inner Melbourne,windsor,395.0
8622,2014,Inner Melbourne,prahran,395.0
8620,2014,Inner Melbourne,west melbourne,400.0
8620,2014,Inner Melbourne,north melbourne,400.0
8619,2014,Inner Melbourne,kensington,390.0
8619,2014,Inner Melbourne,flemington,390.0
8618,2014,Inner Melbourne,clifton hill,495.0
8618,2014,Inner Melbourne,fitzroy north,495.0
8612,2014,Inner Melbourne,abbotsford,425.0
8612,2014,Inner Melbourne,collingwood,425.0
8610,2014,Inner Melbourne,parkville,351.0
8610,2014,Inner Melbourne,carlton,351.0
8607,2014,Inner Melbourne,st kilda west,480.0
8607,2014,Inner Melbourne,middle park,480.0
8607,2014,Inner Melbourne,albert park,480.0
8159,2013,Other Regional Centres,maffra,250.0
8159,2013,Other Regional Centres,sale,250.0
8157,2013,Other Regional Centres,barwon heads,350.0
8157,2013,Other Regional Centres,ocean grove,350.0
8155,2013,Other Regional Centres,newborough,190.0
8155,2013,Other Regional Centres,moe,190.0
8146,2013,Bendigo,kangaroo flat,280.0
8146,2013,Bendigo,golden square,280.0
8145,2013,Bendigo,bendigo,280.0
8145,2013,Bendigo,flora hill,280.0
8143,2013,Ballarat,alfredton,280.0
8143,2013,Ballarat,wendouree,280.0
8142,2013,Ballarat,delacombe,255.0
8142,2013,Ballarat,sebastopol,255.0
8141,2013,Ballarat,buninyong,295.0
8141,2013,Ballarat,mount clear,295.0
8136,2013,Geelong,geelong west,290.0
8136,2013,Geelong,herne hill,290.0
8135,2013,Geelong,newcomb,295.0
8135,2013,Geelong,geelong,295.0
8133,2013,Geelong,grovedale,320.0
8133,2013,Geelong,belmont,320.0
8132,2013,Mornington Peninsula,carrum downs,320.0
8132,2013,Mornington Peninsula,seaford,320.0
8131,2013,Mornington Peninsula,mount martha,390.0
8131,2013,Mornington Peninsula,mornington,390.0
8131,2013,Mornington Peninsula,mount eliza,390.0
8130,2013,Mornington Peninsula,flinders,305.0
8130,2013,Mornington Peninsula,hastings,305.0
8128,2013,Mornington Peninsula,portsea,300.0
8128,2013,Mornington Peninsula,dromana,300.0
8124,2013,South Eastern Melbourne,hampton park,330.0
8124,2013,South Eastern Melbourne,narre warren,330.0
8123,2013,South Eastern Melbourne,endeavour hills,310.0
8123,2013,South Eastern Melbourne,dandenong north,310.0
8118,2013,Outer Eastern Melbourne,scoresby,375.0
8118,2013,Outer Eastern Melbourne,wantirna,375.0
8114,2013,Outer Eastern Melbourne,lilydale,345.0
8114,2013,Outer Eastern Melbourne,croydon,345.0
8109,2013,North Eastern Melbourne,lalor,310.0
8109,2013,North Eastern Melbourne,thomastown,310.0
8105,2013,North Eastern Melbourne,epping,330.0
8105,2013,North Eastern Melbourne,mill park,330.0
8104,2013,North Eastern Melbourne,ivanhoe east,385.0
8104,2013,North Eastern Melbourne,ivanhoe,385.0
8103,2013,North Eastern Melbourne,heidelberg west,350.0
8103,2013,North Eastern Melbourne,heidelberg,350.0
8102,2013,North Eastern Melbourne,alphington,350.0
8102,2013,North Eastern Melbourne,fairfield,350.0
8101,2013,North Eastern Melbourne,montmorency,365.0
8101,2013,North Eastern Melbourne,research,365.0
8101,2013,North Eastern Melbourne,eltham,365.0
8100,2013,North Eastern Melbourne,hurstbridge,340.0
8100,2013,North Eastern Melbourne,greensborough,340.0
8100,2013,North Eastern Melbourne,bundoora,340.0
8097,2013,North Western Melbourne,coburg north,340.0
8097,2013,North Western Melbourne,pascoe vale,340.0
8096,2013,North Western Melbourne,fawkner,330.0
8096,2013,North Western Melbourne,glenroy,330.0
8096,2013,North Western Melbourne,oak park,330.0
8095,2013,North Western Melbourne,ascot vale,380.0
8095,2013,North Western Melbourne,moonee ponds,380.0
8093,2013,North Western Melbourne,tullamarine,320.0
8093,2013,North Western Melbourne,gladstone park,320.0
8089,2013,North Western Melbourne,pascoe vale south,380.0
8089,2013,North Western Melbourne,coburg,380.0
8087,2013,North Western Melbourne,roxburgh park,311.0
8087,2013,North Western Melbourne,broadmeadows,311.0
8086,2013,Outer Western Melbourne,seddon,385.0
8086,2013,Outer Western Melbourne,yarraville,385.0
8083,2013,Outer Western Melbourne,hoppers crossing,290.0
8083,2013,Outer Western Melbourne,werribee,290.0
8080,2013,Outer Western Melbourne,deer park,300.0
8080,2013,Outer Western Melbourne,st albans,300.0
8079,2013,Outer Western Melbourne,spotswood,400.0
8079,2013,Outer Western Melbourne,newport,400.0
8077,2013,Outer Western Melbourne,avondale heights,370.0
8077,2013,Outer Western Melbourne,keilor east,370.0
8074,2013,Southern Melbourne,hughesdale,365.0
8074,2013,Southern Melbourne,murrumbeena,365.0
8073,2013,Southern Melbourne,mordialloc,360.0
8073,2013,Southern Melbourne,parkdale,360.0
8073,2013,Southern Melbourne,mentone,360.0
8070,2013,Southern Melbourne,beaumaris,495.0
8070,2013,Southern Melbourne,hampton,495.0
8062,2013,Southern Melbourne,carrum,360.0
8062,2013,Southern Melbourne,chelsea,360.0
8062,2013,Southern Melbourne,aspendale,360.0
8061,2013,Inner Eastern Melbourne,burwood east,390.0
8061,2013,Inner Eastern Melbourne,forest hill,390.0
8061,2013,Inner Eastern Melbourne,vermont,390.0
8060,2013,Inner Eastern Melbourne,mitcham,365.0
8060,2013,Inner Eastern Melbourne,nunawading,365.0
8056,2013,Inner Eastern Melbourne,mulgrave,420.0
8056,2013,Inner Eastern Melbourne,glen waverley,420.0
8054,2013,Inner Eastern Melbourne,donvale,420.0
8054,2013,Inner Eastern Melbourne,doncaster east,420.0
8052,2013,Inner Eastern Melbourne,oakleigh,385.0
8052,2013,Inner Eastern Melbourne,chadstone,385.0
8051,2013,Inner Eastern Melbourne,mont albert,430.0
8051,2013,Inner Eastern Melbourne,surrey hills,430.0
8051,2013,Inner Eastern Melbourne,canterbury,430.0
8050,2013,Inner Eastern Melbourne,glen iris,425.0
8050,2013,Inner Eastern Melbourne,camberwell,425.0
8049,2013,Inner Eastern Melbourne,ashburton,400.0
8049,2013,Inner Eastern Melbourne,burwood,400.0
8048,2013,Inner Eastern Melbourne,doncaster,420.0
8048,2013,Inner Eastern Melbourne,templestowe,420.0
8048,2013,Inner Eastern Melbourne,bulleen,420.0
8039,2013,Inner Melbourne,burnley,470.0
8039,2013,Inner Melbourne,richmond,470.0
8038,2013,Inner Melbourne,windsor,388.0
8038,2013,Inner Melbourne,prahran,388.0
8036,2013,Inner Melbourne,west melbourne,400.0
8036,2013,Inner Melbourne,north melbourne,400.0
8035,2013,Inner Melbourne,kensington,390.0
8035,2013,Inner Melbourne,flemington,390.0
8034,2013,Inner Melbourne,clifton hill,495.0
8034,2013,Inner Melbourne,fitzroy north,495.0
8028,2013,Inner Melbourne,abbotsford,470.0
8028,2013,Inner Melbourne,collingwood,470.0
8026,2013,Inner Melbourne,parkville,350.0
8026,2013,Inner Melbourne,carlton,350.0
8023,2013,Inner Melbourne,st kilda west,460.0
8023,2013,Inner Melbourne,middle park,460.0
8023,2013,Inner Melbourne,albert park,460.0
7575,2012,Other Regional Centres,maffra,240.0
7575,2012,Other Regional Centres,sale,240.0
7573,2012,Other Regional Centres,barwon heads,350.0
7573,2012,Other Regional Centres,ocean grove,350.0
7571,2012,Other Regional Centres,newborough,180.0
7571,2012,Other Regional Centres,moe,180.0
7562,2012,Bendigo,kangaroo flat,280.0
7562,2012,Bendigo,golden square,280.0
7561,2012,Bendigo,bendigo,270.0
7561,2012,Bendigo,flora hill,270.0
7559,2012,Ballarat,alfredton,270.0
7559,2012,Ballarat,wendouree,270.0
7558,2012,Ballarat,delacombe,250.0
7558,2012,Ballarat,sebastopol,250.0
7557,2012,Ballarat,buninyong,300.0
7557,2012,Ballarat,mount clear,300.0
7552,2012,Geelong,geelong west,290.0
7552,2012,Geelong,herne hill,290.0
7551,2012,Geelong,newcomb,292.0
7551,2012,Geelong,geelong,292.0
7549,2012,Geelong,grovedale,320.0
7549,2012,Geelong,belmont,320.0
7548,2012,Mornington Peninsula,carrum downs,310.0
7548,2012,Mornington Peninsula,seaford,310.0
7547,2012,Mornington Peninsula,mount martha,380.0
7547,2012,Mornington Peninsula,mornington,380.0
7547,2012,Mornington Peninsula,mount eliza,380.0
7546,2012,Mornington Peninsula,flinders,300.0
7546,2012,Mornington Peninsula,hastings,300.0
7544,2012,Mornington Peninsula,portsea,300.0
7544,2012,Mornington Peninsula,dromana,300.0
7540,2012,South Eastern Melbourne,hampton park,330.0
7540,2012,South Eastern Melbourne,narre warren,330.0
7539,2012,South Eastern Melbourne,endeavour hills,300.0
7539,2012,South Eastern Melbourne,dandenong north,300.0
7534,2012,Outer Eastern Melbourne,scoresby,370.0
7534,2012,Outer Eastern Melbourne,wantirna,370.0
7530,2012,Outer Eastern Melbourne,lilydale,340.0
7530,2012,Outer Eastern Melbourne,croydon,340.0
7525,2012,North Eastern Melbourne,lalor,305.0
7525,2012,North Eastern Melbourne,thomastown,305.0
7521,2012,North Eastern Melbourne,epping,330.0
7521,2012,North Eastern Melbourne,mill park,330.0
7520,2012,North Eastern Melbourne,ivanhoe east,390.0
7520,2012,North Eastern Melbourne,ivanhoe,390.0
7519,2012,North Eastern Melbourne,heidelberg west,345.0
7519,2012,North Eastern Melbourne,heidelberg,345.0
7518,2012,North Eastern Melbourne,alphington,330.0
7518,2012,North Eastern Melbourne,fairfield,330.0
7517,2012,North Eastern Melbourne,montmorency,365.0
7517,2012,North Eastern Melbourne,research,365.0
7517,2012,North Eastern Melbourne,eltham,365.0
7516,2012,North Eastern Melbourne,hurstbridge,345.0
7516,2012,North Eastern Melbourne,greensborough,345.0
7516,2012,North Eastern Melbourne,bundoora,345.0
7513,2012,North Western Melbourne,coburg north,345.0
7513,2012,North Western Melbourne,pascoe vale,345.0
7512,2012,North Western Melbourne,fawkner,324.0
7512,2012,North Western Melbourne,glenroy,324.0
7512,2012,North Western Melbourne,oak park,324.0
7511,2012,North Western Melbourne,ascot vale,390.0
7511,2012,North Western Melbourne,moonee ponds,390.0
7509,2012,North Western Melbourne,tullamarine,320.0
7509,2012,North Western Melbourne,gladstone park,320.0
7505,2012,North Western Melbourne,pascoe vale south,370.0
7505,2012,North Western Melbourne,coburg,370.0
7503,2012,North Western Melbourne,roxburgh park,310.0
7503,2012,North Western Melbourne,broadmeadows,310.0
7502,2012,Outer Western Melbourne,seddon,375.0
7502,2012,Outer Western Melbourne,yarraville,375.0
7499,2012,Outer Western Melbourne,hoppers crossing,290.0
7499,2012,Outer Western Melbourne,werribee,290.0
7496,2012,Outer Western Melbourne,deer park,290.0
7496,2012,Outer Western Melbourne,st albans,290.0
7495,2012,Outer Western Melbourne,spotswood,390.0
7495,2012,Outer Western Melbourne,newport,390.0
7493,2012,Outer Western Melbourne,avondale heights,350.0
7493,2012,Outer Western Melbourne,keilor east,350.0
7490,2012,Southern Melbourne,hughesdale,360.0
7490,2012,Southern Melbourne,murrumbeena,360.0
7489,2012,Southern Melbourne,mordialloc,350.0
7489,2012,Southern Melbourne,parkdale,350.0
7489,2012,Southern Melbourne,mentone,350.0
7486,2012,Southern Melbourne,beaumaris,500.0
7486,2012,Southern Melbourne,hampton,500.0
7478,2012,Southern Melbourne,carrum,360.0
7478,2012,Southern Melbourne,chelsea,360.0
7478,2012,Southern Melbourne,aspendale,360.0
7477,2012,Inner Eastern Melbourne,burwood east,380.0
7477,2012,Inner Eastern Melbourne,forest hill,380.0
7477,2012,Inner Eastern Melbourne,vermont,380.0
7476,2012,Inner Eastern Melbourne,mitcham,355.0
7476,2012,Inner Eastern Melbourne,nunawading,355.0
7472,2012,Inner Eastern Melbourne,mulgrave,410.0
7472,2012,Inner Eastern Melbourne,glen waverley,410.0
7470,2012,Inner Eastern Melbourne,donvale,400.0
7470,2012,Inner Eastern Melbourne,doncaster east,400.0
7468,2012,Inner Eastern Melbourne,oakleigh,375.0
7468,2012,Inner Eastern Melbourne,chadstone,375.0
7467,2012,Inner Eastern Melbourne,mont albert,420.0
7467,2012,Inner Eastern Melbourne,surrey hills,420.0
7467,2012,Inner Eastern Melbourne,canterbury,420.0
7466,2012,Inner Eastern Melbourne,glen iris,420.0
7466,2012,Inner Eastern Melbourne,camberwell,420.0
7465,2012,Inner Eastern Melbourne,ashburton,395.0
7465,2012,Inner Eastern Melbourne,burwood,395.0
7464,2012,Inner Eastern Melbourne,doncaster,400.0
7464,2012,Inner Eastern Melbourne,templestowe,400.0
7464,2012,Inner Eastern Melbourne,bulleen,400.0
7455,2012,Inner Melbourne,burnley,460.0
7455,2012,Inner Melbourne,richmond,460.0
7454,2012,Inner Melbourne,windsor,390.0
7454,2012,Inner Melbourne,prahran,390.0
7452,2012,Inner Melbourne,west melbourne,375.0
7452,2012,Inner Melbourne,north melbourne,375.0
7451,2012,Inner Melbourne,kensington,380.0
7451,2012,Inner Melbourne,flemington,380.0
7450,2012,Inner Melbourne,clifton hill,470.0
7450,2012,Inner Melbourne,fitzroy north,470.0
7444,2012,Inner Melbourne,abbotsford,450.0
7444,2012,Inner Melbourne,collingwood,450.0
7442,2012,Inner Melbourne,parkville,340.0
7442,2012,Inner Melbourne,carlton,340.0
7439,2012,Inner Melbourne,st kilda west,470.0
7439,2012,Inner Melbourne,middle park,470.0
7439,2012,Inner Melbourne,albert park,470.0
6991,2011,Other Regional Centres,maffra,239.0
6991,2011,Other Regional Centres,sale,239.0
6989,2011,Other Regional Centres,barwon heads,348.0
6989,2011,Other Regional Centres,ocean grove,348.0
6987,2011,Other Regional Centres,newborough,180.0
6987,2011,Other Regional Centres,moe,180.0
6978,2011,Bendigo,kangaroo flat,263.0
6978,2011,Bendigo,golden square,263.0
6977,2011,Bendigo,bendigo,270.0
6977,2011,Bendigo,flora hill,270.0
6975,2011,Ballarat,alfredton,270.0
6975,2011,Ballarat,wendouree,270.0
6974,2011,Ballarat,delacombe,245.0
6974,2011,Ballarat,sebastopol,245.0
6973,2011,Ballarat,buninyong,285.0
6973,2011,Ballarat,mount clear,285.0
6968,2011,Geelong,geelong west,270.0
6968,2011,Geelong,herne hill,270.0
6967,2011,Geelong,newcomb,290.0
6967,2011,Geelong,geelong,290.0
6965,2011,Geelong,grovedale,310.0
6965,2011,Geelong,belmont,310.0
6964,2011,Mornington Peninsula,carrum downs,310.0
6964,2011,Mornington Peninsula,seaford,310.0
