,Year,Quarter,Region,Suburb,Median
7339,2012,3,Southern Melbourne,Aspendale-Chelsea-Carrum,355.0
7340,2012,3,Southern Melbourne,Bentleigh,400.0
7341,2012,3,Southern Melbourne,Brighton,600.0
7342,2012,3,Southern Melbourne,Brighton East,600.0
7343,2012,3,Southern Melbourne,Carnegie,345.0
7344,2012,3,Southern Melbourne,Caulfield,395.0
7345,2012,3,Southern Melbourne,Cheltenham,395.0
7346,2012,3,Southern Melbourne,Elsternwick,390.0
7347,2012,3,Southern Melbourne,Hampton-Beaumaris,500.0
7348,2012,3,Southern Melbourne,Malvern,400.0
7349,2012,3,Southern Melbourne,Malvern East,370.0
7350,2012,3,Southern Melbourne,Mentone-Parkdale-Mordialloc,350.0
7351,2012,3,Southern Melbourne,Murrumbeena-Hughesdale,360.0
7352,2012,3,Outer Western Melbourne,Altona,330.0
7353,2012,3,Outer Western Melbourne,Footscray,320.0
7354,2012,3,Outer Western Melbourne,Keilor East-Avondale Heights,350.0
7355,2012,3,Outer Western Melbourne,Melton,270.0
7356,2012,3,Outer Western Melbourne,Newport-Spotswood,390.0
7357,2012,3,Outer Western Melbourne,St Albans-Deer Park,290.0
7358,2012,3,Outer Western Melbourne,Sunshine,290.0
7359,2012,3,Outer Western Melbourne,Sydenham,330.0
7360,2012,3,Outer Western Melbourne,Werribee-Hoppers Crossing,290.0
7361,2012,3,Outer Western Melbourne,West Footscray,320.0
7362,2012,3,Outer Western Melbourne,Williamstown,425.0
7363,2012,3,Outer Western Melbourne,Yarraville-Seddon,370.0
7364,2012,3,North Western Melbourne,Broadmeadows-Roxburgh Park,312.0
7365,2012,3,North Western Melbourne,Brunswick,395.0
7366,2012,3,North Western Melbourne,Coburg-Pascoe Vale South,370.0
7367,2012,3,North Western Melbourne,Craigieburn,330.0
7368,2012,3,North Western Melbourne,East Brunswick,430.0
7369,2012,3,North Western Melbourne,Essendon,350.0
7370,2012,3,North Western Melbourne,Gladstone Park-Tullamarine,325.0
7371,2012,3,North Western Melbourne,Keilor,360.0
7372,2012,3,North Western Melbourne,Moonee Ponds-Ascot Vale,390.0
7373,2012,3,North Western Melbourne,Oak Park-Glenroy-Fawkner,325.0
7374,2012,3,North Western Melbourne,Pascoe Vale-Coburg North,345.0
7375,2012,3,North Western Melbourne,Sunbury,310.0
7376,2012,3,North Western Melbourne,West Brunswick,330.0
7377,2012,3,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,349.0
7378,2012,3,North Eastern Melbourne,Eltham-Research-Montmorency,365.0
7379,2012,3,North Eastern Melbourne,Fairfield-Alphington,325.0
7380,2012,3,North Eastern Melbourne,Heidelberg-Heidelberg West,350.0
7381,2012,3,North Eastern Melbourne,Ivanhoe-Ivanhoe East,390.0
7382,2012,3,North Eastern Melbourne,Mill Park-Epping,330.0
7383,2012,3,North Eastern Melbourne,Northcote,430.0
7384,2012,3,North Eastern Melbourne,Preston,350.0
7385,2012,3,North Eastern Melbourne,Reservoir,310.0
7386,2012,3,North Eastern Melbourne,Thomastown-Lalor,309.0
7387,2012,3,North Eastern Melbourne,Thornbury,340.0
7388,2012,3,North Eastern Melbourne,Whittlesea,330.0
7389,2012,3,Outer Eastern Melbourne,Bayswater,320.0
7390,2012,3,Outer Eastern Melbourne,Boronia,325.0
7391,2012,3,Outer Eastern Melbourne,Croydon-Lilydale,340.0
7392,2012,3,Outer Eastern Melbourne,Ferntree Gully,320.0
7393,2012,3,Outer Eastern Melbourne,Ringwood,330.0
7394,2012,3,Outer Eastern Melbourne,Rowville,390.0
7395,2012,3,Outer Eastern Melbourne,Wantirna-Scoresby,365.0
7396,2012,3,Outer Eastern Melbourne,Yarra Ranges,320.0
7397,2012,3,South Eastern Melbourne,Berwick,350.0
7398,2012,3,South Eastern Melbourne,Cranbourne,330.0
7399,2012,3,South Eastern Melbourne,Dandenong,290.0
7400,2012,3,South Eastern Melbourne,Dandenong North-Endeavour Hills,300.0
7401,2012,3,South Eastern Melbourne,Narre Warren-Hampton Park,330.0
7402,2012,3,South Eastern Melbourne,Noble Park,293.0
7403,2012,3,South Eastern Melbourne,Pakenham,310.0
7404,2012,3,South Eastern Melbourne,Springvale,320.0
7405,2012,3,Mornington Peninsula,Dromana-Portsea,295.0
7406,2012,3,Mornington Peninsula,Frankston,295.0
7407,2012,3,Mornington Peninsula,Hastings-Flinders,300.0
7408,2012,3,Mornington Peninsula,Mt Eliza-Mornington-Mt Martha,375.0
7409,2012,3,Mornington Peninsula,Seaford-Carrum Downs,310.0
7410,2012,3,Geelong,Belmont-Grovedale,320.0
7411,2012,3,Geelong,Corio,250.0
7412,2012,3,Geelong,Geelong-Newcombe,290.0
7413,2012,3,Geelong,Herne Hill-Geelong West,285.0
7414,2012,3,Geelong,Lara,320.0
7415,2012,3,Geelong,Newtown,300.0
7416,2012,3,Geelong,North Geelong,295.0
7417,2012,3,Ballarat,Ballarat,250.0
7418,2012,3,Ballarat,Mount Clear-Buninyong,300.0
7419,2012,3,Ballarat,Sebastopol-Delacombe,250.0
7420,2012,3,Ballarat,Wendouree-Alfredton,265.0
7421,2012,3,Bendigo,Bendigo,275.0
7422,2012,3,Bendigo,Flora Hill-Bendigo East,275.0
7423,2012,3,Bendigo,Golden Square-Kangaroo Flat,280.0
7424,2012,3,Bendigo,North Bendigo,270.0
7425,2012,3,Other Regional Centres,Bairnsdale,260.0
7426,2012,3,Other Regional Centres,Benalla,213.0
7427,2012,3,Other Regional Centres,Castlemaine,280.0
7428,2012,3,Other Regional Centres,Echuca,250.0
7429,2012,3,Other Regional Centres,Hamilton,230.0
7430,2012,3,Other Regional Centres,Horsham,220.0
7431,2012,3,Other Regional Centres,Mildura,230.0
7432,2012,3,Other Regional Centres,Moe-Newborough,180.0
7433,2012,3,Other Regional Centres,Morwell,180.0
7434,2012,3,Other Regional Centres,Ocean Grove-Barwon Heads,350.0
7435,2012,3,Other Regional Centres,Portland,230.0
7436,2012,3,Other Regional Centres,Sale-Maffra,240.0
7437,2012,3,Other Regional Centres,Seymour,208.0
7438,2012,3,Other Regional Centres,Shepparton,245.0
7439,2012,3,Other Regional Centres,Swan Hill,215.0
7440,2012,3,Other Regional Centres,Torquay,390.0
7441,2012,3,Other Regional Centres,Traralgon,250.0
7442,2012,3,Other Regional Centres,Wanagaratta,220.0
7443,2012,3,Other Regional Centres,Warragul,260.0
7444,2012,3,Other Regional Centres,Warrnambool,280.0
7445,2012,3,Other Regional Centres,Wodonga,260.0
7446,2012,4,Inner Melbourne,Albert Park-Middle Park-West St Kilda,470.0
7447,2012,4,Inner Melbourne,Armadale,385.0
7448,2012,4,Inner Melbourne,Carlton North,490.0
7449,2012,4,Inner Melbourne,Carlton-Parkville,340.0
7450,2012,4,Inner Melbourne,CBD-St Kilda Rd,445.0
7451,2012,4,Inner Melbourne,Collingwood-Abbotsford,450.0
7452,2012,4,Inner Melbourne,Docklands,500.0
7453,2012,4,Inner Melbourne,East Melbourne,468.0
7454,2012,4,Inner Melbourne,East St Kilda,360.0
7455,2012,4,Inner Melbourne,Elwood,390.0
7456,2012,4,Inner Melbourne,Fitzroy,485.0
7457,2012,4,Inner Melbourne,Fitzroy North-Clifton Hill,470.0
7458,2012,4,Inner Melbourne,Flemington-Kensington,380.0
7459,2012,4,Inner Melbourne,North Melbourne-West Melbourne,375.0
7460,2012,4,Inner Melbourne,Port Melbourne,540.0
7461,2012,4,Inner Melbourne,Prahran-Windsor,390.0
7462,2012,4,Inner Melbourne,Richmond-Burnley,460.0
7463,2012,4,Inner Melbourne,South Melbourne,500.0
7464,2012,4,Inner Melbourne,South Yarra,418.0
7465,2012,4,Inner Melbourne,Southbank,525.0
7466,2012,4,Inner Melbourne,St Kilda,380.0
7467,2012,4,Inner Melbourne,Toorak,450.0
7468,2012,4,Inner Eastern Melbourne,Balwyn,460.0
7469,2012,4,Inner Eastern Melbourne,Blackburn,380.0
7470,2012,4,Inner Eastern Melbourne,Box Hill,350.0
7471,2012,4,Inner Eastern Melbourne,Bulleen-Templestowe-Doncaster,400.0
7472,2012,4,Inner Eastern Melbourne,Burwood-Ashburton,395.0
7473,2012,4,Inner Eastern Melbourne,Camberwell-Glen Iris,420.0
7474,2012,4,Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,420.0
7475,2012,4,Inner Eastern Melbourne,Chadstone-Oakleigh,375.0
7476,2012,4,Inner Eastern Melbourne,Clayton,350.0
7477,2012,4,Inner Eastern Melbourne,Doncaster East-Donvale,400.0
7478,2012,4,Inner Eastern Melbourne,East Hawthorn,390.0
7479,2012,4,Inner Eastern Melbourne,Glen Waverley-Mulgrave,410.0
7480,2012,4,Inner Eastern Melbourne,Hawthorn,350.0
7481,2012,4,Inner Eastern Melbourne,Kew,450.0
7482,2012,4,Inner Eastern Melbourne,Mount Waverley,400.0
7483,2012,4,Inner Eastern Melbourne,Nunawading-Mitcham,355.0
7484,2012,4,Inner Eastern Melbourne,Vermont-Forest Hill-Burwood East,380.0
7485,2012,4,Southern Melbourne,Aspendale-Chelsea-Carrum,360.0
7486,2012,4,Southern Melbourne,Bentleigh,400.0
7487,2012,4,Southern Melbourne,Brighton,605.0
7488,2012,4,Southern Melbourne,Brighton East,600.0
7489,2012,4,Southern Melbourne,Carnegie,350.0
7490,2012,4,Southern Melbourne,Caulfield,395.0
7491,2012,4,Southern Melbourne,Cheltenham,385.0
7492,2012,4,Southern Melbourne,Elsternwick,390.0
7493,2012,4,Southern Melbourne,Hampton-Beaumaris,500.0
7494,2012,4,Southern Melbourne,Malvern,405.0
7495,2012,4,Southern Melbourne,Malvern East,369.0
7496,2012,4,Southern Melbourne,Mentone-Parkdale-Mordialloc,350.0
7497,2012,4,Southern Melbourne,Murrumbeena-Hughesdale,360.0
7498,2012,4,Outer Western Melbourne,Altona,330.0
7499,2012,4,Outer Western Melbourne,Footscray,320.0
7500,2012,4,Outer Western Melbourne,Keilor East-Avondale Heights,350.0
7501,2012,4,Outer Western Melbourne,Melton,270.0
7502,2012,4,Outer Western Melbourne,Newport-Spotswood,390.0
7503,2012,4,Outer Western Melbourne,St Albans-Deer Park,290.0
7504,2012,4,Outer Western Melbourne,Sunshine,290.0
7505,2012,4,Outer Western Melbourne,Sydenham,330.0
7506,2012,4,Outer Western Melbourne,Werribee-Hoppers Crossing,290.0
7507,2012,4,Outer Western Melbourne,West Footscray,320.0
7508,2012,4,Outer Western Melbourne,Williamstown,440.0
7509,2012,4,Outer Western Melbourne,Yarraville-Seddon,375.0
7510,2012,4,North Western Melbourne,Broadmeadows-Roxburgh Park,310.0
7511,2012,4,North Western Melbourne,Brunswick,395.0
7512,2012,4,North Western Melbourne,Coburg-Pascoe Vale South,370.0
7513,2012,4,North Western Melbourne,Craigieburn,325.0
7514,2012,4,North Western Melbourne,East Brunswick,420.0
7515,2012,4,North Western Melbourne,Essendon,350.0
7516,2012,4,North Western Melbourne,Gladstone Park-Tullamarine,320.0
7517,2012,4,North Western Melbourne,Keilor,360.0
7518,2012,4,North Western Melbourne,Moonee Ponds-Ascot Vale,390.0
7519,2012,4,North Western Melbourne,Oak Park-Glenroy-Fawkner,324.0
7520,2012,4,North Western Melbourne,Pascoe Vale-Coburg North,345.0
7521,2012,4,North Western Melbourne,Sunbury,310.0
7522,2012,4,North Western Melbourne,West Brunswick,339.0
7523,2012,4,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,345.0
7524,2012,4,North Eastern Melbourne,Eltham-Research-Montmorency,365.0
7525,2012,4,North Eastern Melbourne,Fairfield-Alphington,330.0
7526,2012,4,North Eastern Melbourne,Heidelberg-Heidelberg West,345.0
7527,2012,4,North Eastern Melbourne,Ivanhoe-Ivanhoe East,390.0
7528,2012,4,North Eastern Melbourne,Mill Park-Epping,330.0
7529,2012,4,North Eastern Melbourne,Northcote,430.0
7530,2012,4,North Eastern Melbourne,Preston,350.0
7531,2012,4,North Eastern Melbourne,Reservoir,310.0
7532,2012,4,North Eastern Melbourne,Thomastown-Lalor,305.0
7533,2012,4,North Eastern Melbourne,Thornbury,330.0
7534,2012,4,North Eastern Melbourne,Whittlesea,330.0
7535,2012,4,Outer Eastern Melbourne,Bayswater,320.0
7536,2012,4,Outer Eastern Melbourne,Boronia,325.0
7537,2012,4,Outer Eastern Melbourne,Croydon-Lilydale,340.0
7538,2012,4,Outer Eastern Melbourne,Ferntree Gully,325.0
7539,2012,4,Outer Eastern Melbourne,Ringwood,330.0
7540,2012,4,Outer Eastern Melbourne,Rowville,395.0
7541,2012,4,Outer Eastern Melbourne,Wantirna-Scoresby,370.0
7542,2012,4,Outer Eastern Melbourne,Yarra Ranges,320.0
7543,2012,4,South Eastern Melbourne,Berwick,350.0
7544,2012,4,South Eastern Melbourne,Cranbourne,330.0
7545,2012,4,South Eastern Melbourne,Dandenong,290.0
7546,2012,4,South Eastern Melbourne,Dandenong North-Endeavour Hills,300.0
7547,2012,4,South Eastern Melbourne,Narre Warren-Hampton Park,330.0
7548,2012,4,South Eastern Melbourne,Noble Park,295.0
7549,2012,4,South Eastern Melbourne,Pakenham,305.0
7550,2012,4,South Eastern Melbourne,Springvale,315.0
7551,2012,4,Mornington Peninsula,Dromana-Portsea,300.0
7552,2012,4,Mornington Peninsula,Frankston,300.0
7553,2012,4,Mornington Peninsula,Hastings-Flinders,300.0
7554,2012,4,Mornington Peninsula,Mt Eliza-Mornington-Mt Martha,380.0
7555,2012,4,Mornington Peninsula,Seaford-Carrum Downs,310.0
7556,2012,4,Geelong,Belmont-Grovedale,320.0
7557,2012,4,Geelong,Corio,250.0
7558,2012,4,Geelong,Geelong-Newcombe,292.0
7559,2012,4,Geelong,Herne Hill-Geelong West,290.0
7560,2012,4,Geelong,Lara,320.0
7561,2012,4,Geelong,Newtown,305.0
7562,2012,4,Geelong,North Geelong,300.0
7563,2012,4,Ballarat,Ballarat,260.0
7564,2012,4,Ballarat,Mount Clear-Buninyong,300.0
7565,2012,4,Ballarat,Sebastopol-Delacombe,250.0
7566,2012,4,Ballarat,Wendouree-Alfredton,270.0
7567,2012,4,Bendigo,Bendigo,275.0
7568,2012,4,Bendigo,Flora Hill-Bendigo East,270.0
7569,2012,4,Bendigo,Golden Square-Kangaroo Flat,280.0
7570,2012,4,Bendigo,North Bendigo,275.0
7571,2012,4,Other Regional Centres,Bairnsdale,260.0
7572,2012,4,Other Regional Centres,Benalla,210.0
7573,2012,4,Other Regional Centres,Castlemaine,285.0
7574,2012,4,Other Regional Centres,Echuca,250.0
7575,2012,4,Other Regional Centres,Hamilton,230.0
7576,2012,4,Other Regional Centres,Horsham,225.0
7577,2012,4,Other Regional Centres,Mildura,230.0
7578,2012,4,Other Regional Centres,Moe-Newborough,180.0
7579,2012,4,Other Regional Centres,Morwell,180.0
7580,2012,4,Other Regional Centres,Ocean Grove-Barwon Heads,350.0
7581,2012,4,Other Regional Centres,Portland,230.0
7582,2012,4,Other Regional Centres,Sale-Maffra,240.0
7583,2012,4,Other Regional Centres,Seymour,200.0
7584,2012,4,Other Regional Centres,Shepparton,250.0
7585,2012,4,Other Regional Centres,Swan Hill,215.0
7586,2012,4,Other Regional Centres,Torquay,390.0
7587,2012,4,Other Regional Centres,Traralgon,250.0
7588,2012,4,Other Regional Centres,Wanagaratta,225.0
7589,2012,4,Other Regional Centres,Warragul,260.0
7590,2012,4,Other Regional Centres,Warrnambool,280.0
7591,2012,4,Other Regional Centres,Wodonga,265.0
7592,2013,1,Inner Melbourne,Albert Park-Middle Park-West St Kilda,470.0
7593,2013,1,Inner Melbourne,Armadale,395.0
7594,2013,1,Inner Melbourne,Carlton North,480.0
7595,2013,1,Inner Melbourne,Carlton-Parkville,346.0
7596,2013,1,Inner Melbourne,CBD-St Kilda Rd,450.0
7597,2013,1,Inner Melbourne,Collingwood-Abbotsford,450.0
7598,2013,1,Inner Melbourne,Docklands,500.0
7599,2013,1,Inner Melbourne,East Melbourne,460.0
7600,2013,1,Inner Melbourne,East St Kilda,360.0
7601,2013,1,Inner Melbourne,Elwood,390.0
7602,2013,1,Inner Melbourne,Fitzroy,485.0
7603,2013,1,Inner Melbourne,Fitzroy North-Clifton Hill,480.0
7604,2013,1,Inner Melbourne,Flemington-Kensington,380.0
7605,2013,1,Inner Melbourne,North Melbourne-West Melbourne,385.0
7606,2013,1,Inner Melbourne,Port Melbourne,525.0
7607,2013,1,Inner Melbourne,Prahran-Windsor,385.0
7608,2013,1,Inner Melbourne,Richmond-Burnley,470.0
7609,2013,1,Inner Melbourne,South Melbourne,500.0
7610,2013,1,Inner Melbourne,South Yarra,415.0
7611,2013,1,Inner Melbourne,Southbank,525.0
7612,2013,1,Inner Melbourne,St Kilda,380.0
7613,2013,1,Inner Melbourne,Toorak,440.0
7614,2013,1,Inner Eastern Melbourne,Balwyn,450.0
7615,2013,1,Inner Eastern Melbourne,Blackburn,380.0
7616,2013,1,Inner Eastern Melbourne,Box Hill,350.0
7617,2013,1,Inner Eastern Melbourne,Bulleen-Templestowe-Doncaster,410.0
7618,2013,1,Inner Eastern Melbourne,Burwood-Ashburton,400.0
7619,2013,1,Inner Eastern Melbourne,Camberwell-Glen Iris,430.0
7620,2013,1,Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,422.0
7621,2013,1,Inner Eastern Melbourne,Chadstone-Oakleigh,380.0
7622,2013,1,Inner Eastern Melbourne,Clayton,345.0
7623,2013,1,Inner Eastern Melbourne,Doncaster East-Donvale,410.0
7624,2013,1,Inner Eastern Melbourne,East Hawthorn,390.0
7625,2013,1,Inner Eastern Melbourne,Glen Waverley-Mulgrave,415.0
7626,2013,1,Inner Eastern Melbourne,Hawthorn,350.0
7627,2013,1,Inner Eastern Melbourne,Kew,450.0
7628,2013,1,Inner Eastern Melbourne,Mount Waverley,400.0
7629,2013,1,Inner Eastern Melbourne,Nunawading-Mitcham,350.0
7630,2013,1,Inner Eastern Melbourne,Vermont-Forest Hill-Burwood East,380.0
7631,2013,1,Southern Melbourne,Aspendale-Chelsea-Carrum,355.0
7632,2013,1,Southern Melbourne,Bentleigh,400.0
7633,2013,1,Southern Melbourne,Brighton,628.0
7634,2013,1,Southern Melbourne,Brighton East,595.0
7635,2013,1,Southern Melbourne,Carnegie,350.0
7636,2013,1,Southern Melbourne,Caulfield,395.0
7637,2013,1,Southern Melbourne,Cheltenham,380.0
7638,2013,1,Southern Melbourne,Elsternwick,390.0
7639,2013,1,Southern Melbourne,Hampton-Beaumaris,495.0
7640,2013,1,Southern Melbourne,Malvern,400.0
7641,2013,1,Southern Melbourne,Malvern East,365.0
7642,2013,1,Southern Melbourne,Mentone-Parkdale-Mordialloc,350.0
7643,2013,1,Southern Melbourne,Murrumbeena-Hughesdale,360.0
7644,2013,1,Outer Western Melbourne,Altona,336.0
7645,2013,1,Outer Western Melbourne,Footscray,320.0
7646,2013,1,Outer Western Melbourne,Keilor East-Avondale Heights,360.0
7647,2013,1,Outer Western Melbourne,Melton,270.0
7648,2013,1,Outer Western Melbourne,Newport-Spotswood,390.0
7649,2013,1,Outer Western Melbourne,St Albans-Deer Park,290.0
7650,2013,1,Outer Western Melbourne,Sunshine,290.0
7651,2013,1,Outer Western Melbourne,Sydenham,335.0
7652,2013,1,Outer Western Melbourne,Werribee-Hoppers Crossing,290.0
7653,2013,1,Outer Western Melbourne,West Footscray,320.0
7654,2013,1,Outer Western Melbourne,Williamstown,450.0
7655,2013,1,Outer Western Melbourne,Yarraville-Seddon,375.0
7656,2013,1,North Western Melbourne,Broadmeadows-Roxburgh Park,310.0
7657,2013,1,North Western Melbourne,Brunswick,400.0
7658,2013,1,North Western Melbourne,Coburg-Pascoe Vale South,380.0
7659,2013,1,North Western Melbourne,Craigieburn,320.0
7660,2013,1,North Western Melbourne,East Brunswick,420.0
7661,2013,1,North Western Melbourne,Essendon,350.0
7662,2013,1,North Western Melbourne,Gladstone Park-Tullamarine,320.0
7663,2013,1,North Western Melbourne,Keilor,360.0
7664,2013,1,North Western Melbourne,Moonee Ponds-Ascot Vale,390.0
7665,2013,1,North Western Melbourne,Oak Park-Glenroy-Fawkner,320.0
7666,2013,1,North Western Melbourne,Pascoe Vale-Coburg North,340.0
7667,2013,1,North Western Melbourne,Sunbury,315.0
7668,2013,1,North Western Melbourne,West Brunswick,330.0
7669,2013,1,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,340.0
7670,2013,1,North Eastern Melbourne,Eltham-Research-Montmorency,360.0
7671,2013,1,North Eastern Melbourne,Fairfield-Alphington,335.0
7672,2013,1,North Eastern Melbourne,Heidelberg-Heidelberg West,350.0
7673,2013,1,North Eastern Melbourne,Ivanhoe-Ivanhoe East,385.0
7674,2013,1,North Eastern Melbourne,Mill Park-Epping,330.0
7675,2013,1,North Eastern Melbourne,Northcote,425.0
7676,2013,1,North Eastern Melbourne,Preston,350.0
7677,2013,1,North Eastern Melbourne,Reservoir,320.0
7678,2013,1,North Eastern Melbourne,Thomastown-Lalor,300.0
7679,2013,1,North Eastern Melbourne,Thornbury,330.0
7680,2013,1,North Eastern Melbourne,Whittlesea,330.0
7681,2013,1,Outer Eastern Melbourne,Bayswater,320.0
7682,2013,1,Outer Eastern Melbourne,Boronia,330.0
7683,2013,1,Outer Eastern Melbourne,Croydon-Lilydale,340.0
7684,2013,1,Outer Eastern Melbourne,Ferntree Gully,330.0
7685,2013,1,Outer Eastern Melbourne,Ringwood,330.0
7686,2013,1,Outer Eastern Melbourne,Rowville,395.0
7687,2013,1,Outer Eastern Melbourne,Wantirna-Scoresby,370.0
7688,2013,1,Outer Eastern Melbourne,Yarra Ranges,330.0
7689,2013,1,South Eastern Melbourne,Berwick,350.0
7690,2013,1,South Eastern Melbourne,Cranbourne,330.0
7691,2013,1,South Eastern Melbourne,Dandenong,290.0
7692,2013,1,South Eastern Melbourne,Dandenong North-Endeavour Hills,300.0
7693,2013,1,South Eastern Melbourne,Narre Warren-Hampton Park,330.0
7694,2013,1,South Eastern Melbourne,Noble Park,300.0
7695,2013,1,South Eastern Melbourne,Pakenham,300.0
7696,2013,1,South Eastern Melbourne,Springvale,320.0
7697,2013,1,Mornington Peninsula,Dromana-Portsea,300.0
7698,2013,1,Mornington Peninsula,Frankston,300.0
7699,2013,1,Mornington Peninsula,Hastings-Flinders,300.0
7700,2013,1,Mornington Peninsula,Mt Eliza-Mornington-Mt Martha,380.0
7701,2013,1,Mornington Peninsula,Seaford-Carrum Downs,315.0
7702,2013,1,Geelong,Belmont-Grovedale,325.0
7703,2013,1,Geelong,Corio,250.0
7704,2013,1,Geelong,Geelong-Newcombe,295.0
7705,2013,1,Geelong,Herne Hill-Geelong West,290.0
7706,2013,1,Geelong,Lara,325.0
7707,2013,1,Geelong,Newtown,300.0
7708,2013,1,Geelong,North Geelong,295.0
7709,2013,1,Ballarat,Ballarat,260.0
7710,2013,1,Ballarat,Mount Clear-Buninyong,290.0
7711,2013,1,Ballarat,Sebastopol-Delacombe,250.0
7712,2013,1,Ballarat,Wendouree-Alfredton,270.0
7713,2013,1,Bendigo,Bendigo,275.0
7714,2013,1,Bendigo,Flora Hill-Bendigo East,275.0
7715,2013,1,Bendigo,Golden Square-Kangaroo Flat,280.0
7716,2013,1,Bendigo,North Bendigo,280.0
7717,2013,1,Other Regional Centres,Bairnsdale,260.0
7718,2013,1,Other Regional Centres,Benalla,210.0
7719,2013,1,Other Regional Centres,Castlemaine,295.0
7720,2013,1,Other Regional Centres,Echuca,250.0
7721,2013,1,Other Regional Centres,Hamilton,230.0
7722,2013,1,Other Regional Centres,Horsham,230.0
7723,2013,1,Other Regional Centres,Mildura,235.0
7724,2013,1,Other Regional Centres,Moe-Newborough,190.0
7725,2013,1,Other Regional Centres,Morwell,180.0
7726,2013,1,Other Regional Centres,Ocean Grove-Barwon Heads,350.0
7727,2013,1,Other Regional Centres,Portland,230.0
7728,2013,1,Other Regional Centres,Sale-Maffra,245.0
7729,2013,1,Other Regional Centres,Seymour,200.0
7730,2013,1,Other Regional Centres,Shepparton,250.0
7731,2013,1,Other Regional Centres,Swan Hill,220.0
7732,2013,1,Other Regional Centres,Torquay,390.0
7733,2013,1,Other Regional Centres,Traralgon,255.0
7734,2013,1,Other Regional Centres,Wanagaratta,230.0
7735,2013,1,Other Regional Centres,Warragul,260.0
7736,2013,1,Other Regional Centres,Warrnambool,280.0
7737,2013,1,Other Regional Centres,Wodonga,270.0
7738,2013,2,Inner Melbourne,Albert Park-Middle Park-West St Kilda,465.0
7739,2013,2,Inner Melbourne,Armadale,395.0
7740,2013,2,Inner Melbourne,Carlton North,490.0
7741,2013,2,Inner Melbourne,Carlton-Parkville,346.0
7742,2013,2,Inner Melbourne,CBD-St Kilda Rd,449.0
7743,2013,2,Inner Melbourne,Collingwood-Abbotsford,450.0
7744,2013,2,Inner Melbourne,Docklands,500.0
7745,2013,2,Inner Melbourne,East Melbourne,460.0
7746,2013,2,Inner Melbourne,East St Kilda,360.0
7747,2013,2,Inner Melbourne,Elwood,390.0
7748,2013,2,Inner Melbourne,Fitzroy,490.0
7749,2013,2,Inner Melbourne,Fitzroy North-Clifton Hill,490.0
7750,2013,2,Inner Melbourne,Flemington-Kensington,380.0
7751,2013,2,Inner Melbourne,North Melbourne-West Melbourne,390.0
7752,2013,2,Inner Melbourne,Port Melbourne,530.0
7753,2013,2,Inner Melbourne,Prahran-Windsor,380.0
7754,2013,2,Inner Melbourne,Richmond-Burnley,475.0
7755,2013,2,Inner Melbourne,South Melbourne,500.0
7756,2013,2,Inner Melbourne,South Yarra,410.0
7757,2013,2,Inner Melbourne,Southbank,510.0
7758,2013,2,Inner Melbourne,St Kilda,380.0
7759,2013,2,Inner Melbourne,Toorak,440.0
7760,2013,2,Inner Eastern Melbourne,Balwyn,460.0
7761,2013,2,Inner Eastern Melbourne,Blackburn,380.0
7762,2013,2,Inner Eastern Melbourne,Box Hill,350.0
7763,2013,2,Inner Eastern Melbourne,Bulleen-Templestowe-Doncaster,415.0
7764,2013,2,Inner Eastern Melbourne,Burwood-Ashburton,400.0
7765,2013,2,Inner Eastern Melbourne,Camberwell-Glen Iris,420.0
7766,2013,2,Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,425.0
7767,2013,2,Inner Eastern Melbourne,Chadstone-Oakleigh,380.0
7768,2013,2,Inner Eastern Melbourne,Clayton,345.0
7769,2013,2,Inner Eastern Melbourne,Doncaster East-Donvale,410.0
7770,2013,2,Inner Eastern Melbourne,East Hawthorn,395.0
7771,2013,2,Inner Eastern Melbourne,Glen Waverley-Mulgrave,420.0
7772,2013,2,Inner Eastern Melbourne,Hawthorn,350.0
7773,2013,2,Inner Eastern Melbourne,Kew,450.0
7774,2013,2,Inner Eastern Melbourne,Mount Waverley,410.0
7775,2013,2,Inner Eastern Melbourne,Nunawading-Mitcham,360.0
7776,2013,2,Inner Eastern Melbourne,Vermont-Forest Hill-Burwood East,388.0
7777,2013,2,Southern Melbourne,Aspendale-Chelsea-Carrum,353.0
7778,2013,2,Southern Melbourne,Bentleigh,400.0
7779,2013,2,Southern Melbourne,Brighton,635.0
7780,2013,2,Southern Melbourne,Brighton East,578.0
7781,2013,2,Southern Melbourne,Carnegie,350.0
7782,2013,2,Southern Melbourne,Caulfield,390.0
7783,2013,2,Southern Melbourne,Cheltenham,380.0
7784,2013,2,Southern Melbourne,Elsternwick,390.0
7785,2013,2,Southern Melbourne,Hampton-Beaumaris,495.0
7786,2013,2,Southern Melbourne,Malvern,400.0
7787,2013,2,Southern Melbourne,Malvern East,369.0
7788,2013,2,Southern Melbourne,Mentone-Parkdale-Mordialloc,355.0
7789,2013,2,Southern Melbourne,Murrumbeena-Hughesdale,360.0
7790,2013,2,Outer Western Melbourne,Altona,340.0
7791,2013,2,Outer Western Melbourne,Footscray,320.0
