,Year,Quarter,Region,Suburb,Median
469,2000,4,Inner Eastern Melbourne,Doncaster East-Donvale,230.0
470,2000,4,Inner Eastern Melbourne,East Hawthorn,215.0
471,2000,4,Inner Eastern Melbourne,Glen Waverley-Mulgrave,215.0
472,2000,4,Inner Eastern Melbourne,Hawthorn,200.0
473,2000,4,Inner Eastern Melbourne,Kew,250.0
474,2000,4,Inner Eastern Melbourne,Mount Waverley,210.0
475,2000,4,Inner Eastern Melbourne,Nunawading-Mitcham,180.0
476,2000,4,Inner Eastern Melbourne,Vermont-Forest Hill-Burwood East,210.0
477,2000,4,Southern Melbourne,Aspendale-Chelsea-Carrum,180.0
478,2000,4,Southern Melbourne,Bentleigh,215.0
479,2000,4,Southern Melbourne,Brighton,310.0
480,2000,4,Southern Melbourne,Brighton East,285.0
481,2000,4,Southern Melbourne,Carnegie,165.0
482,2000,4,Southern Melbourne,Caulfield,200.0
483,2000,4,Southern Melbourne,Cheltenham,200.0
484,2000,4,Southern Melbourne,Elsternwick,195.0
485,2000,4,Southern Melbourne,Hampton-Beaumaris,286.0
486,2000,4,Southern Melbourne,Malvern,235.0
487,2000,4,Southern Melbourne,Malvern East,225.0
488,2000,4,Southern Melbourne,Mentone-Parkdale-Mordialloc,170.0
489,2000,4,Southern Melbourne,Murrumbeena-Hughesdale,170.0
490,2000,4,Outer Western Melbourne,Altona,170.0
491,2000,4,Outer Western Melbourne,Footscray,138.0
492,2000,4,Outer Western Melbourne,Keilor East-Avondale Heights,200.0
493,2000,4,Outer Western Melbourne,Melton,155.0
494,2000,4,Outer Western Melbourne,Newport-Spotswood,180.0
495,2000,4,Outer Western Melbourne,St Albans-Deer Park,160.0
496,2000,4,Outer Western Melbourne,Sunshine,145.0
497,2000,4,Outer Western Melbourne,Sydenham,200.0
498,2000,4,Outer Western Melbourne,Werribee-Hoppers Crossing,165.0
499,2000,4,Outer Western Melbourne,West Footscray,145.0
500,2000,4,Outer Western Melbourne,Williamstown,240.0
501,2000,4,Outer Western Melbourne,Yarraville-Seddon,180.0
502,2000,4,North Western Melbourne,Broadmeadows-Roxburgh Park,170.0
503,2000,4,North Western Melbourne,Brunswick,180.0
504,2000,4,North Western Melbourne,Coburg-Pascoe Vale South,180.0
505,2000,4,North Western Melbourne,Craigieburn,180.0
506,2000,4,North Western Melbourne,East Brunswick,230.0
507,2000,4,North Western Melbourne,Essendon,180.0
508,2000,4,North Western Melbourne,Gladstone Park-Tullamarine,180.0
509,2000,4,North Western Melbourne,Keilor,215.0
510,2000,4,North Western Melbourne,Moonee Ponds-Ascot Vale,195.0
511,2000,4,North Western Melbourne,Oak Park-Glenroy-Fawkner,165.0
512,2000,4,North Western Melbourne,Pascoe Vale-Coburg North,175.0
513,2000,4,North Western Melbourne,Sunbury,170.0
514,2000,4,North Western Melbourne,West Brunswick,150.0
515,2000,4,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,190.0
516,2000,4,North Eastern Melbourne,Eltham-Research-Montmorency,200.0
517,2000,4,North Eastern Melbourne,Fairfield-Alphington,155.0
518,2000,4,North Eastern Melbourne,Heidelberg-Heidelberg West,185.0
519,2000,4,North Eastern Melbourne,Ivanhoe-Ivanhoe East,200.0
520,2000,4,North Eastern Melbourne,Mill Park-Epping,185.0
521,2000,4,North Eastern Melbourne,Northcote,200.0
522,2000,4,North Eastern Melbourne,Preston,175.0
523,2000,4,North Eastern Melbourne,Reservoir,165.0
524,2000,4,North Eastern Melbourne,Thomastown-Lalor,160.0
525,2000,4,North Eastern Melbourne,Thornbury,160.0
526,2000,4,North Eastern Melbourne,Whittlesea,170.0
527,2000,4,Outer Eastern Melbourne,Bayswater,165.0
528,2000,4,Outer Eastern Melbourne,Boronia,170.0
529,2000,4,Outer Eastern Melbourne,Croydon-Lilydale,175.0
530,2000,4,Outer Eastern Melbourne,Ferntree Gully,178.0
531,2000,4,Outer Eastern Melbourne,Ringwood,170.0
532,2000,4,Outer Eastern Melbourne,Rowville,210.0
533,2000,4,Outer Eastern Melbourne,Wantirna-Scoresby,205.0
534,2000,4,Outer Eastern Melbourne,Yarra Ranges,155.0
535,2000,4,South Eastern Melbourne,Berwick,190.0
536,2000,4,South Eastern Melbourne,Cranbourne,155.0
537,2000,4,South Eastern Melbourne,Dandenong,130.0
538,2000,4,South Eastern Melbourne,Dandenong North-Endeavour Hills,160.0
539,2000,4,South Eastern Melbourne,Narre Warren-Hampton Park,170.0
540,2000,4,South Eastern Melbourne,Noble Park,145.0
541,2000,4,South Eastern Melbourne,Pakenham,160.0
542,2000,4,South Eastern Melbourne,Springvale,150.0
543,2000,4,Mornington Peninsula,Dromana-Portsea,140.0
544,2000,4,Mornington Peninsula,Frankston,155.0
545,2000,4,Mornington Peninsula,Hastings-Flinders,150.0
546,2000,4,Mornington Peninsula,Mt Eliza-Mornington-Mt Martha,180.0
547,2000,4,Mornington Peninsula,Seaford-Carrum Downs,160.0
548,2000,4,Geelong,Belmont-Grovedale,150.0
549,2000,4,Geelong,Corio,130.0
550,2000,4,Geelong,Geelong-Newcombe,140.0
551,2000,4,Geelong,Herne Hill-Geelong West,125.0
552,2000,4,Geelong,Lara,165.0
553,2000,4,Geelong,Newtown,150.0
554,2000,4,Geelong,North Geelong,138.0
555,2000,4,Ballarat,Ballarat,140.0
556,2000,4,Ballarat,Mount Clear-Buninyong,140.0
557,2000,4,Ballarat,Sebastopol-Delacombe,130.0
558,2000,4,Ballarat,Wendouree-Alfredton,135.0
559,2000,4,Bendigo,Bendigo,135.0
560,2000,4,Bendigo,Flora Hill-Bendigo East,145.0
561,2000,4,Bendigo,Golden Square-Kangaroo Flat,148.0
562,2000,4,Bendigo,North Bendigo,135.0
563,2000,4,Other Regional Centres,Bairnsdale,130.0
564,2000,4,Other Regional Centres,Benalla,130.0
565,2000,4,Other Regional Centres,Castlemaine,130.0
566,2000,4,Other Regional Centres,Echuca,160.0
567,2000,4,Other Regional Centres,Hamilton,110.0
568,2000,4,Other Regional Centres,Horsham,125.0
569,2000,4,Other Regional Centres,Mildura,145.0
570,2000,4,Other Regional Centres,Moe-Newborough,90.0
571,2000,4,Other Regional Centres,Morwell,100.0
572,2000,4,Other Regional Centres,Ocean Grove-Barwon Heads,155.0
573,2000,4,Other Regional Centres,Portland,110.0
574,2000,4,Other Regional Centres,Sale-Maffra,120.0
575,2000,4,Other Regional Centres,Seymour,125.0
576,2000,4,Other Regional Centres,Shepparton,145.0
577,2000,4,Other Regional Centres,Swan Hill,140.0
578,2000,4,Other Regional Centres,Torquay,170.0
579,2000,4,Other Regional Centres,Traralgon,125.0
580,2000,4,Other Regional Centres,Wanagaratta,130.0
581,2000,4,Other Regional Centres,Warragul,135.0
582,2000,4,Other Regional Centres,Warrnambool,135.0
583,2000,4,Other Regional Centres,Wodonga,150.0
584,2001,1,Inner Melbourne,Albert Park-Middle Park-West St Kilda,275.0
585,2001,1,Inner Melbourne,Armadale,215.0
586,2001,1,Inner Melbourne,Carlton North,270.0
587,2001,1,Inner Melbourne,Carlton-Parkville,260.0
588,2001,1,Inner Melbourne,CBD-St Kilda Rd,320.0
589,2001,1,Inner Melbourne,Collingwood-Abbotsford,245.0
591,2001,1,Inner Melbourne,East Melbourne,290.0
592,2001,1,Inner Melbourne,East St Kilda,185.0
593,2001,1,Inner Melbourne,Elwood,220.0
594,2001,1,Inner Melbourne,Fitzroy,265.0
595,2001,1,Inner Melbourne,Fitzroy North-Clifton Hill,250.0
596,2001,1,Inner Melbourne,Flemington-Kensington,220.0
597,2001,1,Inner Melbourne,North Melbourne-West Melbourne,250.0
598,2001,1,Inner Melbourne,Port Melbourne,350.0
599,2001,1,Inner Melbourne,Prahran-Windsor,245.0
600,2001,1,Inner Melbourne,Richmond-Burnley,265.0
601,2001,1,Inner Melbourne,South Melbourne,300.0
602,2001,1,Inner Melbourne,South Yarra,240.0
603,2001,1,Inner Melbourne,Southbank,340.0
604,2001,1,Inner Melbourne,St Kilda,210.0
605,2001,1,Inner Melbourne,Toorak,250.0
606,2001,1,Inner Eastern Melbourne,Balwyn,250.0
607,2001,1,Inner Eastern Melbourne,Blackburn,200.0
608,2001,1,Inner Eastern Melbourne,Box Hill,190.0
609,2001,1,Inner Eastern Melbourne,Bulleen-Templestowe-Doncaster,230.0
610,2001,1,Inner Eastern Melbourne,Burwood-Ashburton,210.0
611,2001,1,Inner Eastern Melbourne,Camberwell-Glen Iris,230.0
612,2001,1,Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,235.0
613,2001,1,Inner Eastern Melbourne,Chadstone-Oakleigh,200.0
614,2001,1,Inner Eastern Melbourne,Clayton,185.0
615,2001,1,Inner Eastern Melbourne,Doncaster East-Donvale,230.0
616,2001,1,Inner Eastern Melbourne,East Hawthorn,220.0
617,2001,1,Inner Eastern Melbourne,Glen Waverley-Mulgrave,220.0
618,2001,1,Inner Eastern Melbourne,Hawthorn,210.0
619,2001,1,Inner Eastern Melbourne,Kew,250.0
620,2001,1,Inner Eastern Melbourne,Mount Waverley,215.0
621,2001,1,Inner Eastern Melbourne,Nunawading-Mitcham,180.0
622,2001,1,Inner Eastern Melbourne,Vermont-Forest Hill-Burwood East,210.0
623,2001,1,Southern Melbourne,Aspendale-Chelsea-Carrum,180.0
624,2001,1,Southern Melbourne,Bentleigh,220.0
625,2001,1,Southern Melbourne,Brighton,310.0
626,2001,1,Southern Melbourne,Brighton East,295.0
627,2001,1,Southern Melbourne,Carnegie,167.0
628,2001,1,Southern Melbourne,Caulfield,210.0
629,2001,1,Southern Melbourne,Cheltenham,200.0
630,2001,1,Southern Melbourne,Elsternwick,200.0
631,2001,1,Southern Melbourne,Hampton-Beaumaris,290.0
632,2001,1,Southern Melbourne,Malvern,240.0
633,2001,1,Southern Melbourne,Malvern East,230.0
634,2001,1,Southern Melbourne,Mentone-Parkdale-Mordialloc,175.0
635,2001,1,Southern Melbourne,Murrumbeena-Hughesdale,175.0
636,2001,1,Outer Western Melbourne,Altona,175.0
637,2001,1,Outer Western Melbourne,Footscray,140.0
638,2001,1,Outer Western Melbourne,Keilor East-Avondale Heights,200.0
639,2001,1,Outer Western Melbourne,Melton,155.0
640,2001,1,Outer Western Melbourne,Newport-Spotswood,180.0
641,2001,1,Outer Western Melbourne,St Albans-Deer Park,160.0
642,2001,1,Outer Western Melbourne,Sunshine,150.0
643,2001,1,Outer Western Melbourne,Sydenham,200.0
644,2001,1,Outer Western Melbourne,Werribee-Hoppers Crossing,168.0
645,2001,1,Outer Western Melbourne,West Footscray,145.0
646,2001,1,Outer Western Melbourne,Williamstown,250.0
647,2001,1,Outer Western Melbourne,Yarraville-Seddon,180.0
648,2001,1,North Western Melbourne,Broadmeadows-Roxburgh Park,170.0
649,2001,1,North Western Melbourne,Brunswick,180.0
650,2001,1,North Western Melbourne,Coburg-Pascoe Vale South,190.0
651,2001,1,North Western Melbourne,Craigieburn,185.0
652,2001,1,North Western Melbourne,East Brunswick,230.0
653,2001,1,North Western Melbourne,Essendon,180.0
654,2001,1,North Western Melbourne,Gladstone Park-Tullamarine,180.0
655,2001,1,North Western Melbourne,Keilor,220.0
656,2001,1,North Western Melbourne,Moonee Ponds-Ascot Vale,200.0
657,2001,1,North Western Melbourne,Oak Park-Glenroy-Fawkner,165.0
658,2001,1,North Western Melbourne,Pascoe Vale-Coburg North,180.0
659,2001,1,North Western Melbourne,Sunbury,170.0
660,2001,1,North Western Melbourne,West Brunswick,150.0
661,2001,1,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,190.0
662,2001,1,North Eastern Melbourne,Eltham-Research-Montmorency,205.0
663,2001,1,North Eastern Melbourne,Fairfield-Alphington,160.0
664,2001,1,North Eastern Melbourne,Heidelberg-Heidelberg West,190.0
665,2001,1,North Eastern Melbourne,Ivanhoe-Ivanhoe East,210.0
666,2001,1,North Eastern Melbourne,Mill Park-Epping,185.0
667,2001,1,North Eastern Melbourne,Northcote,210.0
668,2001,1,North Eastern Melbourne,Preston,175.0
669,2001,1,North Eastern Melbourne,Reservoir,165.0
670,2001,1,North Eastern Melbourne,Thomastown-Lalor,160.0
671,2001,1,North Eastern Melbourne,Thornbury,160.0
672,2001,1,North Eastern Melbourne,Whittlesea,163.0
673,2001,1,Outer Eastern Melbourne,Bayswater,170.0
674,2001,1,Outer Eastern Melbourne,Boronia,175.0
675,2001,1,Outer Eastern Melbourne,Croydon-Lilydale,180.0
676,2001,1,Outer Eastern Melbourne,Ferntree Gully,180.0
677,2001,1,Outer Eastern Melbourne,Ringwood,170.0
678,2001,1,Outer Eastern Melbourne,Rowville,210.0
679,2001,1,Outer Eastern Melbourne,Wantirna-Scoresby,210.0
680,2001,1,Outer Eastern Melbourne,Yarra Ranges,160.0
681,2001,1,South Eastern Melbourne,Berwick,195.0
682,2001,1,South Eastern Melbourne,Cranbourne,160.0
683,2001,1,South Eastern Melbourne,Dandenong,135.0
684,2001,1,South Eastern Melbourne,Dandenong North-Endeavour Hills,165.0
685,2001,1,South Eastern Melbourne,Narre Warren-Hampton Park,170.0
686,2001,1,South Eastern Melbourne,Noble Park,145.0
687,2001,1,South Eastern Melbourne,Pakenham,160.0
688,2001,1,South Eastern Melbourne,Springvale,150.0
689,2001,1,Mornington Peninsula,Dromana-Portsea,145.0
690,2001,1,Mornington Peninsula,Frankston,155.0
691,2001,1,Mornington Peninsula,Hastings-Flinders,150.0
692,2001,1,Mornington Peninsula,Mt Eliza-Mornington-Mt Martha,185.0
693,2001,1,Mornington Peninsula,Seaford-Carrum Downs,160.0
694,2001,1,Geelong,Belmont-Grovedale,155.0
695,2001,1,Geelong,Corio,130.0
696,2001,1,Geelong,Geelong-Newcombe,145.0
697,2001,1,Geelong,Herne Hill-Geelong West,130.0
698,2001,1,Geelong,Lara,170.0
699,2001,1,Geelong,Newtown,150.0
700,2001,1,Geelong,North Geelong,140.0
701,2001,1,Ballarat,Ballarat,140.0
702,2001,1,Ballarat,Mount Clear-Buninyong,140.0
703,2001,1,Ballarat,Sebastopol-Delacombe,135.0
704,2001,1,Ballarat,Wendouree-Alfredton,140.0
705,2001,1,Bendigo,Bendigo,135.0
706,2001,1,Bendigo,Flora Hill-Bendigo East,145.0
707,2001,1,Bendigo,Golden Square-Kangaroo Flat,150.0
708,2001,1,Bendigo,North Bendigo,140.0
709,2001,1,Other Regional Centres,Bairnsdale,130.0
710,2001,1,Other Regional Centres,Benalla,130.0
711,2001,1,Other Regional Centres,Castlemaine,130.0
712,2001,1,Other Regional Centres,Echuca,160.0
713,2001,1,Other Regional Centres,Hamilton,105.0
714,2001,1,Other Regional Centres,Horsham,125.0
715,2001,1,Other Regional Centres,Mildura,150.0
716,2001,1,Other Regional Centres,Moe-Newborough,90.0
717,2001,1,Other Regional Centres,Morwell,100.0
718,2001,1,Other Regional Centres,Ocean Grove-Barwon Heads,155.0
719,2001,1,Other Regional Centres,Portland,110.0
720,2001,1,Other Regional Centres,Sale-Maffra,120.0
721,2001,1,Other Regional Centres,Seymour,129.0
722,2001,1,Other Regional Centres,Shepparton,145.0
723,2001,1,Other Regional Centres,Swan Hill,140.0
724,2001,1,Other Regional Centres,Torquay,170.0
725,2001,1,Other Regional Centres,Traralgon,125.0
726,2001,1,Other Regional Centres,Wanagaratta,130.0
727,2001,1,Other Regional Centres,Warragul,135.0
728,2001,1,Other Regional Centres,Warrnambool,140.0
729,2001,1,Other Regional Centres,Wodonga,150.0
730,2001,2,Inner Melbourne,Albert Park-Middle Park-West St Kilda,280.0
731,2001,2,Inner Melbourne,Armadale,220.0
732,2001,2,Inner Melbourne,Carlton North,275.0
733,2001,2,Inner Melbourne,Carlton-Parkville,260.0
734,2001,2,Inner Melbourne,CBD-St Kilda Rd,320.0
735,2001,2,Inner Melbourne,Collingwood-Abbotsford,250.0
737,2001,2,Inner Melbourne,East Melbourne,295.0
738,2001,2,Inner Melbourne,East St Kilda,190.0
739,2001,2,Inner Melbourne,Elwood,220.0
740,2001,2,Inner Melbourne,Fitzroy,270.0
741,2001,2,Inner Melbourne,Fitzroy North-Clifton Hill,255.0
742,2001,2,Inner Melbourne,Flemington-Kensington,230.0
743,2001,2,Inner Melbourne,North Melbourne-West Melbourne,250.0
744,2001,2,Inner Melbourne,Port Melbourne,350.0
745,2001,2,Inner Melbourne,Prahran-Windsor,240.0
746,2001,2,Inner Melbourne,Richmond-Burnley,270.0
747,2001,2,Inner Melbourne,South Melbourne,305.0
748,2001,2,Inner Melbourne,South Yarra,240.0
749,2001,2,Inner Melbourne,Southbank,350.0
750,2001,2,Inner Melbourne,St Kilda,220.0
751,2001,2,Inner Melbourne,Toorak,250.0
752,2001,2,Inner Eastern Melbourne,Balwyn,250.0
753,2001,2,Inner Eastern Melbourne,Blackburn,210.0
754,2001,2,Inner Eastern Melbourne,Box Hill,195.0
755,2001,2,Inner Eastern Melbourne,Bulleen-Templestowe-Doncaster,230.0
756,2001,2,Inner Eastern Melbourne,Burwood-Ashburton,220.0
757,2001,2,Inner Eastern Melbourne,Camberwell-Glen Iris,230.0
758,2001,2,Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,240.0
759,2001,2,Inner Eastern Melbourne,Chadstone-Oakleigh,200.0
760,2001,2,Inner Eastern Melbourne,Clayton,185.0
761,2001,2,Inner Eastern Melbourne,Doncaster East-Donvale,230.0
762,2001,2,Inner Eastern Melbourne,East Hawthorn,230.0
763,2001,2,Inner Eastern Melbourne,Glen Waverley-Mulgrave,220.0
764,2001,2,Inner Eastern Melbourne,Hawthorn,215.0
765,2001,2,Inner Eastern Melbourne,Kew,250.0
766,2001,2,Inner Eastern Melbourne,Mount Waverley,215.0
767,2001,2,Inner Eastern Melbourne,Nunawading-Mitcham,185.0
768,2001,2,Inner Eastern Melbourne,Vermont-Forest Hill-Burwood East,215.0
769,2001,2,Southern Melbourne,Aspendale-Chelsea-Carrum,180.0
770,2001,2,Southern Melbourne,Bentleigh,220.0
771,2001,2,Southern Melbourne,Brighton,310.0
772,2001,2,Southern Melbourne,Brighton East,310.0
773,2001,2,Southern Melbourne,Carnegie,170.0
774,2001,2,Southern Melbourne,Caulfield,210.0
775,2001,2,Southern Melbourne,Cheltenham,205.0
776,2001,2,Southern Melbourne,Elsternwick,200.0
777,2001,2,Southern Melbourne,Hampton-Beaumaris,291.0
778,2001,2,Southern Melbourne,Malvern,240.0
779,2001,2,Southern Melbourne,Malvern East,235.0
780,2001,2,Southern Melbourne,Mentone-Parkdale-Mordialloc,175.0
781,2001,2,Southern Melbourne,Murrumbeena-Hughesdale,180.0
782,2001,2,Outer Western Melbourne,Altona,175.0
783,2001,2,Outer Western Melbourne,Footscray,140.0
784,2001,2,Outer Western Melbourne,Keilor East-Avondale Heights,200.0
785,2001,2,Outer Western Melbourne,Melton,160.0
786,2001,2,Outer Western Melbourne,Newport-Spotswood,185.0
787,2001,2,Outer Western Melbourne,St Albans-Deer Park,160.0
788,2001,2,Outer Western Melbourne,Sunshine,145.0
789,2001,2,Outer Western Melbourne,Sydenham,210.0
790,2001,2,Outer Western Melbourne,Werribee-Hoppers Crossing,170.0
791,2001,2,Outer Western Melbourne,West Footscray,150.0
792,2001,2,Outer Western Melbourne,Williamstown,255.0
793,2001,2,Outer Western Melbourne,Yarraville-Seddon,185.0
794,2001,2,North Western Melbourne,Broadmeadows-Roxburgh Park,170.0
795,2001,2,North Western Melbourne,Brunswick,190.0
796,2001,2,North Western Melbourne,Coburg-Pascoe Vale South,190.0
797,2001,2,North Western Melbourne,Craigieburn,185.0
798,2001,2,North Western Melbourne,East Brunswick,240.0
799,2001,2,North Western Melbourne,Essendon,180.0
800,2001,2,North Western Melbourne,Gladstone Park-Tullamarine,180.0
801,2001,2,North Western Melbourne,Keilor,220.0
802,2001,2,North Western Melbourne,Moonee Ponds-Ascot Vale,200.0
803,2001,2,North Western Melbourne,Oak Park-Glenroy-Fawkner,170.0
804,2001,2,North Western Melbourne,Pascoe Vale-Coburg North,180.0
805,2001,2,North Western Melbourne,Sunbury,175.0
806,2001,2,North Western Melbourne,West Brunswick,155.0
807,2001,2,North Eastern Melbourne,Bundoora-Greensborough-Hurstbridge,195.0
808,2001,2,North Eastern Melbourne,Eltham-Research-Montmorency,210.0
809,2001,2,North Eastern Melbourne,Fairfield-Alphington,165.0
810,2001,2,North Eastern Melbourne,Heidelberg-Heidelberg West,190.0
811,2001,2,North Eastern Melbourne,Ivanhoe-Ivanhoe East,205.0
812,2001,2,North Eastern Melbourne,Mill Park-Epping,185.0
813,2001,2,North Eastern Melbourne,Northcote,210.0
814,2001,2,North Eastern Melbourne,Preston,175.0
815,2001,2,North Eastern Melbourne,Reservoir,165.0
816,2001,2,North Eastern Melbourne,Thomastown-Lalor,165.0
817,2001,2,North Eastern Melbourne,Thornbury,165.0
818,2001,2,North Eastern Melbourne,Whittlesea,170.0
819,2001,2,Outer Eastern Melbourne,Bayswater,170.0
820,2001,2,Outer Eastern Melbourne,Boronia,180.0
821,2001,2,Outer Eastern Melbourne,Croydon-Lilydale,180.0
822,2001,2,Outer Eastern Melbourne,Ferntree Gully,180.0
823,2001,2,Outer Eastern Melbourne,Ringwood,175.0
824,2001,2,Outer Eastern Melbourne,Rowville,215.0
825,2001,2,Outer Eastern Melbourne,Wantirna-Scoresby,210.0
826,2001,2,Outer Eastern Melbourne,Yarra Ranges,160.0
827,2001,2,South Eastern Melbourne,Berwick,200.0
828,2001,2,South Eastern Melbourne,Cranbourne,160.0
829,2001,2,South Eastern Melbourne,Dandenong,135.0
830,2001,2,South Eastern Melbourne,Dandenong North-Endeavour Hills,165.0
831,2001,2,South Eastern Melbourne,Narre Warren-Hampton Park,175.0
832,2001,2,South Eastern Melbourne,Noble Park,145.0
833,2001,2,South Eastern Melbourne,Pakenham,165.0
834,2001,2,South Eastern Melbourne,Springvale,150.0
835,2001,2,Mornington Peninsula,Dromana-Portsea,145.0
836,2001,2,Mornington Peninsula,Frankston,155.0
837,2001,2,Mornington Peninsula,Hastings-Flinders,150.0
838,2001,2,Mornington Peninsula,Mt Eliza-Mornington-Mt Martha,190.0
839,2001,2,Mornington Peninsula,Seaford-Carrum Downs,160.0
840,2001,2,Geelong,Belmont-Grovedale,155.0
841,2001,2,Geelong,Corio,130.0
842,2001,2,Geelong,Geelong-Newcombe,145.0
843,2001,2,Geelong,Herne Hill-Geelong West,130.0
844,2001,2,Geelong,Lara,170.0
845,2001,2,Geelong,Newtown,150.0
846,2001,2,Geelong,North Geelong,145.0
847,2001,2,Ballarat,Ballarat,140.0
848,2001,2,Ballarat,Mount Clear-Buninyong,145.0
849,2001,2,Ballarat,Sebastopol-Delacombe,135.0
850,2001,2,Ballarat,Wendouree-Alfredton,140.0
851,2001,2,Bendigo,Bendigo,140.0
852,2001,2,Bendigo,Flora Hill-Bendigo East,145.0
853,2001,2,Bendigo,Golden Square-Kangaroo Flat,150.0
854,2001,2,Bendigo,North Bendigo,140.0
855,2001,2,Other Regional Centres,Bairnsdale,135.0
856,2001,2,Other Regional Centres,Benalla,130.0
