,coordinates,cost_text,name,rooms
6918,"[-36.7862886, 144.2950426]",355.0,1/23 Sherwood Drive Flora Hill VIC 3550,"['3 Beds', '1 Bath', '1 Parking']"
6919,"[-36.763412, 144.299689]",310.0,3/46 Mafeking Street South Kennington VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6920,"[-36.7415602, 144.2750296]",280.0,6/18 Hoy Street Bendigo VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6921,"[-36.7340428, 144.2730091]",340.0,8/116 Holdsworth Road Bendigo VIC 3550,"['3 Beds', '1 Bath', '1 Parking']"
6922,"[-36.7416616, 144.2728983]",490.0,22 Holmes Road North Bendigo VIC 3550,"['4 Beds', '2 Baths', '3 Parking']"
6923,"[-36.7487145, 144.2866715]",430.0,3/113 Bridge Street Bendigo VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6924,"[-36.7268261, 144.3124434]",480.0,6/12 Heinz Street White Hills VIC 3550,"['3 Beds', '2 Baths', '2 Parking']"
6925,"[-36.7642882, 144.2873113]",340.0,2 Hopper Street Bendigo VIC 3550,"['2 Beds', '1 Bath']"
6926,"[-36.7826765, 144.2883005]",160.0,45 Retreat Road Flora Hill VIC 3550,"['1 Bed', '2 Baths']"
6927,"[-36.7438727, 144.2859588]",400.0,3/16 Dooley Street North Bendigo VIC 3550,"['3 Beds', '1 Bath', '2 Parking']"
6928,"[-36.7483376, 144.2787005]",450.0,10 Flood Street Bendigo VIC 3550,"['3 Beds', '1 Bath']"
6929,"[-36.7823589, 144.2923969]",450.0,37 Osborne Street Flora Hill VIC 3550,"['3 Beds', '2 Baths', '2 Parking']"
6930,"[-36.7438035, 144.2769289]",380.0,28 Norfolk Street North Bendigo VIC 3550,"['3 Beds', '2 Baths', '3 Parking']"
6931,"[-36.7519939, 144.2999929]",185.0,2/26 Day Street East Bendigo VIC 3550,"['1 Bed', '1 Bath', '1 Parking']"
6932,"[-36.7730392, 144.2925706]",165.0,Room 7/32-34 Churchill Avenue Flora Hill VIC 3550,"['0 Beds', '1 Bath', '1 Parking']"
6933,"[-36.7730392, 144.2925706]",165.0,Room 2/32-34 Churchill Avenue Flora Hill VIC 3550,"['0 Beds', '1 Bath', '1 Parking']"
6934,"[-36.7600779, 144.3018706]",580.0,1A Carola Court Kennington VIC 3550,"['3 Beds', '2 Baths', '1 Parking']"
6935,"[-36.7730392, 144.2925706]",165.0,Room 5/32 - 34 Churchill Avenue Flora Hill VIC 3550,"['1 Bed', '1 Bath', '1 Parking']"
6936,"[-36.7639234, 144.2785298]",370.0,55 King Street Bendigo VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6937,"[-36.7504781, 144.2835094]",620.0,8/83-87 Arnold Street Bendigo VIC 3550,"['3 Beds', '2 Baths', '2 Parking']"
6938,"[-36.7812716, 144.2940097]",160.0,Room 1/31 Towers Street Flora Hill VIC 3550,"['1 Bed', '1 Bath']"
6939,"[-36.754986099999996, 144.2886435]",620.0,59 Hopetoun Street Bendigo VIC 3550,"['3 Beds', '1 Bath', '1 Parking']"
6940,"[-36.742079, 144.2871645]",620.0,11A Afton Street North Bendigo VIC 3550,"['3 Beds', '2 Baths', '1 Parking']"
6941,"[-36.7730392, 144.2925706]",165.0,Room 1/32-34 Churchill Avenue Flora Hill VIC 3550,"['1 Bed', '1 Bath', '1 Parking']"
6942,"[-36.7617636, 144.3015865]",390.0,8 Dale Street Kennington VIC 3550,"['1 Bed', '1 Bath', '1 Parking']"
6943,"[-36.7554246, 144.2869778]",650.0,109 Hargreaves Street Bendigo VIC 3550,"['3 Beds', '2 Baths']"
6944,"[-36.7596172, 144.2774632]",500.0,5/7-9 View Point Bendigo VIC 3550,"['2 Beds', '1 Bath']"
6945,"[-36.7596172, 144.2774632]",420.0,4/7-9 View Point Bendigo VIC 3550,"['1 Bed', '1 Bath']"
6946,"[-36.7586075, 144.2908869]",600.0,1/10 Farrington Street Kennington VIC 3550,"['3 Beds', '2 Baths', '2 Parking']"
6947,"[-36.7826122, 144.2883775]",160.0,"Room 5 45 Retreat Road, Flora Hill Flora Hill VIC 3550","['1 Bed', '2 Baths', '6 Parking']"
6948,"[-36.7763742, 144.288651]",680.0,3/78 Somerville Street Flora Hill VIC 3550,"['4 Beds', '2 Baths', '2 Parking']"
6949,"[-36.7591903, 144.2776181]",770.0,2/23 View Point Bendigo VIC 3550,"['2 Beds', '2 Baths', '1 Parking']"
6950,"[-36.7606853, 144.292656]",640.0,3/35 Sternberg Street Kennington VIC 3550,"['3 Beds', '2 Baths', '2 Parking']"
6951,"[-36.7452156, 144.2788284]",720.0,10 Norfolk Street North Bendigo VIC 3550,"['4 Beds', '2 Baths', '2 Parking']"
6952,"[-36.767373, 144.283059]",530.0,34 Olinda Street Quarry Hill VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6953,"[-36.7618625, 144.2845787]",790.0,106 Mollison Street Bendigo VIC 3550,"['4 Beds', '3 Baths', '2 Parking']"
6954,"[-36.7680935, 144.285413]",500.0,158 Mitchell Street Bendigo VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6955,"[-36.75268, 144.2780285]",490.0,8 Waterloo Street Bendigo VIC 3550,"['2 Beds', '1 Bath', '2 Parking']"
6956,"[-36.7539596, 144.2856632]",640.0,81 Baxter Street Bendigo VIC 3550,"['3 Beds', '1 Bath']"
6957,"[-36.7488919, 144.2754238]",630.0,18 Anderson Street North Bendigo VIC 3550,"['3 Beds', '2 Baths', '1 Parking']"
6958,"[-36.7640944, 144.3045753]",580.0,6B Heyington Place Kennington VIC 3550,"['3 Beds', '2 Baths', '1 Parking']"
6959,"[-36.7628702, 144.2751407]",590.0,1/19 Creek Street Bendigo VIC 3550,"['2 Beds', '2 Baths', '1 Parking']"
6960,"[-36.7503331, 144.2784018]",650.0,41 Drought Street Bendigo VIC 3550,"['3 Beds', '2 Baths', '4 Parking']"
6961,"[-36.7636911, 144.2774131]",550.0,101 Queen Street Bendigo VIC 3550,"['2 Beds', '2 Baths', '2 Parking']"
6962,"[-36.7571467, 144.2999462]",530.0,107 Casey Street East Bendigo VIC 3550,"['3 Beds', '1 Bath', '1 Parking']"
6964,"[-36.74777210000001, 144.2799944]",560.0,2/164 Arnold Street North Bendigo VIC 3550,"['2 Beds', '2 Baths', '1 Parking']"
6965,"[-36.7741058, 144.2862249]",430.0,23 Hallam Street Quarry Hill VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6966,"[-36.74777210000001, 144.2799944]",540.0,1/164 Arnold Street Bendigo VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6967,"[-36.7624133, 144.2667958]",550.0,36 Honeysuckle Street Bendigo VIC 3550,"['3 Beds', '1 Bath', '2 Parking']"
6968,"[-36.74588840000001, 144.2801357]",390.0,4/9A Smith. Street North Bendigo VIC 3550,"['1 Bed', '1 Bath', '1 Parking']"
6969,"[-36.754001099999996, 144.2877205]",490.0,9B Holt Street Bendigo VIC 3550,"['2 Beds', '2 Baths', '1 Parking']"
6970,"[-36.7557951, 144.2983089]",520.0,1/46 Lansell Street East Bendigo VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6971,"[-36.7532444, 144.2891422]",670.0,66 Hargreaves Street Bendigo VIC 3550,"['3 Beds', '1 Bath', '1 Parking']"
6972,"[-36.765913, 144.2861524]",410.0,9A Cobden Street Bendigo VIC 3550,"['1 Bed', '1 Bath']"
6973,"[-36.7602674, 144.2864145]",500.0,59 Mundy Street Bendigo VIC 3550,"['2 Beds', '1 Bath']"
6974,"[-36.7446576, 144.2816255]",520.0,21A Smith Street North Bendigo VIC 3550,"['2 Beds', '2 Baths', '1 Parking']"
6975,"[-36.7547324, 144.2739654]",800.0,232 View Street Bendigo VIC 3550,"['3 Beds', '3 Baths', '2 Parking']"
6976,"[-36.7547324, 144.2739654]",600.0,1/232 View Street Bendigo VIC 3550,"['3 Beds', '1 Bath', '1 Parking']"
6977,"[-36.7427126, 144.2725715]",600.0,2 Ingleton Street North Bendigo VIC 3550,"['3 Beds', '3 Baths', '2 Parking']"
6978,"[-36.75437900000001, 144.2871485]",670.0,2 Holt Street Bendigo VIC 3550,"['3 Beds', '2 Baths', '1 Parking']"
6979,"[-36.7460836, 144.2799267]",420.0,1/9A Smith Street North Bendigo VIC 3550,"['1 Bed', '1 Bath', '1 Parking']"
6980,"[-36.74879689999999, 144.2866739]",420.0,1/113 Bridge Street Bendigo VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6981,"[-36.7602224, 144.297532]",570.0,22 Murphy Street Bendigo VIC 3550,"['3 Beds', '2 Baths', '4 Parking']"
6982,"[-36.7664744, 144.2920131]",780.0,84 Sternberg Street Bendigo VIC 3550,"['4 Beds', '2 Baths', '3 Parking']"
6983,"[-36.7630852, 144.2748181]",490.0,31 Creek Street South Bendigo VIC 3550,"['2 Beds', '2 Baths', '1 Parking']"
6984,"[-36.7512, 144.2830523]",500.0,15 Uley Street Bendigo VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6985,"[-36.7507343, 144.3000362]",460.0,3/37 Day Street East Bendigo VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6986,"[-36.7524813, 144.2870098]",650.0,36 Arnold Street Bendigo VIC 3550,"['3 Beds', '2 Baths', '1 Parking']"
6987,"[-36.7542537, 144.3045468]",700.0,137 Lloyd Street Bendigo VIC 3550,"['4 Beds', '2 Baths', '2 Parking']"
6988,"[-36.7670877, 144.2829621]",600.0,3 Hoskins Street Quarry Hill VIC 3550,"['2 Beds', '2 Baths', '1 Parking']"
6989,"[-36.7232417, 144.3095372]",360.0,12 Scott Street White Hills VIC 3550,"['3 Beds', '1 Bath', '2 Parking']"
6990,"[-36.7469069, 144.2839484]",380.0,20 Stewart Street North Bendigo VIC 3550,"['3 Beds', '1 Bath']"
6991,"[-36.7728329, 144.2925301]",430.0,32A Churchill Avenue Flora Hill VIC 3550,"['3 Beds', '2 Baths', '2 Parking']"
6992,"[-36.7484922, 144.2788284]",500.0,1/8A Flood Street Bendigo VIC 3550,"['2 Beds', '2 Baths', '1 Parking']"
6993,"[-36.7644869, 144.3058533]",280.0,2/7 Holland Court Kennington VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6994,"[-36.7683198, 144.2694001]",230.0,575 Hargreaves Street Bendigo VIC 3550,"['1 Bed', '1 Bath', '1 Parking']"
6995,"[-36.7851244, 144.2991393]",380.0,12 Proud Terrace Flora Hill VIC 3550,"['3 Beds', '2 Baths', '2 Parking']"
6996,"[-36.7738796, 144.2863285]",400.0,7/23 Hallam Street Quarry Hill VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6997,"[-36.756863, 144.2967069]",320.0,East Bendigo VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6998,"[-36.7363609, 144.2638192]",350.0,2/11 Semmens Street Long Gully VIC 3550,"['2 Beds', '1 Bath', '1 Parking']"
6999,"[-36.7713973, 144.2993847]",250.0,23A Ridgeway Crescent Kennington VIC 3550,"['1 Bed', '1 Bath', '1 Parking']"
7000,"[-36.7342635, 144.2830523]",285.0,21 Rivergum Court North Bendigo VIC 3550,"['3 Beds', '1 Bath', '1 Parking']"
7001,"[-36.7642932, 144.2712772]",380.0,89 Myrtle Street Bendigo VIC 3550,"['3 Beds', '1 Bath', '1 Parking']"
7002,"[-36.74627479999999, 144.2814737]",330.0,33 Bayne Street North Bendigo VIC 3550,"['2 Beds', '2 Baths', '1 Parking']"
7003,"[-36.7831696, 144.2883432]",470.0,49 Retreat Road Spring Gully VIC 3550,"['3 Beds', '1 Bath', '2 Parking']"
7004,"[-36.7525135, 144.2874922]",435.0,3/213-215 McCrae Street Bendigo VIC 3550,"['3 Beds', '2 Baths', '1 Parking']"
7005,"[-36.7461401, 144.2859964]",420.0,36 Nolan Street North Bendigo VIC 3550,"['3 Beds', '2 Baths', '1 Parking']"
7006,"[-36.7470399, 144.260954]",450.0,64 Bennett Street Long Gully VIC 3550,"['3 Beds', '2 Baths', '1 Parking']"
7007,"[-36.747467, 144.2602715]",430.0,9 Havilah Road Long Gully VIC 3550,"['3 Beds', '1 Bath', '1 Parking']"
7008,"[-36.7543377, 144.3164096]",430.0,4/225 East Lloyd Street East Bendigo VIC 3550,"['3 Beds', '2 Baths', '2 Parking']"
7009,"[-36.7386573, 144.2877885]",440.0,78 Smith Street North Bendigo VIC 3550,"['3 Beds', '1 Bath', '1 Parking']"
7010,"[-36.7578299, 144.2717464]",440.0,137 Wattle Street Bendigo VIC 3550,"['3 Beds', '2 Baths', '1 Parking']"
7011,"[-36.7637238, 144.2758917]",540.0,2/443 Hargreaves Street Bendigo VIC 3550,"['3 Beds', '1 Bath', '2 Parking']"
7012,"[-36.7728657, 144.2921403]",165.0,31 Churchill Avenue Flora Hill VIC 3550,"['0 Beds', '1 Bath', '1 Parking']"
7013,"[-36.3599183, 146.6847517]",500.0,6 Loch Street Beechworth VIC 3747,"['3 Beds', '1 Bath']"
7014,"[-36.3600721, 146.6857822]",350.0,55 Ford Street Beechworth VIC 3747,"['2 Beds', '1 Bath', '1 Parking']"
7015,"[-36.3551609, 146.7026908]",600.0,27 Hayes Drive Beechworth VIC 3747,"['4 Beds', '2 Baths', '2 Parking']"
7016,"[-36.353478, 146.7000796]",560.0,7 Mann Court Beechworth VIC 3747,"['4 Beds', '2 Baths', '2 Parking']"
7017,"[-36.3656247, 146.6858261]",350.0,6 John Street Beechworth VIC 3747,"['2 Beds', '1 Bath', '2 Parking']"
7018,"[-37.978503, 145.0663289]",320.0,12/30 Swanston Street Mentone VIC 3194,"['1 Bed', '1 Bath', '1 Parking']"
7019,"[-37.9821559, 145.070335]",350.0,508/7 Balcombe Rd Mentone VIC 3194,"['1 Bed', '1 Bath', '1 Parking']"
7020,"[-37.9809721, 145.0719506]",380.0,5/130 Warrigal Road Mentone VIC 3194,"['2 Beds', '1 Bath', '1 Parking']"
7021,"[-37.9856825, 145.0524109]",900.0,37 Beach Road Mentone VIC 3194,"['3 Beds', '2 Baths', '2 Parking']"
7022,"[-37.983389, 145.060079]",440.0,1/57 Milan Street Mentone VIC 3194,"['2 Beds', '1 Bath', '2 Parking']"
7023,"[-37.9794478, 145.060514]",470.0,1/71 Collins Street Mentone VIC 3194,"['2 Beds', '1 Bath', '2 Parking']"
7024,"[-37.9774345, 145.0742551]",300.0,2/47 Albenca Street Mentone VIC 3194,"['1 Bed', '1 Bath', '1 Parking']"
7025,"[-37.9758663, 145.0616123]",410.0,13/5 Phillip Street Mentone VIC 3194,"['2 Beds', '1 Bath', '1 Parking']"
7026,"[-37.9759345, 145.0593941]",525.0,1/39 Flinders Street Mentone VIC 3194,"['2 Beds', '2 Baths', '1 Parking']"
7027,"[-37.9911093, 145.064606]",320.0,6/94 Beach Road Mentone VIC 3194,"['1 Bed', '1 Bath', '1 Parking']"
7028,"[-37.9787987, 145.0699668]",370.0,2/6 Neville Street Mentone VIC 3194,"['2 Beds', '1 Bath', '1 Parking']"
7029,"[-37.9821559, 145.070335]",480.0,503/7 Balcombe Road Mentone VIC 3194,"['2 Beds', '2 Baths', '1 Parking']"
7030,"[-37.9774825, 145.0579943]",500.0,32 Patty Street Mentone VIC 3194,"['4 Beds', '1 Bath', '2 Parking']"
7031,"[-37.9754901, 145.0596956]",900.0,3B Rimmer Street Mentone VIC 3194,"['4 Beds', '3 Baths', '2 Parking']"
7032,"[-37.9797042, 145.0568138]",420.0,6/30 Collins Street Mentone VIC 3194,"['2 Beds', '1 Bath', '1 Parking']"
7033,"[-37.9836021, 145.0829838]",430.0,3/82 Lower Dandenong Road Mentone VIC 3194,"['2 Beds', '1 Bath', '1 Parking']"
7034,"[-37.9852479, 145.0613212]",395.0,9/7 Venice Street Mentone VIC 3194,"['2 Beds', '1 Bath', '1 Parking']"
7035,"[-37.9885199, 145.0598679]",320.0,8/70 Beach Road Mentone VIC 3194,"['1 Bed', '1 Bath', '1 Parking']"
7036,"[-37.9838877, 145.0671488]",310.0,1/7 Como Parade East Mentone VIC 3194,"['1 Bed', '1 Bath', '3 Parking']"
7037,"[-37.9758663, 145.0616123]",450.0,2/5 Phillip Street Mentone VIC 3194,"['2 Beds', '1 Bath', '1 Parking']"
7038,"[-37.9749735, 145.056644]",530.0,15/42-44 Bourke Street Mentone VIC 3194,"['3 Beds', '1 Bath', '1 Parking']"
7039,"[-37.979484, 145.0763308]",590.0,23 Chicquita Circuit Mentone VIC 3194,"['3 Beds', '2 Baths', '1 Parking']"
7040,"[-37.97853, 145.065629]",650.0,1/27 Swanston Street Mentone VIC 3194,"['3 Beds', '1 Bath', '2 Parking']"
7041,"[-37.9800554, 145.0665012]",1280.0,1/109 Collins Street Mentone VIC 3194,"['4 Beds', '3 Baths', '2 Parking']"
7042,"[-37.9822858, 145.0919194]",280.0,2b Virginia Court Mentone VIC 3194,"['1 Bed', '1 Bath', '1 Parking']"
7043,"[-37.9790343, 145.0717434]",385.0,2/113 Warrigal Road Mentone VIC 3194,"['2 Beds', '1 Bath', '1 Parking']"
7044,"[-37.977751, 145.0725535]",290.0,8/164 Warrigal Road Mentone VIC 3194,"['1 Bed', '1 Bath', '1 Parking']"
7045,"[-37.978348, 145.065913]",505.0,29B Swanston Street Mentone VIC 3194,"['3 Beds', '1 Bath', '1 Parking']"
7046,"[-37.9803269, 145.0621598]",300.0,8/80 Collins Street Mentone VIC 3194,"['1 Bed', '1 Bath', '1 Parking']"
7047,"[-37.9815425, 145.0929535]",650.0,35 Bundora Parade Mentone VIC 3194,"['3 Beds', '1 Bath', '2 Parking']"
7048,"[-37.9802868, 145.0580795]",360.0,2/222 Balcombe Road Mentone VIC 3194,"['2 Beds', '1 Bath', '1 Parking']"
7049,"[-37.97915, 145.0627538]",560.0,6/8 Salmon Street Mentone VIC 3194,"['2 Beds', '2 Baths', '1 Parking']"
7050,"[-37.98362789999999, 145.08606]",365.0,109/135 Lower Dandenong Road Mentone VIC 3194,"['1 Bed', '1 Bath', '1 Parking']"
7051,"[-37.985332, 145.06078]",450.0,8/1-3 Venice Street Mentone VIC 3194,"['2 Beds', '1 Bath', '1 Parking']"
7052,"[-37.9789662, 145.0598904]",420.0,3/8 Anderson Court Mentone VIC 3194,"['2 Beds', '1 Bath', '1 Parking']"
7053,"[-37.9747846, 145.062883]",300.0,9/84 Latrobe Street Mentone VIC 3194,"['1 Bed', '1 Bath', '1 Parking']"
7054,"[-37.98952269999999, 145.0673028]",760.0,1/21 Palermo Street Mentone VIC 3194,"['3 Beds', '2 Baths', '2 Parking']"
7055,"[-37.9765985, 145.0566169]",380.0,3/26 Bourke Street Mentone VIC 3194,"['1 Bed', '1 Bath', '1 Parking']"
7056,"[-37.6528919, 144.4200871]",400.0,8 Valentina Drive Darley VIC 3340,"['4 Beds', '2 Baths', '2 Parking']"
7057,"[-37.6945452, 144.4148303]",375.0,3 Seventh Mews Bacchus Marsh VIC 3340,"['3 Beds', '2 Baths', '2 Parking']"
7058,"[-37.6828043, 144.4272159]",400.0,1/28 Powlett Street Maddingley VIC 3340,"['2 Beds', '1 Bath']"
7059,"[-37.6869869, 144.41854849999999]",475.0,4 Cassinia Boulevard Bacchus Marsh VIC 3340,"['3 Beds', '2 Baths', '2 Parking']"
7060,"[-37.6843354, 144.4278234]",350.0,47 Labilliere Street Maddingley VIC 3340,"['3 Beds', '1 Bath', '2 Parking']"
7061,"[-37.6752276, 144.425387]",440.0,34 McLachlan Street Bacchus Marsh VIC 3340,"['4 Beds', '2 Baths', '3 Parking']"
7062,"[-37.6732494, 144.4314567]",350.0,5 Lidgett Street Bacchus Marsh VIC 3340,"['3 Beds', '1 Bath', '2 Parking']"
7063,"[-37.6801936, 144.4371634]",420.0,36 Graham Street Bacchus Marsh VIC 3340,"['4 Beds', '2 Baths', '2 Parking']"
7064,"[-37.6563038, 144.4468039]",420.0,11a Wellington Street Bacchus Marsh VIC 3340,"['3 Beds', '2 Baths', '3 Parking']"
7065,"[-37.6618422, 144.4434905]",380.0,14 Beresford Crescent Darley VIC 3340,"['3 Beds', '1 Bath', '1 Parking']"
7066,"[-37.6695104, 144.4351757]",395.0,5 Tudball Court Bacchus Marsh VIC 3340,"['3 Beds', '2 Baths', '2 Parking']"
7067,"[-37.667224, 144.4225661]",420.0,97 Halletts Way Bacchus Marsh VIC 3340,"['4 Beds', '2 Baths', '2 Parking']"
7068,"[-37.6735277, 144.4247886]",490.0,11 McLachlan Street Bacchus Marsh VIC 3340,"['4 Beds', '2 Baths', '2 Parking']"
7069,"[-37.6857291, 144.4297469]",360.0,6 Griffith Street Maddingley VIC 3340,"['3 Beds', '1 Bath', '2 Parking']"
7070,"[-37.6864957, 144.4098098]",475.0,128 Stonehill Drive Bacchus Marsh VIC 3340,"['3 Beds', '2 Baths', '2 Parking']"
7071,"[-37.6618994, 144.4338077]",360.0,60 Holts Lane Darley VIC 3340,"['3 Beds', '1 Bath', '1 Parking']"
7072,"[-37.6655139, 144.4200444]",430.0,42 Burbidge Drive Bacchus Marsh VIC 3340,"['4 Beds', '2 Baths', '1 Parking']"
7073,"[-37.6693404, 144.4234209]",430.0,70B Halletts Way Bacchus Marsh VIC 3340,"['3 Beds', '2 Baths', '2 Parking']"
7074,"[-37.6785284, 144.4369283]",420.0,21 Graham Street Bacchus Marsh VIC 3340,"['2 Beds', '1 Bath', '2 Parking']"
7075,"[-37.6876722, 144.4106915]",420.0,4/2 Gladman Road Maddingley VIC 3340,"['3 Beds', '2 Baths', '2 Parking']"
7076,"[-37.6713194, 144.4371421]",395.0,40 Gisborne Road Bacchus Marsh VIC 3340,"['3 Beds', '1 Bath', '4 Parking']"
7077,"[-37.6873736, 144.4173518]",420.0,13 Orton Crescent Bacchus Marsh VIC 3340,"['3 Beds', '2 Baths', '1 Parking']"
7078,"[-37.6572394, 144.4444524]",420.0,13 Raglan Street Darley VIC 3340,"['3 Beds', '1 Bath', '3 Parking']"
7080,"[-37.6925378, 144.5013193]",1000.0,150 Hopetoun Park Road Hopetoun Park VIC 3340,"['5 Beds', '3 Baths', '3 Parking']"
7081,"[-37.6676363, 144.439023]",430.0,2 Linda Drive Bacchus Marsh VIC 3340,"['3 Beds', '2 Baths', '2 Parking']"
7082,"[-37.6841787, 144.4333162]",360.0,63 Grant Street Maddingley VIC 3340,"['3 Beds', '2 Baths', '4 Parking']"
7083,"[-37.6705273, 144.4317987]",380.0,30 Lyle Street Bacchus Marsh VIC 3340,"['3 Beds', '1 Bath', '2 Parking']"
7084,"[-37.6808749, 144.457555]",380.0,432 Bacchus Marsh Road Bacchus Marsh VIC 3340,"['2 Beds', '2 Baths']"
7086,"[-37.6876628, 144.4165737]",415.0,26 Caspar Place Bacchus Marsh VIC 3340,"['4 Beds', '2 Baths', '2 Parking']"
7087,"[-37.6614052, 144.4383818]",400.0,22 Somerton Court Bacchus Marsh VIC 3340,"['3 Beds', '1 Bath', '2 Parking']"
7088,"[-37.6889406, 144.4120204]",430.0,2/10 McCormacks Road Maddingley VIC 3340,"['3 Beds', '2 Baths', '2 Parking']"
7089,"[-37.6877706, 144.4133987]",430.0,19 Sweet Avenue Maddingley VIC 3340,"['3 Beds', '2 Baths', '2 Parking']"
7090,"[-37.6596116, 144.4380398]",390.0,7 Pippin Court Darley VIC 3340,"['3 Beds', '1 Bath']"
7091,"[-37.6732176, 144.4260495]",460.0,21 Connor Street Bacchus Marsh VIC 3340,"['3 Beds', '2 Baths', '2 Parking']"
7092,"[-37.6625601, 144.4669648]",380.0,210 Lerderderg Park Merrimu VIC 3340,"['3 Beds', '1 Bath', '2 Parking']"
7093,"[-37.83319669999999, 144.9562631]",550.0,1/333 Coventry Street South Melbourne VIC 3205,"['2 Beds', '1 Bath', '1 Parking']"
7094,"[-37.83513689999999, 144.9686589]",820.0,78 Palmerston Crescent South Melbourne VIC 3205,"['2 Beds', '2 Baths']"
7095,"[-37.8385592, 144.9577634]",650.0,203/333 Ferrars Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7096,"[-37.8349728, 144.9702116]",500.0,1009/338 Kings Way South Melbourne VIC 3205,"['2 Beds', '1 Bath', '2 Parking']"
7097,"[-37.83503899999999, 144.95527]",1100.0,6 Emerald Street South Melbourne VIC 3205,"['3 Beds', '2 Baths', '1 Parking']"
7098,"[-37.8337879, 144.9550454]",950.0,2/230 Ferrars Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '2 Parking']"
7099,"[-37.8402383, 144.9477835]",1300.0,14 Henderson Street South Melbourne VIC 3205,"['3 Beds', '2 Baths']"
7100,"[-37.8301549, 144.9500578]",550.0,705/89 Gladstone Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7101,"[-37.8349555, 144.9611879]",640.0,354B Clarendon Street South Melbourne VIC 3205,"['2 Beds', '1 Bath']"
7102,"[-37.8303231, 144.9466244]",735.0,215/253 Normanby Road South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7103,"[-37.8370147, 144.9585055]",1100.0,13 Martin Street South Melbourne VIC 3205,"['3 Beds', '2 Baths', '2 Parking']"
7104,"[-37.8341768, 144.9615265]",520.0,2/187 Bank Street South Melbourne VIC 3205,"['1 Bed', '1 Bath']"
7105,"[-37.8313583, 144.952254]",600.0,605/51 Thislethwaite Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7106,"[-37.8303231, 144.9466244]",530.0,316/253 Normanby Road South Melbourne VIC 3205,"['1 Bed', '1 Bath']"
7107,"[-37.8347799, 144.9609369]",720.0,57 Emerald Hill South Melbourne VIC 3205,"['3 Beds', '1 Bath', '1 Parking']"
7108,"[-37.8398519, 144.9601726]",550.0,1/1 Anderson Street South Melbourne VIC 3205,"['1 Bed', '1 Bath', '1 Parking']"
7109,"[-37.8348002, 144.9664492]",575.0,72A Napier Street South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7110,"[-37.83279599999999, 144.9714123]",550.0,507/2 Albert Road South Melbourne VIC 3205,"['1 Bed', '1 Bath', '1 Parking']"
7111,"[-37.83282639999999, 144.970907]",650.0,906/2-14 Albert Road South Melbourne VIC 3205,"['1 Bed', '1 Bath', '1 Parking']"
7112,"[-37.834944, 144.965303]",750.0,15 Dow Street South Melbourne VIC 3205,"['2 Beds', '1 Bath', '1 Parking']"
7113,"[-37.8336137, 144.9648607]",340.0,12/2-4 Heather Street South Melbourne VIC 3205,"['1 Bed', '1 Bath', '1 Parking']"
7114,"[-37.835647, 144.952214]",1200.0,76 Nelson Road South Melbourne VIC 3205,"['4 Beds', '2 Baths', '1 Parking']"
7115,"[-37.8348433, 144.9689493]",495.0,62 Palmerston Crescent South Melbourne VIC 3205,"['2 Beds', '1 Bath']"
7116,"[-37.826641, 144.9596778]",600.0,3903/245 City Road South Melbourne VIC 3205,"['2 Beds', '2 Baths', '1 Parking']"
7117,"[-37.8387934, 144.9498374]",1400.0,13 Tribe Street South Melbourne VIC 3205,"['3 Beds', '2 Baths']"
7118,"[-37.83944899999999, 144.951132]",700.0,181 Nelson Road South Melbourne VIC 3205,"['2 Beds', '1 Bath']"
7119,"[-37.830804, 144.969358]",640.0,305/148 Wells St South Melbourne VIC 3205,"['3 Beds', '2 Baths', '1 Parking']"
7120,"[-37.8340317, 144.9641468]",650.0,259-261 Moray Street South Melbourne VIC 3205,"['3 Beds', '1 Bath', '1 Parking']"
7121,"[-37.8324186, 144.952077]",220.0,5/520 City Rd South Melbourne VIC 3205,"['1 Bed', '1 Bath']"
7122,"[-37.831435, 144.947866]",550.0,107/167 Gladstone Street South Melbourne VIC 3205,"['2 Beds', '1 Bath', '2 Parking']"
7123,"[-37.832876, 144.953018]",585.0,245 York Street South Melbourne VIC 3205,"['2 Beds', '1 Bath']"
