,coordinates,cost_text,name,rooms
4528,"[-37.7433127, 144.9892458]",420.0,2/18 Gilbert Road Preston VIC 3072,"['2 Beds', '1 Bath', '1 Parking']"
4529,"[-37.7371176, 145.0043514]",400.0,3/96 Beauchamp Street Preston VIC 3072,"['2 Beds', '1 Bath']"
4530,"[-37.2013465, 145.048595]",430.0,17 Murchison Street Broadford VIC 3658,"['4 Beds', '2 Baths', '1 Parking']"
4531,"[-37.2049572, 145.0624228]",450.0,9 Grange Drive Broadford VIC 3658,"['4 Beds', '2 Baths', '2 Parking']"
4533,"[-37.2071245, 145.0415504]",395.0,25 High Street Broadford VIC 3658,"['3 Beds', '1 Bath']"
4534,"[-37.200567, 145.0616563]",390.0,208 High Street Broadford VIC 3658,"['4 Beds', '1 Bath', '2 Parking']"
4535,"[-37.830468, 144.9984736]",700.0,1/118 Brighton Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4536,"[-37.8124322, 144.9935216]",300.0,2/2 Smith Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4537,"[-37.81210799999999, 144.992552]",450.0,209/8 Garfield Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4538,"[-37.8257772, 145.0060023]",300.0,17/81 Edinburgh Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4539,"[-37.8182893, 144.9978961]",400.0,126/243-249A Bridge Road Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4540,"[-37.8231235, 145.0032421]",360.0,6/137 Coppin Street Richmond VIC 3121,"['1 Bed', '1 Bath']"
4541,"[-37.8238571, 145.011184]",625.0,24 Wertheim Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4542,"[-37.8150844, 145.0114793]",550.0,616/14 David Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4543,"[-37.8142635, 145.0046377]",600.0,2/94 Buckingham Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4544,"[-37.8257764, 145.008047]",600.0,3/74 Cutter Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4545,"[-37.8112208, 144.9955862]",425.0,89 Elizabeth Street Richmond VIC 3121,"['2 Beds', '1 Bath']"
4546,"[-37.811777, 145.0095125]",600.0,604/8 Burnley Street Richmond VIC 3121,"['2 Beds', '2 Baths', '2 Parking']"
4547,"[-37.8170283, 144.9955147]",550.0,511/2 McGoun Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4548,"[-37.823439, 145.002756]",330.0,13/160 Coppin Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4549,"[-37.8222713, 145.0055396]",675.0,11 Corsair Street Richmond VIC 3121,"['2 Beds', '1 Bath']"
4550,"[-37.8193463, 144.9929609]",340.0,5/26 Union Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4551,"[-37.8177286, 145.0046034]",470.0,1/8 Murphy Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4552,"[-37.8186699, 145.0079178]",430.0,45/69 Palmer Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4553,"[-37.8211386, 144.995684]",325.0,15/2 The Vaucluse Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4554,"[-37.821286, 145.0022807]",840.0,5/47 Mary Street Richmond VIC 3121,"['3 Beds', '2 Baths', '1 Parking']"
4555,"[-37.8295799, 145.0121579]",750.0,46 Loyola Grove Richmond VIC 3121,"['3 Beds', '2 Baths', '2 Parking']"
4556,"[-37.8274344, 144.9957153]",1100.0,25 Chestnut Street Richmond VIC 3121,"['3 Beds', '2 Baths']"
4557,"[-37.8132125, 145.0067341]",320.0,3/34 Leslie Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4558,"[-37.8172327, 144.9978165]",700.0,25 Hull Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4559,"[-37.8117694, 145.0032451]",650.0,57 Baker Street Richmond VIC 3121,"['3 Beds', '1 Bath', '1 Parking']"
4560,"[-37.8121265, 145.006465]",565.0,11 Bennett Street Richmond VIC 3121,"['2 Beds', '1 Bath']"
4561,"[-37.8207326, 145.004773]",790.0,20 Lord Street Richmond VIC 3121,"['2 Beds', '2 Baths', '2 Parking']"
4562,"[-37.8198473, 145.0070031]",625.0,2 Neptune Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4563,"[-37.8227846, 144.9986851]",600.0,24/343 Church Street Richmond VIC 3121,"['2 Beds', '1 Bath', '2 Parking']"
4564,"[-37.8114226, 145.0034133]",695.0,4 Wells Street Richmond VIC 3121,"['3 Beds', '1 Bath']"
4565,"[-37.8150844, 145.0114793]",530.0,405/14 David Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4566,"[-37.8185419, 145.0137411]",650.0,5/69 River Street Richmond VIC 3121,"['2 Beds', '2 Baths', '2 Parking']"
4567,"[-37.8155703, 145.009489]",625.0,2 Appleton Street Richmond VIC 3121,"['3 Beds', '1 Bath']"
4568,"[-37.82024699999999, 144.995196]",460.0,6 Fordham Court Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4569,"[-37.8239815, 145.0045819]",950.0,121 Lord Street Richmond VIC 3121,"['3 Beds', '2 Baths', '2 Parking']"
4570,"[-37.8265799, 144.9894319]",1300.0,54 Wellington Street Cremorne VIC 3121,"['3 Beds', '3 Baths', '2 Parking']"
4571,"[-37.8231797, 145.0078448]",1500.0,283A Burnley Street Richmond VIC 3121,"['3 Beds', '2 Baths', '2 Parking']"
4572,"[-37.8211181, 145.0032152]",650.0,94 Coppin Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4573,"[-37.8150553, 145.0111463]",430.0,105/39 Appleton Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4574,"[-37.8111626, 144.991971]",620.0,106/36 Regent Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4575,"[-37.829552, 144.998683]",1050.0,88 Brighton Street Richmond VIC 3121,"['4 Beds', '3 Baths', '1 Parking']"
4576,"[-37.8231131, 144.9901798]",950.0,1/4 Margaret Street Richmond VIC 3121,"['3 Beds', '3 Baths', '2 Parking']"
4577,"[-37.8139289, 145.0015258]",625.0,26 Buckingham Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4578,"[-37.810682, 144.993944]",450.0,11 Shelley Street Richmond VIC 3121,"['2 Beds', '1 Bath']"
4579,"[-37.822622, 144.997109]",325.0,2/2-6 Docker St Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4580,"[-37.8235627, 144.9913312]",650.0,24/24 Tanner Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4581,"[-37.8182207, 144.9973029]",450.0,402/229 Bridge Road Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4582,"[-37.8141472, 145.0064758]",600.0,133 Buckingham Street Richmond VIC 3121,"['2 Beds', '1 Bath']"
4583,"[-37.8105867, 145.0000051]",475.0,1/262 Victoria Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4584,"[-37.82346709999999, 144.9993522]",295.0,9/5 McGrath Court Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4585,"[-37.81359399999999, 144.992457]",1500.0,501/8-10 New Street Richmond VIC 3121,"['3 Beds', '3 Baths', '2 Parking']"
4586,"[-37.8236929, 145.0042241]",695.0,108 Lord Street Richmond VIC 3121,"['3 Beds', '1 Bath']"
4587,"[-37.8143853, 144.990613]",400.0,14/129 Hoddle Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4588,"[-37.812995, 144.9938216]",350.0,7/65 York Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4589,"[-37.8284295, 145.0066806]",430.0,4/28 Burnley Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4590,"[-37.8191545, 145.0130619]",530.0,67/73 River Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4591,"[-37.8191637, 144.998556]",795.0,29 Berry Street Richmond VIC 3121,"['3 Beds', '1 Bath']"
4592,"[-37.8150844, 145.0114793]",530.0,701/14 David Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4593,"[-37.8208208, 144.9910673]",625.0,1 Miller Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4594,"[-37.8246957, 145.0071554]",725.0,4/342-344 Burnley Street Richmond VIC 3121,"['2 Beds', '1 Bath', '2 Parking']"
4595,"[-37.817182, 145.00844]",890.0,1/128 Burnley Street Richmond VIC 3121,"['3 Beds', '2 Baths', '2 Parking']"
4596,"[-37.8240097, 145.0126314]",665.0,1 Bellevue Street Richmond VIC 3121,"['3 Beds', '1 Bath', '1 Parking']"
4597,"[-37.8111626, 144.991971]",640.0,704/36 Regent Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4598,"[-37.8212317, 144.9942728]",350.0,10/239 Lennox Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4599,"[-37.8150844, 145.0114793]",530.0,1203/14 David Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4600,"[-37.8191545, 145.0130619]",690.0,3/73 River Street Richmond VIC 3121,"['3 Beds', '2 Baths', '2 Parking']"
4601,"[-37.824684, 144.999621]",350.0,5/26 Elm Grove Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4602,"[-37.82474089999999, 144.9984269]",670.0,3/397 Church Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4603,"[-37.816018, 145.00725]",825.0,157 Somerset Street Richmond VIC 3121,"['3 Beds', '2 Baths', '1 Parking']"
4604,"[-37.812295, 145.0028423]",330.0,5/13 Lambert Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4605,"[-37.8166882, 145.0049262]",690.0,314 Highett Street Richmond VIC 3121,"['3 Beds', '1 Bath']"
4606,"[-37.8238722, 144.9989864]",330.0,7/4 McGrath Court Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4607,"[-37.8237917, 145.0038071]",775.0,35 Duke Street Richmond VIC 3121,"['3 Beds', '1 Bath']"
4608,"[-37.8113803, 145.0042375]",670.0,3 McKay Street Richmond VIC 3121,"['3 Beds', '2 Baths']"
4609,"[-37.8292732, 144.9895179]",650.0,1 Gough Street Richmond VIC 3121,"['3 Beds', '1 Bath', '1 Parking']"
4610,"[-37.8174252, 145.0083941]",450.0,203/136 Burnley Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4611,"[-37.8206899, 145.0052532]",650.0,42 Hunter Street Richmond VIC 3121,"['3 Beds', '2 Baths']"
4612,"[-37.8294926, 145.009532]",750.0,4 Crimea Street Richmond VIC 3121,"['3 Beds', '1 Bath', '1 Parking']"
4613,"[-37.819731, 145.0023544]",590.0,11 Mary Street Richmond VIC 3121,"['3 Beds', '1 Bath', '1 Parking']"
4614,"[-37.8174252, 145.0083941]",430.0,303/136 Burnley Street Richmond VIC 3121,"['2 Beds', '1 Bath']"
4615,"[-37.8284208, 144.9937118]",500.0,37 Stephenson Street Cremorne VIC 3121,"['2 Beds', '1 Bath']"
4616,"[-37.8189479, 145.0131481]",420.0,8/77 River Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4617,"[-37.81740190000001, 144.995342]",650.0,301/19-21 Judd Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4618,"[-37.8197736, 145.0046025]",380.0,204/2-6 Lord Street Richmond VIC 3121,"['1 Bed', '1 Bath']"
4619,"[-37.8127084, 145.008585]",300.0,15/23 Davison Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4620,"[-37.82136, 145.0070621]",675.0,47 Neptune Street Richmond VIC 3121,"['2 Beds', '1 Bath']"
4621,"[-37.8262731, 145.0109095]",975.0,4A Queen Street Richmond VIC 3121,"['3 Beds', '2 Baths', '1 Parking']"
4622,"[-37.8177068, 144.9953675]",650.0,6/33 Judd Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4623,"[-37.8174373, 144.9955647]",550.0,801/19 Judd Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4624,"[-37.8177068, 144.9953675]",400.0,G08/33 Judd Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4625,"[-37.8177068, 144.9953675]",670.0,G03/33 Judd Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4626,"[-37.822622, 144.997109]",525.0,14/2-6 Docker Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4627,"[-37.8289818, 145.0122684]",760.0,26A Loyola Grove Burnley VIC 3121,"['2 Beds', '2 Baths', '2 Parking']"
4628,"[-37.8228739, 145.0078044]",300.0,3/275 Burnley St Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4629,"[-37.8270184, 144.9997611]",2500.0,Richmond VIC 3121,"['4 Beds', '2 Baths']"
4630,"[-37.8235284, 145.0090585]",360.0,7/13 Manton St Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4631,"[-37.817757, 144.997184]",550.0,306/37-39 Bosisto Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4632,"[-37.8258902, 144.990142]",850.0,32 Jessie St Richmond VIC 3121,"['3 Beds', '2 Baths', '1 Parking']"
4633,"[-37.8189594, 144.9925736]",1150.0,5A Mulberry Street Richmond VIC 3121,"['3 Beds', '2 Baths', '2 Parking']"
4634,"[-37.8125658, 145.0092953]",520.0,118/20 Burnley Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4635,"[-37.8220027, 145.0081115]",320.0,1/249 Burnley Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4636,"[-37.822395, 145.003386]",720.0,2/123 Coppin Street Richmond VIC 3121,"['3 Beds', '1 Bath', '2 Parking']"
4637,"[-37.8210836, 145.0000194]",360.0,11/70 Lyndhurst Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4638,"[-37.8204591, 145.004259]",620.0,510/71 Abinger Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4639,"[-37.8127029, 144.9946824]",850.0,32 Smith Street Richmond VIC 3121,"['3 Beds', '1 Bath']"
4640,"[-37.822622, 144.997109]",325.0,2/2-6 Docker St Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4641,"[-37.8166217, 145.0095751]",770.0,15 Crown Street Richmond VIC 3121,"['3 Beds', '1 Bath']"
4642,"[-37.8204591, 145.004259]",595.0,609/71-77 Abinger Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4643,"[-37.8182207, 144.9973029]",355.0,101/229 Bridge Road Richmond VIC 3121,"['1 Bed', '1 Bath']"
4644,"[-37.8130053, 144.9930372]",560.0,116/45 York Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4645,"[-37.8201199, 145.0014828]",500.0,6/31 Abinger Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4646,"[-37.8140968, 144.9921436]",450.0,28/36 Egan Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4647,"[-37.821506, 145.0098764]",325.0,5/17 Stillman St Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4648,"[-37.8252111, 145.000999]",450.0,2/178 MARY STREET Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4649,"[-37.8212317, 144.9942728]",350.0,2/239 Lennox Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4650,"[-37.8249689, 145.002462]",675.0,202 Coppin Street Richmond VIC 3121,"['2 Beds', '1 Bath']"
4651,"[-37.8149386, 145.0020401]",850.0,40 Kent Street Richmond VIC 3121,"['3 Beds', '1 Bath', '1 Parking']"
4652,"[-37.8279526, 144.9956293]",825.0,43 Chestnut Street Richmond VIC 3121,"['3 Beds', '1 Bath', '1 Parking']"
4653,"[-37.8168002, 144.998287]",500.0,15 Bank Street Richmond VIC 3121,"['2 Beds', '1 Bath']"
4654,"[-37.82043669999999, 144.9920449]",250.0,10/47 Rowena Pde Richmond VIC 3121,"['0 Beds', '1 Bath']"
4655,"[-37.8174252, 145.0083941]",460.0,502/136 Burnley Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4656,"[-37.8211894, 145.0088821]",595.0,15/5 Stillman Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4657,"[-37.8191545, 145.0130619]",595.0,99/73 River Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4658,"[-37.8133221, 145.0028907]",550.0,53 Laity Street Richmond VIC 3121,"['2 Beds', '1 Bath']"
4659,"[-37.8139495, 145.0090155]",450.0,6/50 Burnley Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4660,"[-37.8186651, 144.9989039]",840.0,402/246 Church St Richmond VIC 3121,"['2 Beds', '2 Baths']"
4661,"[-37.8186651, 144.9989039]",550.0,410/246 Church St Richmond VIC 3121,"['1 Bed', '1 Bath']"
4662,"[-37.8186651, 144.9989039]",590.0,606/246 Church St Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4663,"[-37.8186651, 144.9989039]",840.0,303/246 Church St Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4664,"[-37.829602, 145.0103929]",750.0,44 Gibdon Street Burnley VIC 3121,"['2 Beds', '1 Bath', '2 Parking']"
4665,"[-37.8185419, 145.0137411]",895.0,9/69 River Street Richmond VIC 3121,"['3 Beds', '2 Baths', '2 Parking']"
4666,"[-37.8185433, 144.994252]",800.0,210/172 Lennox Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4667,"[-37.825063, 145.005507]",650.0,54A Edinburgh Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4668,"[-37.8125658, 145.0092953]",415.0,106/20 Burnley Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4669,"[-37.827477, 145.0006366]",645.0,29 James Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4670,"[-37.8127765, 145.0139013]",750.0,18/10 Elaine Court Richmond VIC 3121,"['2 Beds', '2 Baths', '2 Parking']"
4671,"[-37.8183625, 144.9979542]",400.0,220/253 Bridge Road Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4672,"[-37.811317, 145.006922]",595.0,464 Victoria Street Richmond VIC 3121,"['2 Beds', '1 Bath', '2 Parking']"
4673,"[-37.8206041, 144.9936112]",920.0,91 Rowena Parade Richmond VIC 3121,"['3 Beds', '1 Bath', '2 Parking']"
4674,"[-37.822059, 145.0103837]",650.0,207/65 Stawell Street Richmond VIC 3121,"['2 Beds', '2 Baths', '2 Parking']"
4675,"[-37.8287408, 145.007638]",400.0,5/20 Adam Street Burnley VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4676,"[-37.8204882, 145.0047756]",785.0,4/81 Abinger Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4677,"[-37.8203304, 145.0064643]",300.0,3/15 Fraser Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4678,"[-37.8256312, 145.0057871]",725.0,3/77 Edinburgh Street Richmond VIC 3121,"['3 Beds', '1 Bath', '1 Parking']"
4679,"[-37.8255657, 145.0031184]",660.0,80 Duke Street Richmond VIC 3121,"['3 Beds', '1 Bath']"
4680,"[-37.8311296, 144.9957691]",600.0,16 Gordon Street Cremorne VIC 3121,"['2 Beds', '1 Bath']"
4681,"[-37.81210799999999, 144.992552]",475.0,G12/8 Garfield Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4682,"[-37.8228653, 144.9905793]",725.0,27 Tanner Street Richmond VIC 3121,"['3 Beds', '1 Bath', '2 Parking']"
4683,"[-37.8183754, 144.9914976]",375.0,7/15 Sherwood Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4684,"[-37.8157632, 145.0025928]",1045.0,48 Somerset Street Richmond VIC 3121,"['3 Beds', '2 Baths', '1 Parking']"
4685,"[-37.8254052, 144.999632]",450.0,6/26 Charlotte Street Richmond VIC 3121,"['2 Beds', '1 Bath']"
4686,"[-37.811654, 144.993373]",550.0,26 Shelley Street Richmond VIC 3121,"['3 Beds', '1 Bath']"
4687,"[-37.81206359999999, 145.0032846]",345.0,8/46-50 Baker Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4688,"[-37.8309983, 144.9979642]",675.0,13 Amsterdam Street Richmond VIC 3121,"['2 Beds', '1 Bath', '2 Parking']"
4689,"[-37.8258266, 145.0041837]",650.0,173 Lord Street Richmond VIC 3121,"['3 Beds', '1 Bath', '2 Parking']"
4690,"[-37.81750299999999, 144.9950052]",460.0,313/185 Lennox Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4691,"[-37.8223537, 144.9906369]",880.0,9 Tyson Street Richmond VIC 3121,"['4 Beds', '1 Bath', '1 Parking']"
4692,"[-37.8264412, 145.0093598]",620.0,50 Farmer Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4693,"[-37.8191545, 145.0130619]",550.0,130/73 River Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4694,"[-37.8272203, 144.9888186]",890.0,427 Punt Road Richmond VIC 3121,"['3 Beds', '1 Bath', '3 Parking']"
4695,"[-37.8226328, 145.0042913]",950.0,41 Wall Street Richmond VIC 3121,"['3 Beds', '1 Bath', '1 Parking']"
4696,"[-37.8228352, 145.0060454]",430.0,1/77 Fraser Street Richmond VIC 3121,"['2 Beds', '1 Bath']"
4697,"[-37.8110675, 144.9948115]",300.0,7/67 Elizabeth Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4698,"[-37.8121115, 144.9949837]",490.0,48 Garfield Street Richmond VIC 3121,"['3 Beds', '1 Bath', '2 Parking']"
4699,"[-37.8283317, 145.0111678]",725.0,78 Madden Grove Richmond VIC 3121,"['4 Beds', '1 Bath', '1 Parking']"
4700,"[-37.8170283, 144.9955147]",580.0,701/2 McGoun Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4701,"[-37.8174252, 145.0083941]",395.0,704/136 Burnley Street Richmond VIC 3121,"['1 Bed', '1 Bath']"
4702,"[-37.8174252, 145.0083941]",460.0,602/136 Burnley Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4703,"[-37.8151727, 145.011509]",990.0,14 David Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4704,"[-37.822395, 145.003386]",550.0,2/123 Coppin Street Richmond VIC 3121,"['3 Beds', '1 Bath', '2 Parking']"
4705,"[-37.8230473, 145.0011815]",420.0,14/108 Mary Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4706,"[-37.8207749, 145.0037102]",675.0,77 Coppin Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4707,"[-37.8186339, 145.0082218]",525.0,25/69 Palmer Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4708,"[-37.81686140000001, 145.0060561]",720.0,334 Highett Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4709,"[-37.8229014, 144.9979534]",465.0,201/366 Church Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4710,"[-37.8184318, 145.0055338]",185.0,8/87 Gardner Street Richmond VIC 3121,"['0 Beds', '1 Bath']"
4711,"[-37.8231325, 145.001725]",350.0,12/109 Mary Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4712,"[-37.814002, 145.0002801]",595.0,2/1 Little Buckingham Street Richmond VIC 3121,"['1 Bed', '1 Bath']"
4713,"[-37.8155703, 145.009489]",695.0,2 Appleton Street Richmond VIC 3121,"['3 Beds', '1 Bath']"
4714,"[-37.8151727, 145.011509]",355.0,302/14 David Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4715,"[-37.813914, 145.0011949]",550.0,2/22 Buckingham Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4716,"[-37.8204591, 145.004259]",675.0,117/71 Abinger Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4717,"[-37.8217069, 145.0099679]",650.0,19 Stillman Street Richmond VIC 3121,"['3 Beds', '1 Bath']"
4718,"[-37.815212, 145.0117552]",830.0,617/14 David Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4719,"[-37.825765, 145.004931]",599.0,107/63 Glass St Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
4720,"[-37.8173015, 145.0030776]",440.0,701/1 Dyer Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4721,"[-37.8108631, 145.002016]",1100.0,318 Victoria Street Richmond VIC 3121,"['5 Beds', '2 Baths', '4 Parking']"
4722,"[-37.8207944, 145.0084774]",420.0,120/205 Burnley Street Richmond VIC 3121,"['1 Bed', '1 Bath', '1 Parking']"
4723,"[-37.814476, 145.0009559]",840.0,13 Kent Street Richmond VIC 3121,"['3 Beds', '3 Baths', '1 Parking']"
4724,"[-37.8199225, 144.9928623]",565.0,22/16 Goodwood Street Richmond VIC 3121,"['2 Beds', '1 Bath', '1 Parking']"
4725,"[-37.8111567, 145.0089079]",595.0,131/631 Victoria Street Richmond VIC 3121,"['2 Beds', '2 Baths', '1 Parking']"
