,suburb,sa2_code,unemp_rate,year
5489,taylors hill,213041360,3.8,2013
5490,laverton,213051363,11.4,2013
5491,tarneit,213051365,5.1,2013
5492,truganina,213051366,5.3,2013
5493,wyndham vale,213051369,7.7,2013
5494,carrum downs,214011370,6.7,2013
5495,frankston,214011371,10.1,2013
5496,frankston north,214011372,14.1,2013
5497,frankston south,214011373,3.0,2013
5498,langwarrin,214011374,3.9,2013
5499,seaford,214011375,8.7,2013
5500,dromana,214021377,5.9,2013
5501,flinders,214021378,1.8,2013
5502,mornington,214021380,5.0,2013
5503,mount eliza,214021381,1.9,2013
5504,mount martha,214021382,2.5,2013
5506,somerville,214021385,4.6,2013
5507,ararat,215011386,5.0,2013
5508,ararat,215011387,3.4,2013
5509,horsham,215011388,3.6,2013
5510,horsham,215011389,2.0,2013
5512,st arnaud,215011391,3.9,2013
5513,stawell,215011392,4.1,2013
5516,irymple,215021395,2.4,2013
5517,merbein,215021396,5.4,2013
5518,mildura,215021398,2.8,2013
5519,red cliffs,215021399,5.6,2013
5521,gannawarra,215031401,2.6,2013
5522,kerang,215031402,4.7,2013
5523,robinvale,215031403,4.4,2013
5524,swan hill,215031404,4.4,2013
5525,swan hill,215031405,3.1,2013
5526,echuca,216011406,4.4,2013
5527,kyabram,216011407,4.5,2013
5528,rochester,216011409,3.3,2013
5529,rushworth,216011410,4.3,2013
5530,cobram,216021411,4.9,2013
5532,numurkah,216021413,4.0,2013
5533,yarrawonga,216021414,3.9,2013
5534,mooroopna,216031415,6.6,2013
5536,hamilton,217011421,6.5,2013
5537,portland,217011422,8.3,2013
5539,camperdown,217031471,5.8,2013
5540,colac,217031472,7.4,2013
5541,colac colac,217031473,5.2,2013
5543,gunbower,216011408,2.0,2013
5544,lockington,216011408,2.0,2013
5545,mccrae,214021384,9.9,2013
5546,rosebud,214021384,9.9,2013
5547,somers,214021379,7.3,2013
5548,hastings,214021379,7.3,2013
5549,sandhurst,214011376,3.3,2013
5550,skye,214011376,3.3,2013
5551,mount cottrell,213041359,10.0,2013
5552,rockbank,213041359,10.0,2013
5553,tottenham,213031351,6.2,2013
5554,west footscray,213031351,6.2,2013
5555,kingsville,213031350,5.0,2013
5556,seddon,213031350,5.0,2013
5557,derrimut,213011330,8.5,2013
5558,deer park,213011330,8.5,2013
5559,albion,213011328,13.3,2013
5560,ardeer,213011328,13.3,2013
5561,huntingdale,212051326,4.0,2013
5562,oakleigh,212051326,4.0,2013
5563,chadstone,212051319,4.3,2013
5564,ashwood,212051319,4.3,2013
5565,oakleigh south,212041309,4.8,2013
5566,clarinda,212041309,4.8,2013
5567,tooradin,212031308,4.8,2013
5568,pearcedale,212031308,4.8,2013
5569,lyndhurst,212031306,3.8,2013
5570,lynbrook,212031306,3.8,2013
5571,lynbrook,212031305,10.1,2013
5572,hampton park,212031305,10.1,2013
5573,cockatoo,212011289,3.8,2013
5574,emerald,212011289,3.8,2013
5575,garfield,212011288,4.8,2013
5576,bunyip,212011288,4.8,2013
5577,officer,212011287,3.2,2013
5578,beaconsfield,212011287,3.2,2013
5579,seville,211051285,3.2,2013
5581,tecoma,211051284,5.0,2013
5582,upwey,211051284,5.0,2013
5583,olinda,211051282,3.7,2013
5584,mount dandenong,211051282,3.7,2013
5585,silvan,211051279,4.8,2013
5586,monbulk,211051279,4.8,2013
5587,coldstream,211051278,4.8,2013
5588,lilydale,211051278,4.8,2013
5589,yarra glen,211051276,5.7,2013
5590,healesville,211051276,5.7,2013
5591,selby,211051274,5.1,2013
5592,belgrave,211051274,5.1,2013
5593,warranwood,211031265,3.0,2013
5594,croydon hills,211031265,3.0,2013
5595,wonga park,211021262,1.8,2013
5596,warrandyte,211021262,1.8,2013
5597,park orchards,211021261,2.6,2013
5598,donvale,211021261,2.6,2013
5600,rowville,211011256,4.3,2013
5601,scoresby,211011254,4.9,2013
5602,knoxfield,211011254,4.9,2013
5603,somerton,210051249,12.6,2013
5604,roxburgh park,210051249,12.6,2013
5605,westmeadows,210051245,6.0,2013
5606,gladstone park,210051245,6.0,2013
5607,coolaroo,210051243,20.7,2013
5608,campbellfield,210051243,20.7,2013
5609,essendon west,210011230,2.8,2013
5610,niddrie,210011230,2.8,2013
5611,diamond creek,209031215,2.5,2013
5612,wattle glen,209031215,2.5,2013
5613,north warrandyte,209031214,1.5,2013
5614,research,209031214,1.5,2013
5615,yarrambat,209031213,2.1,2013
5616,plenty,209031213,2.1,2013
5617,st andrews,209031212,3.3,2013
5618,panton hill,209031212,3.3,2013
5619,yallambie,209011203,3.1,2013
5620,viewbank,209011203,3.1,2013
5621,briar hill,209011202,3.4,2013
5622,montmorency,209011202,3.4,2013
5623,eaglemont,209011201,1.4,2013
5624,ivanhoe east,209011201,1.4,2013
5625,rosanna,209011198,3.5,2013
5626,heidelberg,209011198,3.5,2013
5627,glen iris,208041194,3.4,2013
5628,malvern,208041194,3.4,2013
5629,parkdale,208031193,5.7,2013
5630,mordialloc,208031193,5.7,2013
5631,heatherton,208031191,7.8,2013
5632,moorabbin,208031191,7.8,2013
5633,aspendale,208031189,5.9,2013
5634,edithvale,208031189,5.9,2013
5635,highett,208031188,7.5,2013
5636,cheltenham,208031188,7.5,2013
5637,bonbeach,208031186,9.4,2013
5638,chelsea,208031186,9.4,2013
5639,patterson lakes,208031185,8.0,2013
5640,carrum,208031185,8.0,2013
5641,waterways,208031183,4.4,2013
5642,aspendale gardens,208031183,4.4,2013
5643,glen huntly,208021182,4.8,2013
5644,ormond,208021182,4.8,2013
5645,mckinnon,208021174,4.5,2013
5646,bentleigh,208021174,4.5,2013
5647,black rock,208011173,3.0,2013
5648,sandringham,208011173,3.0,2013
5649,highett,208011171,6.9,2013
5650,cheltenham,208011171,6.9,2013
5651,mont albert,207031167,4.1,2013
5652,surrey hills,207031167,4.1,2013
5653,canterbury,207011155,2.9,2013
5654,surrey hills,207011155,2.9,2013
5655,princes hill,206071140,5.8,2013
5656,carlton north,206071140,5.8,2013
5657,windsor,206061136,5.1,2013
5658,prahran,206061136,5.1,2013
5659,aberfeldie,206031114,4.1,2013
5660,essendon,206031114,4.1,2013
5661,fairfield,206021110,5.9,2013
5662,alphington,206021110,5.9,2013
5663,loch sport,205051100,4.0,2013
5664,longford,205051100,4.0,2013
5665,glengarry,205041098,4.2,2013
5666,yallourn north,205041098,4.2,2013
5667,newborough,205041095,9.5,2013
5668,moe,205041095,9.5,2013
5669,inverloch,205031093,5.9,2013
5670,wonthaggi,205031093,5.9,2013
5671,omeo,205021082,3.5,2013
5672,bruthen,205021082,3.5,2013
5673,indigo valley,204031070,4.5,2013
5674,chiltern,204031070,4.5,2013
5675,mount beauty,204031069,4.4,2013
5676,bright,204031069,4.4,2013
5677,broadford,204011056,5.5,2013
5678,kilmore,204011056,5.5,2013
5679,queenscliff,203031052,2.8,2013
5680,point lonsdale,203031052,2.8,2013
5681,barwon heads,203031050,3.6,2013
5682,ocean grove,203031050,3.6,2013
5683,anglesea,203031049,3.5,2013
5684,lorne,203031049,3.5,2013
5685,bell park,203021047,7.4,2013
5686,north geelong,203021047,7.4,2013
5687,moolap,203021045,9.8,2013
5688,newcomb,203021045,9.8,2013
5689,hamlyn heights,203021040,5.7,2013
5690,geelong west,203021040,5.7,2013
5691,norlane,203021038,16.1,2013
5692,corio,203021038,16.1,2013
5693,ascot,202011025,5.5,2013
5694,white hills,202011025,5.5,2013
5695,golden square,202011022,8.6,2013
5696,kangaroo flat,202011022,8.6,2013
5697,spring gully,202011021,8.0,2013
5698,flora hill,202011021,8.0,2013
5699,kennington,202011020,5.8,2013
5700,east bendigo,202011020,5.8,2013
5701,eaglehawk,202011019,11.6,2013
5702,california gully,202011019,11.6,2013
5703,clunes,201021010,4.9,2013
5704,creswick,201021010,4.9,2013
5705,miners rest,201011008,7.3,2013
5706,wendouree,201011008,7.3,2013
7024,alfredton,201011001,2.6,2014
7025,ballarat east,201011002,5.4,2014
7026,buninyong,201011005,3.3,2014
7027,delacombe,201011006,5.5,2014
7028,smythes creek,201011007,2.7,2014
7029,bacchus marsh,201021009,3.0,2014
7030,daylesford,201021011,4.4,2014
7031,gordon,201021012,4.0,2014
7032,avoca,201031013,6.4,2014
7033,beaufort,201031014,5.8,2014
7034,maryborough,201031016,11.3,2014
7035,maryborough,201031017,8.5,2014
7036,bendigo,202011018,11.5,2014
7037,maiden gully,202011023,2.6,2014
7038,strathfieldsaye,202011024,2.3,2014
7039,castlemaine,202021027,7.5,2014
7040,castlemaine,202021028,6.6,2014
7041,heathcote,202021029,9.9,2014
7042,kyneton,202021030,4.5,2014
7043,woodend,202021031,3.4,2014
7045,bannockburn,203011034,3.6,2014
7046,winchelsea,203011036,4.7,2014
7047,belmont,203021037,7.2,2014
7048,geelong,203021039,8.6,2014
7049,grovedale,203021041,5.8,2014
7050,highton,203021042,3.3,2014
7051,lara,203021043,5.6,2014
7052,leopold,203021044,5.7,2014
7053,newtown,203021046,4.3,2014
7054,clifton springs,203031048,6.8,2014
7055,portarlington,203031051,10.6,2014
7056,torquay,203031053,3.6,2014
7057,alexandra,204011054,4.3,2014
7058,euroa,204011055,4.6,2014
7059,mansfield,204011057,3.4,2014
7060,nagambie,204011058,4.0,2014
7061,seymour,204011059,10.8,2014
7063,yea,204011062,4.2,2014
7064,benalla,204021063,7.3,2014
7065,benalla,204021064,3.7,2014
7066,rutherglen,204021065,4.5,2014
7067,wangaratta,204021066,6.6,2014
7068,wangaratta,204021067,3.2,2014
7069,beechworth,204031068,3.4,2014
7070,myrtleford,204031071,4.3,2014
7071,towong,204031072,4.4,2014
7072,west wodonga,204031073,5.5,2014
7073,wodonga,204031074,6.4,2014
7074,yackandandah,204031075,2.9,2014
7075,drouin,205011076,4.7,2014
7077,trafalgar,205011078,3.4,2014
7078,warragul,205011079,3.8,2014
7079,bairnsdale,205021081,7.0,2014
7080,lakes entrance,205021084,7.4,2014
7081,orbost,205021085,7.6,2014
7082,paynesville,205021086,6.0,2014
7083,foster,205031087,4.0,2014
7084,korumburra,205031089,4.0,2014
7085,leongatha,205031090,3.4,2014
7087,churchill,205041094,5.3,2014
7088,morwell,205041096,13.3,2014
7089,traralgon,205041097,4.8,2014
7090,maffra,205051101,4.1,2014
7091,rosedale,205051102,3.6,2014
7092,sale,205051103,5.7,2014
7093,yarram,205051104,5.3,2014
7094,brunswick,206011105,8.8,2014
7095,brunswick east,206011106,6.4,2014
7096,brunswick west,206011107,10.0,2014
7097,coburg,206011108,9.7,2014
7098,pascoe vale south,206011109,6.2,2014
7099,northcote,206021111,7.0,2014
7100,thornbury,206021112,8.9,2014
7101,ascot vale,206031113,10.7,2014
7102,flemington,206031115,14.6,2014
7103,moonee ponds,206031116,4.9,2014
7104,carlton,206041117,9.3,2014
7105,docklands,206041118,2.6,2014
7106,east melbourne,206041119,2.3,2014
7107,kensington,206041121,6.4,2014
7108,melbourne,206041122,3.5,2014
7109,north melbourne,206041123,9.7,2014
7110,parkville,206041124,4.2,2014
7111,southbank,206041126,2.7,2014
7112,albert park,206051128,3.2,2014
7113,elwood,206051129,4.6,2014
7114,port melbourne,206051130,4.4,2014
7115,south melbourne,206051132,7.1,2014
7116,st kilda,206051133,7.1,2014
7117,st kilda east,206051134,6.0,2014
7118,armadale,206061135,3.5,2014
7119,toorak,206061138,3.2,2014
7120,abbotsford,206071139,5.4,2014
7121,collingwood,206071141,12.8,2014
7122,fitzroy,206071142,12.3,2014
7123,fitzroy north,206071143,6.8,2014
7124,richmond,206071144,6.5,2014
7125,ashburton,207011146,6.3,2014
7126,balwyn,207011147,4.6,2014
7127,balwyn north,207011148,4.7,2014
7128,camberwell,207011149,3.5,2014
7129,hawthorn,207011151,4.4,2014
7130,hawthorn east,207011152,4.2,2014
7131,kew,207011153,3.9,2014
7132,kew east,207011154,4.6,2014
7133,bulleen,207021156,7.6,2014
7134,doncaster,207021157,9.4,2014
7135,templestowe,207021159,5.8,2014
7136,templestowe lower,207021160,7.1,2014
7137,blackburn,207031161,6.4,2014
7138,blackburn south,207031162,7.3,2014
7139,box hill,207031163,9.6,2014
7140,box hill north,207031164,7.8,2014
7141,burwood,207031165,9.0,2014
7142,burwood east,207031166,7.5,2014
7143,beaumaris,208011168,2.4,2014
7144,brighton,208011169,3.9,2014
7145,brighton east,208011170,3.9,2014
7146,hampton,208011172,5.7,2014
7147,carnegie,208021176,5.3,2014
7148,elsternwick,208021179,5.8,2014
7149,hughesdale,208021180,5.9,2014
7150,murrumbeena,208021181,5.7,2014
7151,chelsea heights,208031187,10.4,2014
7152,mentone,208031190,6.5,2014
7153,malvern east,208041195,3.9,2014
7154,greensborough,209011197,4.8,2014
7155,heidelberg west,209011199,14.0,2014
7156,ivanhoe,209011200,3.5,2014
7157,watsonia,209011204,6.2,2014
7158,kingsbury,209021205,3.8,2014
7159,eltham,209031209,3.0,2014
7160,hurstbridge,209031210,5.0,2014
7161,kinglake,209031211,6.6,2014
7162,lalor,209041219,14.9,2014
7163,thomastown,209041223,14.5,2014
7164,wallan,209041224,7.6,2014
7165,whittlesea,209041225,5.7,2014
7166,airport west,210011226,4.3,2014
7167,keilor,210011228,4.1,2014
7168,keilor east,210011229,4.2,2014
7169,strathmore,210011231,2.3,2014
7170,gisborne,210021232,3.3,2014
7171,macedon,210021233,2.7,2014
7172,riddells creek,210021234,2.8,2014
7173,romsey,210021235,4.7,2014
7174,coburg north,210031236,7.1,2014
7175,fawkner,210031237,8.3,2014
7176,pascoe vale,210031239,3.9,2014
7177,sunbury,210041240,4.8,2014
7178,broadmeadows,210051242,24.2,2014
7179,meadow heights,210051247,23.0,2014
7180,melbourne airport,210051248,3.8,2014
7181,tullamarine,210051250,6.7,2014
7182,bayswater,211011251,7.7,2014
7183,lysterfield,211011255,2.3,2014
7184,wantirna,211011259,5.1,2014
7185,wantirna south,211011260,4.6,2014
7186,bayswater north,211031263,6.4,2014
7187,ringwood,211031266,9.3,2014
7188,ringwood east,211031267,6.6,2014
7189,ringwood north,211031268,2.8,2014
7190,forest hill,211041269,5.4,2014
7191,mitcham,211041270,4.3,2014
7192,nunawading,211041271,4.8,2014
7193,vermont,211041272,4.0,2014
7194,vermont south,211041273,3.1,2014
7195,chirnside park,211051275,4.3,2014
7196,kilsyth,211051277,7.4,2014
7197,montrose,211051280,3.7,2014
7198,mooroolbark,211051281,6.3,2014
7199,mount evelyn,211051283,5.1,2014
7201,koo wee rup,212011290,5.4,2014
7202,doveton,212021295,20.7,2014
7203,hallam,212021297,10.5,2014
7204,narre warren north,212021299,2.0,2014
7205,cranbourne,212031300,11.7,2014
7206,cranbourne east,212031301,5.2,2014
7207,cranbourne north,212031302,7.8,2014
7208,cranbourne south,212031303,3.0,2014
7209,cranbourne west,212031304,9.5,2014
7210,clayton south,212041310,6.0,2014
7211,dandenong,212041311,20.3,2014
7212,dandenong north,212041312,11.7,2014
7213,dingley village,212041313,2.6,2014
7214,keysborough,212041314,6.2,2014
7215,noble park north,212041316,9.6,2014
7216,springvale,212041317,10.4,2014
7217,springvale south,212041318,9.9,2014
7218,clayton,212051320,4.7,2014
7219,mulgrave,212051325,4.4,2014
7220,wheelers hill,212051327,2.6,2014
7221,cairnlea,213011329,6.6,2014
7222,delahey,213011331,9.7,2014
7223,keilor downs,213011332,8.0,2014
7224,kings park,213011333,14.1,2014
7225,sunshine,213011336,12.0,2014
7226,sunshine north,213011337,13.9,2014
7227,sunshine west,213011338,13.3,2014
7228,sydenham,213011339,6.9,2014
7229,taylors lakes,213011340,4.2,2014
7230,altona,213021341,4.7,2014
7231,altona meadows,213021342,7.1,2014
7232,altona north,213021343,8.6,2014
7233,newport,213021344,3.4,2014
7234,seabrook,213021345,5.5,2014
7235,williamstown,213021346,3.7,2014
7236,braybrook,213031347,11.6,2014
7237,footscray,213031348,8.0,2014
7238,maribyrnong,213031349,4.1,2014
7239,yarraville,213031352,3.9,2014
7240,bacchus marsh,213041353,7.0,2014
7241,hillside,213041355,4.3,2014
7242,melton,213041356,13.3,2014
7243,melton south,213041357,11.1,2014
7244,melton west,213041358,9.6,2014
7245,taylors hill,213041360,4.5,2014
7246,laverton,213051363,10.4,2014
7247,tarneit,213051365,5.6,2014
7248,truganina,213051366,5.4,2014
7249,wyndham vale,213051369,8.1,2014
7250,carrum downs,214011370,7.5,2014
7251,frankston,214011371,10.6,2014
7252,frankston north,214011372,15.2,2014
7253,frankston south,214011373,3.4,2014
7254,langwarrin,214011374,4.7,2014
7255,seaford,214011375,9.3,2014
7256,dromana,214021377,6.0,2014
7257,flinders,214021378,1.8,2014
7258,mornington,214021380,5.7,2014
7259,mount eliza,214021381,2.2,2014
7260,mount martha,214021382,2.8,2014
7262,somerville,214021385,4.9,2014
7263,ararat,215011386,6.6,2014
7264,ararat,215011387,3.2,2014
7265,horsham,215011388,4.4,2014
7266,horsham,215011389,2.1,2014
7268,st arnaud,215011391,4.9,2014
7269,stawell,215011392,5.4,2014
7272,irymple,215021395,2.9,2014
7273,merbein,215021396,6.9,2014
7274,mildura,215021398,3.2,2014
7275,red cliffs,215021399,5.9,2014
7277,gannawarra,215031401,3.3,2014
7278,kerang,215031402,4.9,2014
7279,robinvale,215031403,5.6,2014
7280,swan hill,215031404,4.9,2014
7281,swan hill,215031405,3.7,2014
7282,echuca,216011406,7.7,2014
7283,kyabram,216011407,7.1,2014
7284,rochester,216011409,5.6,2014
7285,rushworth,216011410,8.3,2014
7286,cobram,216021411,7.7,2014
7288,numurkah,216021413,6.4,2014
7289,yarrawonga,216021414,7.1,2014
7290,mooroopna,216031415,10.6,2014
7292,hamilton,217011421,8.3,2014
7293,portland,217011422,10.3,2014
7295,camperdown,217031471,6.7,2014
7296,colac,217031472,8.7,2014
7297,colac colac,217031473,5.7,2014
7299,gunbower,216011408,3.2,2014
7300,lockington,216011408,3.2,2014
7301,mccrae,214021384,10.0,2014
7302,rosebud,214021384,10.0,2014
7303,somers,214021379,7.9,2014
7304,hastings,214021379,7.9,2014
7305,sandhurst,214011376,4.2,2014
7306,skye,214011376,4.2,2014
7307,mount cottrell,213041359,11.7,2014
7308,rockbank,213041359,11.7,2014
7309,tottenham,213031351,6.4,2014
7310,west footscray,213031351,6.4,2014
7311,kingsville,213031350,5.6,2014
7312,seddon,213031350,5.6,2014
7313,derrimut,213011330,9.3,2014
7314,deer park,213011330,9.3,2014
7315,albion,213011328,12.4,2014
7316,ardeer,213011328,12.4,2014
7317,huntingdale,212051326,4.3,2014
7318,oakleigh,212051326,4.3,2014
7319,chadstone,212051319,4.6,2014
7320,ashwood,212051319,4.6,2014
7321,oakleigh south,212041309,5.3,2014
7322,clarinda,212041309,5.3,2014
7323,tooradin,212031308,4.6,2014
7324,pearcedale,212031308,4.6,2014
7325,lyndhurst,212031306,4.2,2014
7326,lynbrook,212031306,4.2,2014
7327,lynbrook,212031305,10.9,2014
7328,hampton park,212031305,10.9,2014
7329,cockatoo,212011289,4.3,2014
7330,emerald,212011289,4.3,2014
7331,garfield,212011288,4.8,2014
7332,bunyip,212011288,4.8,2014
7333,officer,212011287,3.0,2014
7334,beaconsfield,212011287,3.0,2014
7335,seville,211051285,4.0,2014
7337,tecoma,211051284,5.4,2014
7338,upwey,211051284,5.4,2014
7339,olinda,211051282,4.2,2014
7340,mount dandenong,211051282,4.2,2014
7341,silvan,211051279,5.7,2014
7342,monbulk,211051279,5.7,2014
7343,coldstream,211051278,5.8,2014
7344,lilydale,211051278,5.8,2014
7345,yarra glen,211051276,7.0,2014
7346,healesville,211051276,7.0,2014
7347,selby,211051274,6.6,2014
7348,belgrave,211051274,6.6,2014
7349,warranwood,211031265,3.2,2014
7350,croydon hills,211031265,3.2,2014
7351,wonga park,211021262,2.1,2014
7352,warrandyte,211021262,2.1,2014
7353,park orchards,211021261,3.0,2014
7354,donvale,211021261,3.0,2014
7356,rowville,211011256,5.6,2014
7357,scoresby,211011254,5.6,2014
7358,knoxfield,211011254,5.6,2014
7359,somerton,210051249,14.8,2014
7360,roxburgh park,210051249,14.8,2014
7361,westmeadows,210051245,6.7,2014
7362,gladstone park,210051245,6.7,2014
7363,coolaroo,210051243,21.9,2014
7364,campbellfield,210051243,21.9,2014
7365,essendon west,210011230,3.1,2014
7366,niddrie,210011230,3.1,2014
7367,diamond creek,209031215,3.5,2014
7368,wattle glen,209031215,3.5,2014
7369,north warrandyte,209031214,2.4,2014
7370,research,209031214,2.4,2014
7371,yarrambat,209031213,2.7,2014
7372,plenty,209031213,2.7,2014
7373,st andrews,209031212,4.5,2014
7374,panton hill,209031212,4.5,2014
7375,yallambie,209011203,4.1,2014
7376,viewbank,209011203,4.1,2014
7377,briar hill,209011202,5.1,2014
7378,montmorency,209011202,5.1,2014
7379,eaglemont,209011201,2.4,2014
7380,ivanhoe east,209011201,2.4,2014
7381,rosanna,209011198,3.9,2014
7382,heidelberg,209011198,3.9,2014
7383,glen iris,208041194,3.4,2014
7384,malvern,208041194,3.4,2014
7385,parkdale,208031193,5.9,2014
7386,mordialloc,208031193,5.9,2014
7387,heatherton,208031191,8.2,2014
7388,moorabbin,208031191,8.2,2014
7389,aspendale,208031189,6.6,2014
7390,edithvale,208031189,6.6,2014
7391,highett,208031188,7.9,2014
7392,cheltenham,208031188,7.9,2014
7393,bonbeach,208031186,10.0,2014
7394,chelsea,208031186,10.0,2014
7395,patterson lakes,208031185,8.6,2014
7396,carrum,208031185,8.6,2014
7397,waterways,208031183,4.7,2014
7398,aspendale gardens,208031183,4.7,2014
7399,glen huntly,208021182,5.9,2014
7400,ormond,208021182,5.9,2014
7401,mckinnon,208021174,4.8,2014
7402,bentleigh,208021174,4.8,2014
7403,black rock,208011173,2.9,2014
7404,sandringham,208011173,2.9,2014
7405,highett,208011171,7.5,2014
7406,cheltenham,208011171,7.5,2014
7407,mont albert,207031167,5.0,2014
7408,surrey hills,207031167,5.0,2014
7409,canterbury,207011155,3.7,2014
7410,surrey hills,207011155,3.7,2014
7411,princes hill,206071140,6.7,2014
7412,carlton north,206071140,6.7,2014
7413,windsor,206061136,5.9,2014
7414,prahran,206061136,5.9,2014
7415,aberfeldie,206031114,4.3,2014
7416,essendon,206031114,4.3,2014
7417,fairfield,206021110,5.7,2014
7418,alphington,206021110,5.7,2014
7419,loch sport,205051100,3.9,2014
7420,longford,205051100,3.9,2014
7421,glengarry,205041098,4.3,2014
7422,yallourn north,205041098,4.3,2014
7423,newborough,205041095,9.6,2014
7424,moe,205041095,9.6,2014
7425,inverloch,205031093,6.5,2014
7426,wonthaggi,205031093,6.5,2014
7427,omeo,205021082,3.6,2014
7428,bruthen,205021082,3.6,2014
7429,indigo valley,204031070,4.1,2014
7430,chiltern,204031070,4.1,2014
7431,mount beauty,204031069,3.7,2014
7432,bright,204031069,3.7,2014
7433,broadford,204011056,5.9,2014
7434,kilmore,204011056,5.9,2014
7435,queenscliff,203031052,3.9,2014
7436,point lonsdale,203031052,3.9,2014
7437,barwon heads,203031050,4.2,2014
7438,ocean grove,203031050,4.2,2014
7439,anglesea,203031049,3.6,2014
7440,lorne,203031049,3.6,2014
7441,bell park,203021047,9.4,2014
7442,north geelong,203021047,9.4,2014
7443,moolap,203021045,12.5,2014
7444,newcomb,203021045,12.5,2014
7445,hamlyn heights,203021040,7.2,2014
7446,geelong west,203021040,7.2,2014
7447,norlane,203021038,21.5,2014
7448,corio,203021038,21.5,2014
7449,ascot,202011025,5.8,2014
7450,white hills,202011025,5.8,2014
7451,golden square,202011022,8.3,2014
7452,kangaroo flat,202011022,8.3,2014
7453,spring gully,202011021,8.2,2014
7454,flora hill,202011021,8.2,2014
7455,kennington,202011020,6.5,2014
7456,east bendigo,202011020,6.5,2014
7457,eaglehawk,202011019,11.6,2014
7458,california gully,202011019,11.6,2014
7459,clunes,201021010,5.3,2014
7460,creswick,201021010,5.3,2014
7461,miners rest,201011008,8.9,2014
7462,wendouree,201011008,8.9,2014
8780,alfredton,201011001,2.6,2015
8781,ballarat east,201011002,4.2,2015
8782,buninyong,201011005,2.8,2015
8783,delacombe,201011006,4.8,2015
8784,smythes creek,201011007,2.3,2015
8785,bacchus marsh,201021009,3.0,2015
8786,daylesford,201021011,3.4,2015
8787,gordon,201021012,3.3,2015
8788,avoca,201031013,6.1,2015
8789,beaufort,201031014,5.4,2015
8790,maryborough,201031016,9.9,2015
8791,maryborough,201031017,8.7,2015
8792,bendigo,202011018,12.0,2015
8793,maiden gully,202011023,2.6,2015
8794,strathfieldsaye,202011024,2.6,2015
8795,castlemaine,202021027,7.5,2015
8796,castlemaine,202021028,6.2,2015
8797,heathcote,202021029,8.3,2015
8798,kyneton,202021030,4.6,2015
8799,woodend,202021031,4.0,2015
8801,bannockburn,203011034,2.7,2015
8802,winchelsea,203011036,3.7,2015
8803,belmont,203021037,6.1,2015
8804,geelong,203021039,7.1,2015
8805,grovedale,203021041,4.6,2015
8806,highton,203021042,2.7,2015
8807,lara,203021043,4.2,2015
8808,leopold,203021044,4.2,2015
8809,newtown,203021046,3.5,2015
8810,clifton springs,203031048,5.2,2015
8811,portarlington,203031051,8.4,2015
8812,torquay,203031053,2.6,2015
8813,alexandra,204011054,4.5,2015
8814,euroa,204011055,5.1,2015
8815,mansfield,204011057,3.5,2015
8816,nagambie,204011058,4.7,2015
8817,seymour,204011059,13.0,2015
8819,yea,204011062,5.6,2015
8820,benalla,204021063,8.3,2015
8821,benalla,204021064,4.1,2015
8822,rutherglen,204021065,5.4,2015
8823,wangaratta,204021066,7.5,2015
8824,wangaratta,204021067,3.5,2015
8825,beechworth,204031068,4.7,2015
8826,myrtleford,204031071,4.9,2015
8827,towong,204031072,5.7,2015
8828,west wodonga,204031073,6.6,2015
8829,wodonga,204031074,7.5,2015
8830,yackandandah,204031075,2.9,2015
8831,drouin,205011076,5.1,2015
8833,trafalgar,205011078,3.6,2015
8834,warragul,205011079,3.9,2015
8835,bairnsdale,205021081,7.5,2015
8836,lakes entrance,205021084,8.1,2015
8837,orbost,205021085,8.0,2015
8838,paynesville,205021086,6.5,2015
8839,foster,205031087,3.9,2015
8840,korumburra,205031089,4.1,2015
8841,leongatha,205031090,3.7,2015
8843,churchill,205041094,6.1,2015
8844,morwell,205041096,15.6,2015
8845,traralgon,205041097,5.3,2015
8846,maffra,205051101,4.6,2015
8847,rosedale,205051102,4.2,2015
8848,sale,205051103,6.3,2015
8849,yarram,205051104,5.2,2015
8850,brunswick,206011105,7.3,2015
8851,brunswick east,206011106,5.9,2015
8852,brunswick west,206011107,8.4,2015
8853,coburg,206011108,8.0,2015
8854,pascoe vale south,206011109,5.1,2015
8855,northcote,206021111,6.2,2015
8856,thornbury,206021112,7.1,2015
8857,ascot vale,206031113,9.1,2015
8858,flemington,206031115,12.7,2015
8859,moonee ponds,206031116,4.9,2015
8860,carlton,206041117,8.5,2015
8861,docklands,206041118,2.1,2015
8862,east melbourne,206041119,1.8,2015
8863,kensington,206041121,5.6,2015
8864,melbourne,206041122,2.8,2015
8865,north melbourne,206041123,8.1,2015
8866,parkville,206041124,3.5,2015
8867,southbank,206041126,2.1,2015
8868,albert park,206051128,2.4,2015
8869,elwood,206051129,3.9,2015
8870,port melbourne,206051130,3.7,2015
8871,south melbourne,206051132,6.6,2015
8872,st kilda,206051133,5.7,2015
8873,st kilda east,206051134,5.8,2015
8874,armadale,206061135,2.6,2015
8875,toorak,206061138,2.6,2015
8876,abbotsford,206071139,4.5,2015
8877,collingwood,206071141,11.3,2015
8878,fitzroy,206071142,9.8,2015
8879,fitzroy north,206071143,6.4,2015
8880,richmond,206071144,5.5,2015
8881,ashburton,207011146,6.0,2015
8882,balwyn,207011147,4.3,2015
8883,balwyn north,207011148,4.3,2015
8884,camberwell,207011149,3.4,2015
8885,hawthorn,207011151,4.3,2015
8886,hawthorn east,207011152,4.0,2015
8887,kew,207011153,4.3,2015
