,suburb,sa2_code,unemp_rate,year
17750,keysborough,212041314,5.9,2020
17751,noble park north,212041316,9.8,2020
17752,springvale,212041317,9.5,2020
17753,springvale south,212041318,9.6,2020
17754,clayton,212051320,3.9,2020
17755,mulgrave,212051325,5.0,2020
17756,wheelers hill,212051327,3.5,2020
17757,cairnlea,213011329,8.5,2020
17758,delahey,213011331,11.3,2020
17759,keilor downs,213011332,10.5,2020
17760,kings park,213011333,16.2,2020
17761,sunshine,213011336,11.2,2020
17762,sunshine north,213011337,14.0,2020
17763,sunshine west,213011338,13.4,2020
17764,sydenham,213011339,8.3,2020
17765,taylors lakes,213011340,5.3,2020
17766,altona,213021341,5.0,2020
17767,altona meadows,213021342,8.2,2020
17768,altona north,213021343,9.0,2020
17769,newport,213021344,4.4,2020
17770,seabrook,213021345,6.4,2020
17771,williamstown,213021346,4.2,2020
17772,braybrook,213031347,11.4,2020
17773,footscray,213031348,9.3,2020
17774,maribyrnong,213031349,5.4,2020
17775,yarraville,213031352,4.8,2020
17776,bacchus marsh,213041353,8.3,2020
17777,hillside,213041355,5.7,2020
17778,melton,213041356,14.5,2020
17779,melton south,213041357,13.3,2020
17780,melton west,213041358,12.6,2020
17781,taylors hill,213041360,5.9,2020
17782,laverton,213051363,8.4,2020
17783,tarneit,213051365,6.5,2020
17784,truganina,213051366,6.0,2020
17785,wyndham vale,213051369,10.4,2020
17786,carrum downs,214011370,5.8,2020
17787,frankston,214011371,9.1,2020
17788,frankston north,214011372,11.1,2020
17789,frankston south,214011373,3.1,2020
17790,langwarrin,214011374,4.0,2020
17791,seaford,214011375,7.0,2020
17792,dromana,214021377,5.3,2020
17793,flinders,214021378,2.4,2020
17794,mornington,214021380,4.9,2020
17795,mount eliza,214021381,2.1,2020
17796,mount martha,214021382,2.8,2020
17798,somerville,214021385,4.0,2020
17799,ararat,215011386,3.8,2020
17800,ararat,215011387,1.9,2020
17801,horsham,215011388,2.9,2020
17802,horsham,215011389,1.6,2020
17804,st arnaud,215011391,2.7,2020
17805,stawell,215011392,3.6,2020
17808,irymple,215021395,1.9,2020
17809,merbein,215021396,3.1,2020
17810,mildura,215021398,1.7,2020
17811,red cliffs,215021399,3.6,2020
17813,gannawarra,215031401,2.2,2020
17814,kerang,215031402,3.7,2020
17815,robinvale,215031403,2.6,2020
17816,swan hill,215031404,2.9,2020
17817,swan hill,215031405,2.5,2020
17818,echuca,216011406,6.3,2020
17819,kyabram,216011407,5.8,2020
17820,rochester,216011409,5.2,2020
17821,rushworth,216011410,7.3,2020
17822,cobram,216021411,7.0,2020
17824,numurkah,216021413,5.4,2020
17825,yarrawonga,216021414,5.8,2020
17826,mooroopna,216031415,10.0,2020
17828,hamilton,217011421,3.6,2020
17829,portland,217011422,5.2,2020
17831,camperdown,217031471,3.2,2020
17832,colac,217031472,3.3,2020
17833,colac colac,217031473,1.9,2020
17835,gunbower,216011408,3.8,2020
17836,lockington,216011408,3.8,2020
17837,mccrae,214021384,8.5,2020
17838,rosebud,214021384,8.5,2020
17839,somers,214021379,5.9,2020
17840,hastings,214021379,5.9,2020
17841,sandhurst,214011376,3.6,2020
17842,skye,214011376,3.6,2020
17843,mount cottrell,213041359,12.8,2020
17844,rockbank,213041359,12.8,2020
17845,tottenham,213031351,7.7,2020
17846,west footscray,213031351,7.7,2020
17847,kingsville,213031350,5.8,2020
17848,seddon,213031350,5.8,2020
17849,derrimut,213011330,10.8,2020
17850,deer park,213011330,10.8,2020
17851,albion,213011328,10.5,2020
17852,ardeer,213011328,10.5,2020
17853,huntingdale,212051326,4.8,2020
17854,oakleigh,212051326,4.8,2020
17855,chadstone,212051319,5.6,2020
17856,ashwood,212051319,5.6,2020
17857,oakleigh south,212041309,6.0,2020
17858,clarinda,212041309,6.0,2020
17859,tooradin,212031308,5.9,2020
17860,pearcedale,212031308,5.9,2020
17861,lyndhurst,212031306,5.1,2020
17862,lynbrook,212031306,5.1,2020
17863,lynbrook,212031305,11.5,2020
17864,hampton park,212031305,11.5,2020
17865,cockatoo,212011289,4.4,2020
17866,emerald,212011289,4.4,2020
17867,garfield,212011288,5.3,2020
17868,bunyip,212011288,5.3,2020
17869,officer,212011287,5.3,2020
17870,beaconsfield,212011287,5.3,2020
17871,seville,211051285,4.4,2020
17873,tecoma,211051284,5.7,2020
17874,upwey,211051284,5.7,2020
17875,olinda,211051282,4.6,2020
17876,mount dandenong,211051282,4.6,2020
17877,silvan,211051279,5.0,2020
17878,monbulk,211051279,5.0,2020
17879,coldstream,211051278,6.2,2020
17880,lilydale,211051278,6.2,2020
17881,yarra glen,211051276,6.9,2020
17882,healesville,211051276,6.9,2020
17883,selby,211051274,6.2,2020
17884,belgrave,211051274,6.2,2020
17885,warranwood,211031265,3.7,2020
17886,croydon hills,211031265,3.7,2020
17887,wonga park,211021262,3.1,2020
17888,warrandyte,211021262,3.1,2020
17889,park orchards,211021261,3.5,2020
17890,donvale,211021261,3.5,2020
17892,rowville,211011256,4.8,2020
17893,scoresby,211011254,4.9,2020
17894,knoxfield,211011254,4.9,2020
17895,somerton,210051249,19.1,2020
17896,roxburgh park,210051249,19.1,2020
17897,westmeadows,210051245,10.0,2020
17898,gladstone park,210051245,10.0,2020
17899,coolaroo,210051243,23.5,2020
17900,campbellfield,210051243,23.5,2020
17901,essendon west,210011230,4.5,2020
17902,niddrie,210011230,4.5,2020
17903,diamond creek,209031215,3.5,2020
17904,wattle glen,209031215,3.5,2020
17905,north warrandyte,209031214,3.1,2020
17906,research,209031214,3.1,2020
17907,yarrambat,209031213,2.9,2020
17908,plenty,209031213,2.9,2020
17909,st andrews,209031212,4.2,2020
17910,panton hill,209031212,4.2,2020
17911,yallambie,209011203,4.5,2020
17912,viewbank,209011203,4.5,2020
17913,briar hill,209011202,4.4,2020
17914,montmorency,209011202,4.4,2020
17915,eaglemont,209011201,2.8,2020
17916,ivanhoe east,209011201,2.8,2020
17917,rosanna,209011198,4.1,2020
17918,heidelberg,209011198,4.1,2020
17919,glen iris,208041194,4.4,2020
17920,malvern,208041194,4.4,2020
17921,parkdale,208031193,6.7,2020
17922,mordialloc,208031193,6.7,2020
17923,heatherton,208031191,8.1,2020
17924,moorabbin,208031191,8.1,2020
17925,aspendale,208031189,6.5,2020
17926,edithvale,208031189,6.5,2020
17927,highett,208031188,7.4,2020
17928,cheltenham,208031188,7.4,2020
17929,bonbeach,208031186,8.4,2020
17930,chelsea,208031186,8.4,2020
17931,patterson lakes,208031185,8.4,2020
17932,carrum,208031185,8.4,2020
17933,waterways,208031183,6.1,2020
17934,aspendale gardens,208031183,6.1,2020
17935,glen huntly,208021182,5.8,2020
17936,ormond,208021182,5.8,2020
17937,mckinnon,208021174,5.7,2020
17938,bentleigh,208021174,5.7,2020
17939,black rock,208011173,5.1,2020
17940,sandringham,208011173,5.1,2020
17941,highett,208011171,7.1,2020
17942,cheltenham,208011171,7.1,2020
17943,mont albert,207031167,4.5,2020
17944,surrey hills,207031167,4.5,2020
17945,canterbury,207011155,3.5,2020
17946,surrey hills,207011155,3.5,2020
17947,princes hill,206071140,6.8,2020
17948,carlton north,206071140,6.8,2020
17949,windsor,206061136,5.3,2020
17950,prahran,206061136,5.3,2020
17951,aberfeldie,206031114,4.7,2020
17952,essendon,206031114,4.7,2020
17953,fairfield,206021110,5.8,2020
17954,alphington,206021110,5.8,2020
17955,loch sport,205051100,5.6,2020
17956,longford,205051100,5.6,2020
17957,glengarry,205041098,3.9,2020
17958,yallourn north,205041098,3.9,2020
17959,newborough,205041095,9.8,2020
17960,moe,205041095,9.8,2020
17961,inverloch,205031093,6.0,2020
17962,wonthaggi,205031093,6.0,2020
17963,omeo,205021082,3.6,2020
17964,bruthen,205021082,3.6,2020
17965,indigo valley,204031070,2.4,2020
17966,chiltern,204031070,2.4,2020
17967,mount beauty,204031069,2.8,2020
17968,bright,204031069,2.8,2020
17969,broadford,204011056,3.3,2020
17970,kilmore,204011056,3.3,2020
17971,queenscliff,203031052,3.0,2020
17972,point lonsdale,203031052,3.0,2020
17973,barwon heads,203031050,2.8,2020
17974,ocean grove,203031050,2.8,2020
17975,anglesea,203031049,3.0,2020
17976,lorne,203031049,3.0,2020
17977,bell park,203021047,5.6,2020
17978,north geelong,203021047,5.6,2020
17979,moolap,203021045,7.9,2020
17980,newcomb,203021045,7.9,2020
17981,hamlyn heights,203021040,3.8,2020
17982,geelong west,203021040,3.8,2020
17983,norlane,203021038,12.6,2020
17984,corio,203021038,12.6,2020
17985,ascot,202011025,4.4,2020
17986,white hills,202011025,4.4,2020
17987,golden square,202011022,6.1,2020
17988,kangaroo flat,202011022,6.1,2020
17989,spring gully,202011021,5.4,2020
17990,flora hill,202011021,5.4,2020
17991,kennington,202011020,5.4,2020
17992,east bendigo,202011020,5.4,2020
17993,eaglehawk,202011019,8.0,2020
17994,california gully,202011019,8.0,2020
17995,clunes,201021010,6.1,2020
17996,creswick,201021010,6.1,2020
17997,miners rest,201011008,9.0,2020
17998,wendouree,201011008,9.0,2020
19316,alfredton,201011001,2.2,2021
19317,ballarat east,201011002,3.1,2021
19318,buninyong,201011005,2.0,2021
19319,delacombe,201011006,4.3,2021
19320,smythes creek,201011007,1.7,2021
19321,bacchus marsh,201021009,2.7,2021
19322,daylesford,201021011,3.0,2021
19323,gordon,201021012,2.0,2021
19324,avoca,201031013,5.2,2021
19325,beaufort,201031014,4.0,2021
19326,maryborough,201031016,8.0,2021
19327,maryborough,201031017,7.4,2021
19328,bendigo,202011018,6.8,2021
19329,maiden gully,202011023,1.5,2021
19330,strathfieldsaye,202011024,1.5,2021
19331,castlemaine,202021027,3.5,2021
19332,castlemaine,202021028,3.0,2021
19333,heathcote,202021029,5.8,2021
19334,kyneton,202021030,2.5,2021
19335,woodend,202021031,1.4,2021
19337,bannockburn,203011034,1.9,2021
19338,winchelsea,203011036,2.2,2021
19339,belmont,203021037,3.0,2021
19340,geelong,203021039,3.4,2021
19341,grovedale,203021041,2.6,2021
19342,highton,203021042,1.5,2021
19343,lara,203021043,2.5,2021
19344,leopold,203021044,2.3,2021
19345,newtown,203021046,1.3,2021
19346,clifton springs,203031048,3.3,2021
19347,portarlington,203031051,5.1,2021
19348,torquay,203031053,1.5,2021
19349,alexandra,204011054,3.0,2021
19350,euroa,204011055,3.3,2021
19351,mansfield,204011057,2.1,2021
19352,nagambie,204011058,2.7,2021
19353,seymour,204011059,6.4,2021
19355,yea,204011062,3.8,2021
19356,benalla,204021063,4.0,2021
19357,benalla,204021064,2.4,2021
19358,rutherglen,204021065,2.4,2021
19359,wangaratta,204021066,3.9,2021
19360,wangaratta,204021067,1.7,2021
19361,beechworth,204031068,1.9,2021
19362,myrtleford,204031071,2.5,2021
19363,towong,204031072,2.6,2021
19364,west wodonga,204031073,3.3,2021
19365,wodonga,204031074,3.9,2021
19366,yackandandah,204031075,1.2,2021
19367,drouin,205011076,4.4,2021
19369,trafalgar,205011078,3.5,2021
19370,warragul,205011079,3.6,2021
19371,bairnsdale,205021081,6.8,2021
19372,lakes entrance,205021084,7.5,2021
19373,orbost,205021085,8.8,2021
19374,paynesville,205021086,6.0,2021
19375,foster,205031087,3.7,2021
19376,korumburra,205031089,3.6,2021
19377,leongatha,205031090,2.9,2021
19379,churchill,205041094,5.6,2021
19380,morwell,205041096,15.6,2021
19381,traralgon,205041097,5.3,2021
19382,maffra,205051101,4.2,2021
19383,rosedale,205051102,3.8,2021
19384,sale,205051103,6.1,2021
19385,yarram,205051104,5.3,2021
19386,brunswick,206011105,6.0,2021
19387,brunswick east,206011106,5.6,2021
19388,brunswick west,206011107,7.1,2021
19389,coburg,206011108,7.4,2021
19390,pascoe vale south,206011109,5.1,2021
19391,northcote,206021111,4.8,2021
19392,thornbury,206021112,6.5,2021
19393,ascot vale,206031113,7.2,2021
19394,flemington,206031115,10.9,2021
19395,moonee ponds,206031116,4.5,2021
19396,carlton,206041117,7.5,2021
19397,docklands,206041118,3.5,2021
19398,east melbourne,206041119,3.1,2021
19399,kensington,206041121,4.9,2021
19400,melbourne,206041122,6.7,2021
19401,north melbourne,206041123,7.1,2021
19402,parkville,206041124,4.4,2021
19403,southbank,206041126,3.5,2021
19404,albert park,206051128,2.7,2021
19405,elwood,206051129,4.0,2021
19406,port melbourne,206051130,4.4,2021
19407,south melbourne,206051132,6.1,2021
19408,st kilda,206051133,5.8,2021
19409,st kilda east,206051134,5.0,2021
19410,armadale,206061135,3.1,2021
19411,toorak,206061138,2.6,2021
19412,abbotsford,206071139,4.5,2021
19413,collingwood,206071141,8.5,2021
19414,fitzroy,206071142,8.3,2021
19415,fitzroy north,206071143,4.9,2021
19416,richmond,206071144,4.5,2021
19417,ashburton,207011146,5.4,2021
19418,balwyn,207011147,5.0,2021
19419,balwyn north,207011148,4.4,2021
19420,camberwell,207011149,4.0,2021
19421,hawthorn,207011151,4.8,2021
19422,hawthorn east,207011152,4.4,2021
19423,kew,207011153,4.6,2021
19424,kew east,207011154,4.9,2021
19425,bulleen,207021156,7.6,2021
19426,doncaster,207021157,9.1,2021
19427,templestowe,207021159,6.3,2021
19428,templestowe lower,207021160,7.0,2021
19429,blackburn,207031161,5.9,2021
19430,blackburn south,207031162,7.8,2021
19431,box hill,207031163,9.0,2021
19432,box hill north,207031164,6.2,2021
19433,burwood,207031165,9.4,2021
19434,burwood east,207031166,8.1,2021
19435,beaumaris,208011168,1.9,2021
19436,brighton,208011169,2.0,2021
19437,brighton east,208011170,2.7,2021
19438,hampton,208011172,3.6,2021
19439,carnegie,208021176,3.4,2021
19440,elsternwick,208021179,3.1,2021
19441,hughesdale,208021180,3.7,2021
19442,murrumbeena,208021181,3.1,2021
19443,chelsea heights,208031187,5.2,2021
19444,mentone,208031190,3.7,2021
19445,malvern east,208041195,3.0,2021
19446,greensborough,209011197,3.2,2021
19447,heidelberg west,209011199,7.9,2021
19448,ivanhoe,209011200,2.3,2021
19449,watsonia,209011204,4.2,2021
19450,kingsbury,209021205,3.6,2021
19451,eltham,209031209,2.5,2021
19452,hurstbridge,209031210,3.3,2021
19453,kinglake,209031211,5.0,2021
19454,lalor,209041219,9.4,2021
19455,thomastown,209041223,9.3,2021
19456,wallan,209041224,6.1,2021
19457,whittlesea,209041225,5.5,2021
19458,airport west,210011226,4.6,2021
19459,keilor,210011228,3.3,2021
19460,keilor east,210011229,4.2,2021
19461,strathmore,210011231,2.2,2021
19462,gisborne,210021232,2.2,2021
19463,macedon,210021233,1.9,2021
19464,riddells creek,210021234,3.1,2021
19465,romsey,210021235,3.7,2021
19466,coburg north,210031236,5.5,2021
19467,fawkner,210031237,8.1,2021
19468,pascoe vale,210031239,3.8,2021
19469,sunbury,210041240,4.9,2021
19470,broadmeadows,210051242,19.0,2021
19471,meadow heights,210051247,19.3,2021
19472,melbourne airport,210051248,3.9,2021
19473,tullamarine,210051250,8.3,2021
19474,bayswater,211011251,5.7,2021
19475,lysterfield,211011255,1.7,2021
19476,wantirna,211011259,3.8,2021
19477,wantirna south,211011260,3.5,2021
19478,bayswater north,211031263,4.7,2021
19479,ringwood,211031266,5.6,2021
19480,ringwood east,211031267,4.1,2021
19481,ringwood north,211031268,2.7,2021
19482,forest hill,211041269,4.0,2021
19483,mitcham,211041270,3.2,2021
19484,nunawading,211041271,3.2,2021
19485,vermont,211041272,3.0,2021
19486,vermont south,211041273,3.0,2021
19487,chirnside park,211051275,3.5,2021
19488,kilsyth,211051277,5.2,2021
19489,montrose,211051280,3.2,2021
19490,mooroolbark,211051281,4.1,2021
19491,mount evelyn,211051283,3.4,2021
19493,koo wee rup,212011290,5.1,2021
19494,doveton,212021295,14.4,2021
19495,hallam,212021297,9.9,2021
19496,narre warren north,212021299,2.6,2021
19497,cranbourne,212031300,10.9,2021
19498,cranbourne east,212031301,5.7,2021
19499,cranbourne north,212031302,6.7,2021
19500,cranbourne south,212031303,4.1,2021
19501,cranbourne west,212031304,6.4,2021
19502,clayton south,212041310,4.7,2021
19503,dandenong,212041311,12.7,2021
19504,dandenong north,212041312,8.0,2021
19505,dingley village,212041313,3.1,2021
19506,keysborough,212041314,5.0,2021
19507,noble park north,212041316,7.5,2021
19508,springvale,212041317,7.7,2021
19509,springvale south,212041318,8.3,2021
19510,clayton,212051320,3.8,2021
19511,mulgrave,212051325,3.9,2021
19512,wheelers hill,212051327,2.7,2021
19513,cairnlea,213011329,6.1,2021
19514,delahey,213011331,9.0,2021
19515,keilor downs,213011332,7.0,2021
19516,kings park,213011333,11.6,2021
19517,sunshine,213011336,7.3,2021
19518,sunshine north,213011337,10.1,2021
19519,sunshine west,213011338,9.5,2021
19520,sydenham,213011339,5.8,2021
19521,taylors lakes,213011340,3.4,2021
19522,altona,213021341,3.5,2021
19523,altona meadows,213021342,5.9,2021
19524,altona north,213021343,6.2,2021
19525,newport,213021344,2.9,2021
19526,seabrook,213021345,4.7,2021
19527,williamstown,213021346,2.7,2021
19528,braybrook,213031347,8.4,2021
19529,footscray,213031348,6.7,2021
19530,maribyrnong,213031349,3.8,2021
19531,yarraville,213031352,3.2,2021
19532,bacchus marsh,213041353,6.0,2021
19533,hillside,213041355,4.1,2021
19534,melton,213041356,10.6,2021
19535,melton south,213041357,10.3,2021
19536,melton west,213041358,8.9,2021
19537,taylors hill,213041360,4.1,2021
19538,laverton,213051363,6.0,2021
19539,tarneit,213051365,4.8,2021
19540,truganina,213051366,4.2,2021
19541,wyndham vale,213051369,8.3,2021
19542,carrum downs,214011370,5.1,2021
19543,frankston,214011371,7.7,2021
19544,frankston north,214011372,10.1,2021
19545,frankston south,214011373,2.5,2021
19546,langwarrin,214011374,3.1,2021
19547,seaford,214011375,6.3,2021
19548,dromana,214021377,4.0,2021
19549,flinders,214021378,1.4,2021
19550,mornington,214021380,3.6,2021
19551,mount eliza,214021381,1.4,2021
19552,mount martha,214021382,2.0,2021
19554,somerville,214021385,3.1,2021
19555,ararat,215011386,3.7,2021
19556,ararat,215011387,1.9,2021
19557,horsham,215011388,2.8,2021
19558,horsham,215011389,1.7,2021
19560,st arnaud,215011391,2.8,2021
19561,stawell,215011392,3.1,2021
19564,irymple,215021395,1.7,2021
19565,merbein,215021396,3.1,2021
19566,mildura,215021398,1.8,2021
19567,red cliffs,215021399,3.6,2021
19569,gannawarra,215031401,2.3,2021
19570,kerang,215031402,3.6,2021
19571,robinvale,215031403,3.2,2021
19572,swan hill,215031404,2.8,2021
19573,swan hill,215031405,2.4,2021
19574,echuca,216011406,2.2,2021
19575,kyabram,216011407,2.1,2021
19576,rochester,216011409,2.0,2021
19577,rushworth,216011410,3.1,2021
19578,cobram,216021411,2.4,2021
19580,numurkah,216021413,2.2,2021
19581,yarrawonga,216021414,2.3,2021
19582,mooroopna,216031415,3.8,2021
19584,hamilton,217011421,5.3,2021
19585,portland,217011422,7.3,2021
19587,camperdown,217031471,4.1,2021
19588,colac,217031472,4.6,2021
19589,colac colac,217031473,2.4,2021
19591,gunbower,216011408,1.7,2021
19592,lockington,216011408,1.7,2021
19593,mccrae,214021384,6.9,2021
19594,rosebud,214021384,6.9,2021
19595,somers,214021379,5.0,2021
19596,hastings,214021379,5.0,2021
19597,sandhurst,214011376,3.2,2021
19598,skye,214011376,3.2,2021
19599,mount cottrell,213041359,12.3,2021
19600,rockbank,213041359,12.3,2021
19601,tottenham,213031351,5.4,2021
19602,west footscray,213031351,5.4,2021
19603,kingsville,213031350,3.9,2021
19604,seddon,213031350,3.9,2021
19605,derrimut,213011330,7.5,2021
19606,deer park,213011330,7.5,2021
19607,albion,213011328,7.8,2021
19608,ardeer,213011328,7.8,2021
19609,huntingdale,212051326,3.4,2021
19610,oakleigh,212051326,3.4,2021
19611,chadstone,212051319,4.9,2021
19612,ashwood,212051319,4.9,2021
19613,oakleigh south,212041309,4.5,2021
19614,clarinda,212041309,4.5,2021
19615,tooradin,212031308,4.6,2021
19616,pearcedale,212031308,4.6,2021
19617,lyndhurst,212031306,4.3,2021
19618,lynbrook,212031306,4.3,2021
19619,lynbrook,212031305,9.6,2021
19620,hampton park,212031305,9.6,2021
19621,cockatoo,212011289,3.2,2021
19622,emerald,212011289,3.2,2021
19623,garfield,212011288,4.1,2021
19624,bunyip,212011288,4.1,2021
19625,officer,212011287,4.5,2021
19626,beaconsfield,212011287,4.5,2021
19627,seville,211051285,2.8,2021
19629,tecoma,211051284,4.3,2021
19630,upwey,211051284,4.3,2021
19631,olinda,211051282,3.0,2021
19632,mount dandenong,211051282,3.0,2021
19633,silvan,211051279,3.4,2021
19634,monbulk,211051279,3.4,2021
19635,coldstream,211051278,4.2,2021
19636,lilydale,211051278,4.2,2021
19637,yarra glen,211051276,4.9,2021
19638,healesville,211051276,4.9,2021
19639,selby,211051274,4.0,2021
19640,belgrave,211051274,4.0,2021
19641,warranwood,211031265,2.5,2021
19642,croydon hills,211031265,2.5,2021
19643,wonga park,211021262,1.7,2021
19644,warrandyte,211021262,1.7,2021
19645,park orchards,211021261,2.2,2021
19646,donvale,211021261,2.2,2021
19648,rowville,211011256,3.7,2021
19649,scoresby,211011254,3.8,2021
19650,knoxfield,211011254,3.8,2021
19651,somerton,210051249,14.5,2021
19652,roxburgh park,210051249,14.5,2021
19653,westmeadows,210051245,7.0,2021
19654,gladstone park,210051245,7.0,2021
19655,coolaroo,210051243,19.9,2021
19656,campbellfield,210051243,19.9,2021
19657,essendon west,210011230,3.0,2021
19658,niddrie,210011230,3.0,2021
19659,diamond creek,209031215,2.5,2021
19660,wattle glen,209031215,2.5,2021
19661,north warrandyte,209031214,2.0,2021
19662,research,209031214,2.0,2021
19663,yarrambat,209031213,1.8,2021
19664,plenty,209031213,1.8,2021
19665,st andrews,209031212,2.8,2021
19666,panton hill,209031212,2.8,2021
19667,yallambie,209011203,3.1,2021
19668,viewbank,209011203,3.1,2021
19669,briar hill,209011202,3.1,2021
19670,montmorency,209011202,3.1,2021
19671,eaglemont,209011201,1.7,2021
19672,ivanhoe east,209011201,1.7,2021
19673,rosanna,209011198,3.0,2021
19674,heidelberg,209011198,3.0,2021
19675,glen iris,208041194,2.4,2021
19676,malvern,208041194,2.4,2021
19677,parkdale,208031193,3.5,2021
19678,mordialloc,208031193,3.5,2021
19679,heatherton,208031191,5.6,2021
19680,moorabbin,208031191,5.6,2021
19681,aspendale,208031189,3.8,2021
19682,edithvale,208031189,3.8,2021
19683,highett,208031188,4.4,2021
19684,cheltenham,208031188,4.4,2021
19685,bonbeach,208031186,4.7,2021
19686,chelsea,208031186,4.7,2021
19687,patterson lakes,208031185,4.8,2021
19688,carrum,208031185,4.8,2021
19689,waterways,208031183,3.1,2021
19690,aspendale gardens,208031183,3.1,2021
19691,glen huntly,208021182,3.7,2021
19692,ormond,208021182,3.7,2021
19693,mckinnon,208021174,3.3,2021
19694,bentleigh,208021174,3.3,2021
19695,black rock,208011173,2.6,2021
19696,sandringham,208011173,2.6,2021
19697,highett,208011171,4.3,2021
19698,cheltenham,208011171,4.3,2021
19699,mont albert,207031167,4.5,2021
19700,surrey hills,207031167,4.5,2021
19701,canterbury,207011155,3.2,2021
19702,surrey hills,207011155,3.2,2021
19703,princes hill,206071140,5.5,2021
19704,carlton north,206071140,5.5,2021
19705,windsor,206061136,3.9,2021
19706,prahran,206061136,3.9,2021
19707,aberfeldie,206031114,4.0,2021
19708,essendon,206031114,4.0,2021
19709,fairfield,206021110,4.9,2021
19710,alphington,206021110,4.9,2021
19711,loch sport,205051100,6.0,2021
19712,longford,205051100,6.0,2021
19713,glengarry,205041098,3.7,2021
19714,yallourn north,205041098,3.7,2021
19715,newborough,205041095,10.0,2021
19716,moe,205041095,10.0,2021
19717,inverloch,205031093,5.9,2021
19718,wonthaggi,205031093,5.9,2021
19719,omeo,205021082,3.4,2021
19720,bruthen,205021082,3.4,2021
19721,indigo valley,204031070,2.4,2021
19722,chiltern,204031070,2.4,2021
19723,mount beauty,204031069,2.1,2021
19724,bright,204031069,2.1,2021
19725,broadford,204011056,3.2,2021
19726,kilmore,204011056,3.2,2021
19727,queenscliff,203031052,1.5,2021
19728,point lonsdale,203031052,1.5,2021
19729,barwon heads,203031050,1.6,2021
19730,ocean grove,203031050,1.6,2021
19731,anglesea,203031049,1.7,2021
19732,lorne,203031049,1.7,2021
19733,bell park,203021047,4.2,2021
19734,north geelong,203021047,4.2,2021
19735,moolap,203021045,5.8,2021
19736,newcomb,203021045,5.8,2021
19737,hamlyn heights,203021040,2.6,2021
19738,geelong west,203021040,2.6,2021
19739,norlane,203021038,9.6,2021
19740,corio,203021038,9.6,2021
19741,ascot,202011025,3.4,2021
19742,white hills,202011025,3.4,2021
19743,golden square,202011022,4.8,2021
19744,kangaroo flat,202011022,4.8,2021
19745,spring gully,202011021,4.1,2021
19746,flora hill,202011021,4.1,2021
19747,kennington,202011020,3.8,2021
19748,east bendigo,202011020,3.8,2021
19749,eaglehawk,202011019,6.2,2021
19750,california gully,202011019,6.2,2021
19751,clunes,201021010,3.7,2021
19752,creswick,201021010,3.7,2021
19753,miners rest,201011008,6.2,2021
19754,wendouree,201011008,6.2,2021
